,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,0.003914529960826247,False,1.0,0.003914529960826247,False,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247,1.0,0.003914529960826247
Gene2,0.022325427657466534,False,1.0,0.022325427657466534,False,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534,1.0,0.022325427657466534
Gene3,0.058169449160582185,False,1.0,0.058169449160582185,False,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185,1.0,0.058169449160582185
Gene4,0.026650560841395516,False,1.0,0.026650560841395516,False,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516,1.0,0.026650560841395516
Gene5,0.007381599872355394,False,1.0,0.007381599872355394,False,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394,1.0,0.007381599872355394
Gene6,0.0002843565505560609,False,1.0,0.0002843565505560609,False,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609,1.0,0.0002843565505560609
Gene7,0.000664227077444505,False,1.0,0.000664227077444505,False,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505,1.0,0.000664227077444505
Gene8,0.02710619433660079,False,1.0,0.02710619433660079,False,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079,1.0,0.02710619433660079
Gene9,0.005501886900550955,False,1.0,0.005501886900550955,False,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955,1.0,0.005501886900550955
Gene10,0.020284836151880512,False,1.0,0.020284836151880512,False,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512,1.0,0.020284836151880512
