,group,libsize,has_program,program_usage
Cell1,1,5511.719082193272,False,0.0
Cell2,2,4009.6611776926025,False,0.0
Cell3,3,7659.000377426173,True,0.15607171636469652
Cell4,4,1451.8102346810422,False,0.0
Cell5,5,1561.3056437505363,False,0.0
Cell6,6,455.9303550213695,False,0.0
Cell7,7,1589.9292704407433,False,0.0
Cell8,8,2127.494742305152,False,0.0
Cell9,9,1077.6270000676477,False,0.0
Cell10,10,7747.654512230301,False,0.0
Cell11,1,9198.42827423199,False,0.0
Cell12,2,1457.397459515892,False,0.0
Cell13,3,6909.953758815936,False,0.0
Cell14,4,2583.338912885444,False,0.0
Cell15,5,2090.1456851791804,False,0.0
Cell16,6,605.7488533293665,False,0.0
Cell17,7,3704.2179113011575,False,0.0
Cell18,8,432.7577041268872,False,0.0
Cell19,9,4531.661994734287,False,0.0
Cell20,10,954.5717894779159,False,0.0
Cell21,1,1724.2919492431308,False,0.0
Cell22,2,928.022242012959,False,0.0
Cell23,3,1855.680082997782,True,0.3007017642930923
Cell24,4,1266.4338837595128,False,0.0
Cell25,5,1255.4193388361357,False,0.0
Cell26,6,1151.2851465928377,False,0.0
Cell27,7,710.5344549464184,False,0.0
Cell28,8,2113.54777070127,False,0.0
Cell29,9,1518.2750170031297,False,0.0
Cell30,10,2088.535225289508,False,0.0
Cell31,1,1109.756851008823,False,0.0
Cell32,2,1984.5240532185776,True,0.5395062264931074
Cell33,3,498.1661094928605,False,0.0
Cell34,4,2204.914491465933,False,0.0
Cell35,5,1209.2775246930937,False,0.0
Cell36,6,237.79011101582387,False,0.0
Cell37,7,1161.6178946186158,False,0.0
Cell38,8,1142.2183612848137,False,0.0
Cell39,9,1218.9229103300324,False,0.0
Cell40,10,1093.962782918676,False,0.0
Cell41,1,11451.89613381632,False,0.0
Cell42,2,9470.310035676046,False,0.0
Cell43,3,2497.029390504921,True,0.49914225437325777
Cell44,4,6582.937644179131,False,0.0
Cell45,5,1429.119221264323,False,0.0
Cell46,6,1176.5575031800493,False,0.0
Cell47,7,1932.7674949514414,False,0.0
Cell48,8,3043.9174188506263,False,0.0
Cell49,9,1590.4669448316617,False,0.0
Cell50,10,743.3844450037628,False,0.0
Cell51,1,1173.0775070477653,False,0.0
Cell52,2,705.8306763504455,False,0.0
Cell53,3,2977.814641719776,False,0.0
Cell54,4,1013.9675262538783,False,0.0
Cell55,5,3677.8252910020306,False,0.0
Cell56,6,2563.854885219653,False,0.0
Cell57,7,968.0735773348359,False,0.0
Cell58,8,884.6981664914173,False,0.0
Cell59,9,4818.113357738238,False,0.0
Cell60,10,8381.150419378026,False,0.0
Cell61,1,5977.890325636063,False,0.0
Cell62,2,778.9255936934314,False,0.0
Cell63,3,5385.626136368593,False,0.0
Cell64,4,440.54007538224454,False,0.0
Cell65,5,3766.563996251115,False,0.0
Cell66,6,2127.6220477136403,False,0.0
Cell67,7,4032.827379381906,False,0.0
Cell68,8,663.3202232001397,False,0.0
Cell69,9,2223.257153178034,False,0.0
Cell70,10,5724.253601941596,False,0.0
Cell71,1,926.8813728606435,False,0.0
Cell72,2,2648.8333658208567,False,0.0
Cell73,3,5771.607613270675,False,0.0
Cell74,4,3048.0741988744626,False,0.0
Cell75,5,1838.1926952041588,False,0.0
Cell76,6,2714.775970214134,False,0.0
Cell77,7,3244.0526489633926,False,0.0
Cell78,8,5557.331543515028,False,0.0
Cell79,9,2941.647816501447,False,0.0
Cell80,10,4203.217358356625,False,0.0
Cell81,1,1384.7284217178928,True,0.5433054096613908
Cell82,2,4097.901546083753,True,0.6355257789693066
Cell83,3,1029.673467477556,True,0.5055423500348007
Cell84,4,1153.0579539881303,False,0.0
Cell85,5,511.96168199895345,False,0.0
Cell86,6,343.60553175312225,False,0.0
Cell87,7,4344.3078379669905,False,0.0
Cell88,8,1561.7101361304944,False,0.0
Cell89,9,1736.7445491217454,False,0.0
Cell90,10,2257.611825494386,False,0.0
Cell91,1,1315.0136810801876,True,0.6554257169001274
Cell92,2,3415.8377997591224,False,0.0
Cell93,3,2414.94916062199,False,0.0
Cell94,4,5671.241297757539,False,0.0
Cell95,5,1148.7318890612262,False,0.0
Cell96,6,347.04921782862857,False,0.0
Cell97,7,2516.594733778682,False,0.0
Cell98,8,952.5061930729623,False,0.0
Cell99,9,1110.803640269113,False,0.0
Cell100,10,795.6968728455422,False,0.0
