,group,libsize,has_program,program_usage
Cell1,1,836.2328503500574,True,0.11247971079880065
Cell2,2,670.9247087145941,False,0.0
Cell3,3,2211.097286358561,True,0.1083917843901749
Cell4,4,933.7347474610816,False,0.0
Cell5,5,935.6126378788545,False,0.0
Cell6,6,2926.931243511302,False,0.0
Cell7,7,568.455455487658,False,0.0
Cell8,8,3976.529668045681,False,0.0
Cell9,9,1084.5208289088846,False,0.0
Cell10,10,3572.1847294078607,False,0.0
Cell11,1,3217.558142132569,False,0.0
Cell12,2,3555.8457311884526,False,0.0
Cell13,3,1733.3094630096803,True,0.43209307560876997
Cell14,4,400.2057805082277,False,0.0
Cell15,5,6310.983067828662,False,0.0
Cell16,6,1835.2349582804104,False,0.0
Cell17,7,992.9560086615601,False,0.0
Cell18,8,3077.463793005198,False,0.0
Cell19,9,2946.48571423073,False,0.0
Cell20,10,1682.6920307251298,False,0.0
Cell21,1,5810.494923968661,False,0.0
Cell22,2,1137.9034073283033,True,0.18919332636227473
Cell23,3,950.9935849692594,False,0.0
Cell24,4,356.54145499416313,False,0.0
Cell25,5,3842.6438300089794,False,0.0
Cell26,6,1505.8613159012548,False,0.0
Cell27,7,1953.2801315917675,False,0.0
Cell28,8,1651.559470620229,False,0.0
Cell29,9,1750.4646719536918,False,0.0
Cell30,10,1409.0298403838963,False,0.0
Cell31,1,641.1213932761301,False,0.0
Cell32,2,1019.8925321661555,False,0.0
Cell33,3,1643.5609083387897,False,0.0
Cell34,4,1691.53984300799,False,0.0
Cell35,5,505.2133746960531,False,0.0
Cell36,6,3669.507891988146,False,0.0
Cell37,7,3160.742511796915,False,0.0
Cell38,8,882.9072339304723,False,0.0
Cell39,9,3895.798028589076,False,0.0
Cell40,10,2455.0889534790745,False,0.0
Cell41,1,2812.445137781714,False,0.0
Cell42,2,2324.5630143682993,True,0.498342186036135
Cell43,3,1967.1280761452333,True,0.4522450409233383
Cell44,4,2061.621989323017,False,0.0
Cell45,5,3350.748817919361,False,0.0
Cell46,6,4526.706469761414,False,0.0
Cell47,7,626.9942292221199,False,0.0
Cell48,8,7672.110314080974,False,0.0
Cell49,9,1555.689137454938,False,0.0
Cell50,10,1707.48040465444,False,0.0
Cell51,1,1468.3186577530987,True,0.146049871515941
Cell52,2,632.2263446570921,False,0.0
Cell53,3,13400.77623222459,False,0.0
Cell54,4,227.03166670839667,False,0.0
Cell55,5,5341.089351592597,False,0.0
Cell56,6,562.8995029081279,False,0.0
Cell57,7,2482.7134399621013,False,0.0
Cell58,8,1352.110412244656,False,0.0
Cell59,9,364.8780083235695,False,0.0
Cell60,10,3137.493419582599,False,0.0
Cell61,1,2180.62497195283,False,0.0
Cell62,2,2403.4193883844673,False,0.0
Cell63,3,2266.4282421454923,False,0.0
Cell64,4,1435.1446846077727,False,0.0
Cell65,5,6171.673432203729,False,0.0
Cell66,6,3834.0284821470373,False,0.0
Cell67,7,2715.440998765464,False,0.0
Cell68,8,2657.8376338434978,False,0.0
Cell69,9,4785.380493695046,False,0.0
Cell70,10,2054.7622306153926,False,0.0
Cell71,1,4528.692841909388,False,0.0
Cell72,2,2886.3701986801643,False,0.0
Cell73,3,1118.8027774348275,True,0.20157111314950765
Cell74,4,6656.349196073466,False,0.0
Cell75,5,10409.13214449437,False,0.0
Cell76,6,4411.818490084224,False,0.0
Cell77,7,983.5112592899552,False,0.0
Cell78,8,3048.006116936833,False,0.0
Cell79,9,4681.065850143676,False,0.0
Cell80,10,1325.5947585786662,False,0.0
Cell81,1,1778.719517795968,False,0.0
Cell82,2,696.6118830346991,True,0.355402306761733
Cell83,3,5030.286382395871,False,0.0
Cell84,4,1771.5658123484875,False,0.0
Cell85,5,315.2091514581086,False,0.0
Cell86,6,2023.715510217333,False,0.0
Cell87,7,2989.921535412525,False,0.0
Cell88,8,6139.945360678103,False,0.0
Cell89,9,583.2788011254147,False,0.0
Cell90,10,573.9892750391326,False,0.0
Cell91,1,2074.868140206268,True,0.30749502981983595
Cell92,2,1397.5803373284468,False,0.0
Cell93,3,6638.357239241405,False,0.0
Cell94,4,1992.5763033700118,False,0.0
Cell95,5,771.4690182857926,False,0.0
Cell96,6,626.0569590590834,False,0.0
Cell97,7,585.0049455794345,False,0.0
Cell98,8,1371.6972554985541,False,0.0
Cell99,9,947.4932192967362,False,0.0
Cell100,10,892.8850285882351,False,0.0
