,group,libsize,has_program,program_usage
Cell1,1,1198.2435405613962,False,0.0
Cell2,2,1381.0235616507307,True,0.21267068737531777
Cell3,3,2744.0997475883387,False,0.0
Cell4,4,3267.895489768137,False,0.0
Cell5,5,3480.238939418894,False,0.0
Cell6,6,1061.7849044841137,False,0.0
Cell7,7,2536.9522861911746,False,0.0
Cell8,8,1832.057249191656,False,0.0
Cell9,9,4085.588144331747,False,0.0
Cell10,10,11977.628791274954,False,0.0
Cell11,1,824.3143494801792,False,0.0
Cell12,2,5607.458657729173,True,0.17701800284205715
Cell13,3,1331.8147002579203,False,0.0
Cell14,4,3263.1789800556057,False,0.0
Cell15,5,1910.2473687584616,False,0.0
Cell16,6,1440.7413258129955,False,0.0
Cell17,7,3757.1216364118122,False,0.0
Cell18,8,412.17175271933417,False,0.0
Cell19,9,1077.2360186310245,False,0.0
Cell20,10,970.9332450113543,False,0.0
Cell21,1,627.0431946848568,False,0.0
Cell22,2,639.1665569829061,True,0.40114548393971283
Cell23,3,411.34516589023735,False,0.0
Cell24,4,1379.0420563106218,False,0.0
Cell25,5,1196.1610004115046,False,0.0
Cell26,6,5604.056915003673,False,0.0
Cell27,7,1291.9856865711793,False,0.0
Cell28,8,3851.910808515835,False,0.0
Cell29,9,4400.330355179411,False,0.0
Cell30,10,3496.2804509368057,False,0.0
Cell31,1,5402.949605953538,False,0.0
Cell32,2,2925.482589936149,False,0.0
Cell33,3,1370.4310732239137,False,0.0
Cell34,4,3044.9152201829856,False,0.0
Cell35,5,1326.2674964487678,False,0.0
Cell36,6,2672.3453711369916,False,0.0
Cell37,7,2852.105091821216,False,0.0
Cell38,8,1532.884522114439,False,0.0
Cell39,9,4433.463812946602,False,0.0
Cell40,10,1373.2968300225452,False,0.0
Cell41,1,8049.517802209666,True,0.6238125635420205
Cell42,2,2903.7886803301117,False,0.0
Cell43,3,2917.1081628775587,True,0.3379181946782444
Cell44,4,668.1267379776758,False,0.0
Cell45,5,3579.1536333498366,False,0.0
Cell46,6,1231.8688356750956,False,0.0
Cell47,7,1435.6580468832824,False,0.0
Cell48,8,4264.829419419441,False,0.0
Cell49,9,4008.6117417491623,False,0.0
Cell50,10,646.3022538233336,False,0.0
Cell51,1,4449.202229038833,True,0.43987671308727083
Cell52,2,2651.087406124413,False,0.0
Cell53,3,3219.4556993104466,True,0.31527688624118866
Cell54,4,998.333827312825,False,0.0
Cell55,5,769.5677499168374,False,0.0
Cell56,6,2595.717575775327,False,0.0
Cell57,7,5388.767574458505,False,0.0
Cell58,8,4137.491273313899,False,0.0
Cell59,9,3051.496571242607,False,0.0
Cell60,10,591.3294360250657,False,0.0
Cell61,1,474.2035996955999,False,0.0
Cell62,2,4994.649859082154,False,0.0
Cell63,3,656.0898290801373,True,0.10592942597995073
Cell64,4,13049.132286157088,False,0.0
Cell65,5,1594.814620633708,False,0.0
Cell66,6,4968.937472771602,False,0.0
Cell67,7,1894.3824647162853,False,0.0
Cell68,8,372.2429303450247,False,0.0
Cell69,9,3429.0439691961074,False,0.0
Cell70,10,3723.494947874853,False,0.0
Cell71,1,3338.914111837695,False,0.0
Cell72,2,356.3118508267573,True,0.13080879985166122
Cell73,3,513.5414812019956,False,0.0
Cell74,4,4303.106704348619,False,0.0
Cell75,5,1251.0251210171655,False,0.0
Cell76,6,7711.022003562439,False,0.0
Cell77,7,1793.2978415408356,False,0.0
Cell78,8,2992.224644665871,False,0.0
Cell79,9,10013.815546995724,False,0.0
Cell80,10,2807.0977935804963,False,0.0
Cell81,1,1730.8550116848892,True,0.23409418261360448
Cell82,2,4612.029263469834,True,0.42241657823684775
Cell83,3,1878.336948576531,False,0.0
Cell84,4,1672.0945745734339,False,0.0
Cell85,5,4128.5403081997465,False,0.0
Cell86,6,22688.286051057712,False,0.0
Cell87,7,6161.504099494437,False,0.0
Cell88,8,8425.236119838566,False,0.0
Cell89,9,7213.177699819263,False,0.0
Cell90,10,1580.537829002808,False,0.0
Cell91,1,13073.924025980195,False,0.0
Cell92,2,5299.501987259437,False,0.0
Cell93,3,1232.904974360901,False,0.0
Cell94,4,2310.5466798310795,False,0.0
Cell95,5,3854.472284916678,False,0.0
Cell96,6,3245.5435855538512,False,0.0
Cell97,7,278.59017579336717,False,0.0
Cell98,8,751.3196639131469,False,0.0
Cell99,9,4307.201414495244,False,0.0
Cell100,10,1852.7199676888201,False,0.0
