,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,1,0,0,0,4,0,0,2,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
Gene3,0,0,0,21,0,0,0,0,0,0,4,0,0,12,0,0,0,2,0,0,0,0,0,7,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,14,0,0,0,0,1,1
Gene4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gene5,0,0,9,2,0,0,0,0,0,0,0,0,8,0,1,1,0,14,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,1,0,0,0,20,0,3,0,0,15,1,3,6,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene6,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Gene7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene8,0,3,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,7,0,0,2,0,0,6,2,0,10,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,18,0,0,4,0,0,0,0,11,0,25,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0
Gene9,0,0,2,0,0,0,0,2,0,5,1,4,14,0,2,1,2,2,6,0,0,0,6,0,0,0,0,1,2,2,0,0,0,0,2,0,0,4,3,2,24,0,0,0,0,10,0,0,2,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,1,2,12,7,0,0,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,33
Gene10,0,0,0,10,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,1,0,12,5,0,0,0,0,0,0,4,0,2,1,0,0,0,0,3,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0
Gene11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Gene12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene14,0,50,0,12,0,0,0,0,5,6,1,49,58,3,4,0,8,8,0,1,0,3,28,6,10,0,11,1,0,5,1,5,1,2,0,0,2,1,4,10,0,0,56,4,3,0,2,2,0,3,1,23,6,6,2,1,0,0,1,1,0,26,8,0,1,3,5,0,6,9,0,70,16,20,0,3,14,2,2,0,2,46,26,3,2,0,3,0,1,13,1,26,14,2,2,6,22,0,1,15
Gene15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
Gene16,0,1,0,1,14,0,6,2,15,0,1,1,0,0,24,0,8,0,7,0,2,1,0,1,32,0,69,0,6,0,1,1,0,0,31,0,9,8,3,1,0,1,0,6,18,0,3,0,4,4,1,1,0,1,0,1,4,0,0,0,0,1,1,0,2,0,34,0,11,2,0,0,0,5,9,0,14,1,0,0,0,12,0,2,3,0,12,0,1,2,2,1,3,1,5,0,19,0,0,0
Gene17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Gene18,2,13,0,4,0,0,2,0,8,0,0,12,0,0,0,0,0,0,5,0,0,1,3,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,10,1,3,0,1,1,3,0,0,0,2,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,11,0,1,6,0,3,0,0,8,0,2,0,0,2,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,2,3
Gene19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene21,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,1,4,0,0,0,1,0,4,1,0,0,4,3,0,1,0,0,0,1,0,1,4,2,3,0,3,6,4,1,0,0,11,0,0,0,0,3,0,5,0,1,4,0,0,0,1,0,0,1,0,0,26,0,1,2,0,1,0,1,0,0,0,3,0,1,0,2,0,0,3,0,1,7,0,0,0,0,0,4,0,1,1,1
Gene22,1,2,1,0,9,0,9,0,0,0,0,2,4,0,6,0,2,0,0,0,0,0,3,8,8,0,4,0,2,1,2,1,0,0,9,0,0,0,0,0,0,0,1,0,21,0,2,0,0,0,1,0,0,0,12,0,12,0,1,0,0,2,3,0,2,1,1,0,1,0,0,0,0,0,0,3,6,1,0,2,1,0,1,0,3,8,1,0,0,0,0,3,0,0,29,0,6,2,0,0
