,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16,mix17,mix18,mix19,mix20,mix21,mix22,mix23,mix24,mix25,mix26,mix27,mix28,mix29,mix30,mix31,mix32,mix33,mix34,mix35,mix36,mix37,mix38,mix39,mix40,mix41,mix42,mix43,mix44,mix45,mix46,mix47,mix48,mix49
Gene1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene2,0.46671162564011887,0.10398783674876003,0.03715382271857607,0.18269071962350705,0.27764897331019966,0.17700999616166718,0.43688303817345786,0.28412885713664726,0.528030604408878,0.18742843222782693,0.23779993123408,0.36913295822997083,0.3762072849388248,0.25544559566405356,0.1350820789750102,0.2427365045888341,0.12899330188392263,0.388841646121322,0.280412148251749,0.35366958179755736,0.4431484061358034,0.3663017664805407,0.053116531279136854,0.472324333290086,0.4869741396248032,0.7107036817382213,0.28825677566492475,0.3182041821216204,0.09060733681805731,0.07309487536894103,0.28049398939273124,0.38495825371535586,0.27175077814257736,0.04274474079633507,0.3648858378189101,0.2457394738064639,0.3429724164664897,0.3820438765791144,0.6059281491746734,0.3808773508224819,0.9358188742418585,0.21042942335077905,0.33093081861918916,0.7037154151759335,0.5940846226461558,0.1898522969179594,0.38954877222882023,0.42413938434941856,0.2702007066518456,0.2126709229478984
Gene3,1.3687132488013927,0.3070157263705835,0.25033286547300365,0.5265589882983474,1.0345228516968623,0.12758706268193756,0.07464930604381922,0.8294439784544769,0.48775609031425426,0.7425675488584991,0.16189120711447236,1.4874607304964527,0.693552211111828,0.8121484917958703,0.5507117563660772,0.6706230742449442,0.7086049667523424,0.9618157127135089,1.385964270773207,0.43700213968309043,1.3959052180472478,0.9640287753107081,0.5371381935994776,0.1715559427278894,1.2421499162903098,0.014301692142918002,0.28620968316388523,0.47779323206511914,0.16197868339206573,0.20554900282097244,0.7515664223403971,0.48717114828493957,0.6243714256043207,0.32599920719062003,0.05461443629788451,0.8984768460054314,0.7590412185593582,0.7131490957476602,1.5709164816585401,1.0170158885258254,0.5319077538535204,0.5201723200059571,0.5660084780569875,0.506296022092935,0.34298463267223356,0.2840014159735298,0.8063173820454652,1.4485358605302192,0.0688278346696106,0.472999166352805
Gene4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene5,3.0512086012310355,0.8426060494076402,5.942687292024236,1.7414391377699023,3.6227630436697087,4.178448280460071,10.197486171268931,3.389417416088588,6.030482174590636,11.051933856137701,8.596057908705367,3.447351752028781,1.2824290576252921,2.3297376989904426,4.155038157988063,7.713640518758823,19.735912954921222,14.891294421937097,4.928291215652967,9.560349793701517,6.5350970652281815,8.185757705959585,22.19003046207149,19.43676456038299,2.9257672119343923,8.532200844705523,13.609034208201184,9.78362504470161,27.3233671839958,1.5368409338398883,2.5680354604178595,3.1310671175109253,13.001502014719005,18.965731187622534,21.390647371165723,5.4477405406205985,12.962974746420159,8.408010668926542,1.5456518784869246,2.7445438972941334,7.882072523105215,15.343946581424483,8.745536748499315,6.50313849029504,7.480718807578974,21.927236090784017,2.748744344992141,4.350351643778619,4.726213148865843,3.2010448844631707
Gene6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene9,3.149757637806269,11.303522868634067,13.178410689522439,2.6502788822628593,5.283509140788699,2.9169518034078834,9.776330888818691,5.202934359373454,5.3960574898044396,7.808380055115266,2.3690829490139906,1.6645600100724023,4.070888374343447,3.853488197901472,1.2468025507036882,2.468934293560615,1.5452820983197797,2.1674678113252424,3.1521939799761407,3.3003969394747075,2.0598814764424125,1.2947689158552858,2.1784855199910935,4.6663724461849085,5.314638960719177,6.239662211197757,3.55823124119732,10.587653228901464,3.835540705033524,7.977490278946559,0.4493170806609383,3.1555560662912074,0.33844404543823303,3.7475003551950468,1.5747464729355931,2.0309327257139747,0.5207728219338182,4.518431169633198,5.118531250008992,6.292433225585187,0.4890915015985783,9.367099937270755,4.907136687391116,4.609622743633167,2.5248018726946957,3.143647200769684,1.2106266190276849,4.17718876805952,3.0918176855269204,15.91662628349994
Gene10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
