,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,5,1,0,5,5,0,0,0,2,0,1,0,0,0,5,0,1,0,5,0,0,6,2,0,3,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,3,10,0,0
Gene4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene6,0,0,0,0,7,2,0,0,0,5,0,0,0,0,28,0,2,1,0,0,2,0,0,0,5,0,0,0,1,0,0,4,0,4,1,0,2,0,0,0,0,0,1,2,0,1,0,1,0,0,11,0,4,0,2,0,2,0,0,0,1,0,0,0,21,0,10,0,1,0,0,0,0,2,26,0,4,0,0,5,1,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gene7,0,0,0,0,7,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,2,0,0,0,7,0,1,0,0,0,3,0,0,0,1,0,0,0
Gene8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene9,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0,0,0,2,0,3,6,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,4,1,0,3,0,0,2,0,0
Gene10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene12,5,1,5,3,0,0,0,26,0,1,18,2,0,0,4,2,0,11,4,4,76,0,2,0,1,0,0,9,0,1,4,0,1,2,0,1,6,1,0,10,17,1,7,0,1,2,1,14,0,9,6,1,28,1,7,2,7,0,0,8,7,1,1,7,9,2,0,10,5,28,34,7,0,7,8,4,6,4,4,1,3,0,24,1,0,2,5,21,0,1,2,0,8,19,0,1,0,4,0,0
Gene13,0,0,8,10,1,23,0,1,8,7,3,3,0,33,7,31,0,9,40,1,5,2,2,1,29,21,11,9,30,0,0,3,2,75,0,33,11,0,45,1,4,19,0,28,7,34,1,35,46,0,0,0,9,0,1,6,7,23,3,1,8,7,0,39,10,81,13,18,122,2,24,5,2,168,2,148,0,10,75,0,19,0,26,29,0,34,2,45,21,5,5,4,7,53,1,13,0,0,5,0
