,group,libsize,has_program,program_usage
Cell1,1,5557.960733481911,False,0.0
Cell2,2,3548.091440015839,False,0.0
Cell3,3,4438.013203545208,False,0.0
Cell4,4,3999.8827968163246,False,0.0
Cell5,5,2747.4312095678915,False,0.0
Cell6,6,2345.7154813746056,False,0.0
Cell7,7,2615.8271608390446,False,0.0
Cell8,8,965.1304945101499,False,0.0
Cell9,9,1977.7909075061987,False,0.0
Cell10,10,1737.176036570694,False,0.0
Cell11,1,1087.1453909167008,True,0.2520949656587462
Cell12,2,6543.724638229808,False,0.0
Cell13,3,2439.372269221069,True,0.6162550997548484
Cell14,4,5616.540557606513,False,0.0
Cell15,5,618.8257282493738,False,0.0
Cell16,6,3349.0485515959563,False,0.0
Cell17,7,876.8518331064403,False,0.0
Cell18,8,1590.430819570411,False,0.0
Cell19,9,1065.9326271615093,False,0.0
Cell20,10,4214.19835465932,False,0.0
Cell21,1,1451.4371986868714,True,0.42678949889796713
Cell22,2,900.9965130686439,True,0.11889130645614993
Cell23,3,3529.987692649511,False,0.0
Cell24,4,3127.349516052662,False,0.0
Cell25,5,2593.111943627127,False,0.0
Cell26,6,1129.9220931198188,False,0.0
Cell27,7,2450.5826768058605,False,0.0
Cell28,8,2404.3351171033387,False,0.0
Cell29,9,1987.5258120528426,False,0.0
Cell30,10,2429.449415803236,False,0.0
Cell31,1,2219.097826048536,False,0.0
Cell32,2,5220.495327782631,True,0.5980694307377219
Cell33,3,946.7289812451727,False,0.0
Cell34,4,329.867302383646,False,0.0
Cell35,5,4374.930516498445,False,0.0
Cell36,6,619.4528320453894,False,0.0
Cell37,7,4415.589831537756,False,0.0
Cell38,8,5279.463051263936,False,0.0
Cell39,9,1525.1715663217894,False,0.0
Cell40,10,520.5589159913144,False,0.0
Cell41,1,761.9446730562522,True,0.6663475775743782
Cell42,2,1812.9729557849498,True,0.3860167982600482
Cell43,3,716.1997807642448,False,0.0
Cell44,4,1706.7477949781896,False,0.0
Cell45,5,1794.194008170551,False,0.0
Cell46,6,4865.897910171092,False,0.0
Cell47,7,2317.397716578774,False,0.0
Cell48,8,11361.434809918315,False,0.0
Cell49,9,1341.0480301630237,False,0.0
Cell50,10,3410.65822952315,False,0.0
Cell51,1,2087.3161349273632,False,0.0
Cell52,2,1961.0557158873514,False,0.0
Cell53,3,6291.97428932363,False,0.0
Cell54,4,3603.206107172825,False,0.0
Cell55,5,2455.3255519766208,False,0.0
Cell56,6,1274.41787640841,False,0.0
Cell57,7,3689.108572988415,False,0.0
Cell58,8,800.6549302218318,False,0.0
Cell59,9,2196.1042118866135,False,0.0
Cell60,10,1593.2411468721832,False,0.0
Cell61,1,3187.511003230521,False,0.0
Cell62,2,7854.05738272851,False,0.0
Cell63,3,912.2772076943254,True,0.6707103826813338
Cell64,4,5618.42592114246,False,0.0
Cell65,5,1930.7755906561001,False,0.0
Cell66,6,4882.711012018138,False,0.0
Cell67,7,1893.4087336146874,False,0.0
Cell68,8,6363.166413291637,False,0.0
Cell69,9,2286.5652019016757,False,0.0
Cell70,10,2936.4678243242543,False,0.0
Cell71,1,1383.2353895738488,False,0.0
Cell72,2,835.7202191395787,False,0.0
Cell73,3,1645.8859188552478,True,0.5252205759779603
Cell74,4,1451.9832862366925,False,0.0
Cell75,5,3314.5901056707585,False,0.0
Cell76,6,1147.133293249225,False,0.0
Cell77,7,2787.63947204331,False,0.0
Cell78,8,1500.7318992912637,False,0.0
Cell79,9,1460.3984535143095,False,0.0
Cell80,10,8385.28820485885,False,0.0
Cell81,1,776.9935379694741,True,0.3674748013061432
Cell82,2,2139.1548687621867,False,0.0
Cell83,3,6530.927465623483,False,0.0
Cell84,4,4842.091962026123,False,0.0
Cell85,5,7130.348779278945,False,0.0
Cell86,6,929.8433834578088,False,0.0
Cell87,7,1542.9201562710412,False,0.0
Cell88,8,8197.811358398894,False,0.0
Cell89,9,2116.83041209266,False,0.0
Cell90,10,1526.3434556238894,False,0.0
Cell91,1,5129.201145530688,True,0.48800611548715633
Cell92,2,2412.283345148666,True,0.4252734963576117
Cell93,3,957.033655591922,True,0.6958312826517853
Cell94,4,1430.8027765010124,False,0.0
Cell95,5,2680.597430250409,False,0.0
Cell96,6,2646.43656341869,False,0.0
Cell97,7,1447.3471053207918,False,0.0
Cell98,8,1905.3773046516976,False,0.0
Cell99,9,2744.0671687593554,False,0.0
Cell100,10,1316.0356953121416,False,0.0
