,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,0.02196808760877575,False,1.0,0.02196808760877575,False,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575,1.0,0.02196808760877575
Gene2,0.00039198507827294555,False,1.0,0.00039198507827294555,False,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555,1.0,0.00039198507827294555
Gene3,0.000272684324460158,False,1.0,0.000272684324460158,False,0.000272684324460158,1.0,0.000272684324460158,1.0,0.000272684324460158,1.0,0.000272684324460158,1.0,0.000272684324460158,1.0388524852355805,0.0002832787881502205,1.0,0.000272684324460158,1.0,0.000272684324460158,1.281546327309965,0.0003494575945269143,1.0,0.000272684324460158,1.0,0.000272684324460158
Gene4,0.020093293728507683,False,1.0,0.020093293728507683,False,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683,1.0,0.020093293728507683
Gene5,0.0011434224868405384,False,1.0,0.0011434224868405384,False,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384,1.0,0.0011434224868405384
Gene6,0.024230759840360588,False,1.0,0.024230759840360588,False,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588,1.0,0.024230759840360588
Gene7,0.04371335013362402,False,1.0,0.04371335013362402,False,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,1.0,0.04371335013362402,5.317308484574683,0.23243736755470287,1.0,0.04371335013362402,1.0,0.04371335013362402
Gene8,2.1276393408379953e-05,False,1.0,2.1276393408379953e-05,False,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,1.0,2.1276393408379953e-05,4.5502403429156315,9.681270363855468e-05
Gene9,0.004885449645134036,False,1.0,0.004885449645134036,False,0.004885449645134036,1.0,0.004885449645134036,1.1991122122266147,0.005858202331698403,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036,1.0,0.004885449645134036
Gene10,0.09582869005396423,False,1.0,0.09582869005396423,False,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423,1.0,0.09582869005396423
Gene11,0.023934070465795817,False,1.0,0.023934070465795817,False,0.023934070465795817,1.0,0.023934070465795817,1.0,0.023934070465795817,1.0,0.023934070465795817,1.0,0.023934070465795817,1.7162310894511599,0.04107639583051358,1.0,0.023934070465795817,1.0,0.023934070465795817,2.133748311072078,0.05106928243347193,1.0,0.023934070465795817,1.0,0.023934070465795817
Gene12,0.007129388569682849,False,1.0,0.007129388569682849,False,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849,1.0,0.007129388569682849
Gene13,0.0006873431202867612,False,1.0,0.0006873431202867612,False,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612,1.0,0.0006873431202867612
Gene14,0.03814317746275728,False,1.0,0.03814317746275728,False,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728,1.8250350057109581,0.06961263409857732,1.0,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728,1.0,0.03814317746275728
