,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16,mix17,mix18,mix19,mix20,mix21,mix22,mix23,mix24,mix25,mix26,mix27,mix28,mix29,mix30,mix31,mix32,mix33,mix34,mix35,mix36,mix37,mix38,mix39,mix40,mix41,mix42,mix43,mix44,mix45,mix46,mix47,mix48,mix49
Gene1,0.23005352691616834,0.8327474056662019,0.4127971988122313,2.3402755872892347,0.6654582488129189,0.024909731761634173,1.0107519532391733,0.13415115660313548,4.284143031434935,0.16638436871612713,1.4462628198942855,3.067277906569479,1.26245456885325,0.5071551789907693,0.6244904876030926,0.4195117979284592,1.0843375522864906,0.4778349148942398,0.15315237572898896,2.01019115631131,0.09191878844050841,0.01435418095626958,1.6358587346246218,0.23662313155095147,0.5520535309421236,0.6661960696776593,1.2539256896684112,0.8912275050823566,0.06758030067427581,0.9448651520095274,1.2160620468014391,1.9483106167863626,0.37778817158794253,0.34817417913913584,0.7377990346893436,0.5892220429760127,1.5484004920860535,1.1308294190754054,0.1752025512256631,0.49103880291117996,1.2640122476001008,0.8215319890859485,0.14261535192683752,0.8151204694941253,1.7246119512722131,0.7289206720127043,0.20470037250201906,0.9881622920242553,0.18202761861486685,1.4530527856664623
Gene2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene4,0.16552409800166706,0.574891432997526,0.19764448423889708,1.8534685034097975,0.7170948607082008,0.007654518329743016,1.1335432929188407,0.13962436551349347,3.480704696150278,0.1023588449111348,0.7617764895011003,1.7619643334010693,0.6797157336302785,0.3325771578958745,0.6707379621650537,0.26135430348924743,0.8140118014793969,0.55199295427148,0.08819837557056996,2.39485659797909,0.057957877224395146,0.018286799793827985,1.2946568346432852,0.2704046589738181,0.41312254137340193,0.6105715795511498,0.9802279065100634,0.4903142766708548,0.06355376962805408,0.5316542648517387,0.980184256334233,1.3348310611111194,0.4460255524695394,0.2953136041852758,0.6323630500496156,0.25725656922421,1.3848393547906466,1.0388333360196615,0.1280436000270964,0.41464408280035503,1.0601156004109367,1.1641709772626578,0.14592603257262235,0.8223385825995828,1.7312530454332935,0.6505908715482456,0.1470141312734084,0.48544316753034783,0.28244207682767786,0.7589795879764752
Gene5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene6,1.4412802562084004,1.1444142962713009,0.12578584848655086,0.08994023500946681,0.11896510694680064,0.2016110563870286,0.04107660933994416,0.2227978138402578,0.05518749857060322,0.2685542612651196,0.0616820186294634,0.004383770111062497,0.3717584403141055,0.2632336275622696,0.047181103754042615,0.4547099831014433,0.17081638978359212,0.03441044166134763,1.0042559338818557,0.2367768769020241,0.3181970917454437,0.40489179976604256,0.42294628291216524,0.30929735550047777,0.44491535500862844,0.027978734354215013,0.008609962215417329,0.5403315572174114,0.2780002757331382,0.2317825035200525,0.37669359799065805,0.10236178551681248,0.24007196757165644,0.2003797688918238,0.361138470020937,0.761844938768806,0.05171372726025759,0.1898058979409022,0.37019950655289974,0.5828955991112412,0.4266767235919214,0.33597061224759583,0.17706493189255004,0.27839581486290593,0.14473734511920264,0.07380443593677072,0.2951740183179019,0.5850084941041636,0.15191441315389476,0.15219730378342047
Gene7,0.1378784463691975,0.7569735535474454,0.2790754382198656,1.8531300004515197,0.841527407194229,0.0071221540914978695,0.8515037938109936,0.08637248769111835,1.9433492449917202,0.0894866146604668,0.49838563184036366,1.2668566562474746,0.8143608103286745,0.27614356486165936,0.5206448406677152,0.24302077552458634,0.8368700064369302,0.4460117016313249,0.07608532871974795,2.169555841036029,0.07834609469288993,0.009290549610261892,0.8488848023500415,0.14191636645364467,0.6275523243129745,0.5425472602785212,0.6280192265428832,0.426253612152044,0.08073438546002942,0.6105180524923972,0.7516240574467118,1.6860559257246848,0.20908820272363032,0.2523795953682863,0.34026262480148767,0.37521520815783127,1.0620964983065273,0.772448580780762,0.1644891957569115,0.3292544633281028,1.1358414361752966,0.4803589192006332,0.12155118542021667,0.44237746418014884,1.0353420151073354,0.8351267017376878,0.13399456830598494,0.872414668427683,0.1457147031926235,0.4501887435083354
Gene8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene10,0.6615278019356406,2.4378590487611516,1.6817368927130532,3.7432212838342696,2.6344743859409077,1.44810907452258,2.5467304992804243,1.3373763838652688,3.2331552712270804,0.9617801021979191,2.8973037432000646,4.566667574830425,1.9544668330120754,2.26637149446293,1.364457024334602,0.9603053288258268,3.2079731257788358,1.7077358530520574,0.5825314161953308,6.5580259479401475,0.5106860292523997,0.6978116445685258,3.08533128267313,1.9525037512424537,2.100223072755598,2.0400691118071737,1.7838528288378235,1.0677472125379759,1.009300462869331,1.9404125503844638,1.8681634503828553,3.567348779379999,1.9840059868792,1.3954958493603633,1.9927137272854802,1.525393202637722,4.0679353444226605,2.139631784980624,1.2752665904260165,0.865614443134515,4.186096533395414,4.144459225579948,0.9611868497551322,1.7731215854591555,4.435986209498265,2.5703138061945316,0.9589577725964171,2.3276685544641333,1.1697084926820644,2.768373681961598
