,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,0.0028698347199625726,False,1.0,0.0028698347199625726,False,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,1.0,0.0028698347199625726,6.095842406208215,0.01749406018475653
Gene2,0.12023156458108446,False,1.0,0.12023156458108446,False,0.12023156458108446,1.0,0.12023156458108446,3.7504522951903634,0.45092274733745663,1.0,0.12023156458108446,1.0,0.12023156458108446,1.0,0.12023156458108446,3.3488723622513104,0.4026401636958273,5.528297118535738,0.6646758120306527,1.170591049009184,0.1407419933069871,1.0,0.12023156458108446,1.0,0.12023156458108446
Gene3,5.2508950291023036e-05,False,1.0,5.2508950291023036e-05,False,5.2508950291023036e-05,1.0,5.2508950291023036e-05,3.1822947882129973,0.00016709895884565795,7.023398018157267,0.00036879125740948965,1.0,5.2508950291023036e-05,1.0,5.2508950291023036e-05,1.0,5.2508950291023036e-05,1.0,5.2508950291023036e-05,3.2247056172373125,0.0001693259069586968,1.0,5.2508950291023036e-05,1.0,5.2508950291023036e-05
Gene4,0.036559022663112915,False,1.0,0.036559022663112915,False,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915,1.2255384486461398,0.04480448791857047,1.0,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915,1.0,0.036559022663112915
Gene5,3.681976352148263e-07,False,1.0,3.681976352148263e-07,False,3.681976352148263e-07,3.1872892518779072,1.1735523652870783e-06,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07,5.652287503240732,2.0811588922475526e-06,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07,1.0,3.681976352148263e-07
Gene6,0.3671516979530974,False,1.0,0.3671516979530974,False,0.3671516979530974,1.0,0.3671516979530974,4.4184592515538235,1.622244816544558,1.0,0.3671516979530974,1.0,0.3671516979530974,2.56234831712458,0.9407705353795511,1.0,0.3671516979530974,2.0717138298351627,0.7606332502968942,1.103707363119659,0.4052280324127186,5.173302695745177,1.8993868687681774,1.0721682277561153,0.39364838531202095
Gene7,0.01622200037561735,False,1.0,0.01622200037561735,False,0.01622200037561735,3.3915730073017816,0.055018098598383164,2.581653449096491,0.041879583220957105,1.0887842899036477,0.017662259159783242,1.0,0.01622200037561735,1.0,0.01622200037561735,33.70879126099691,0.5468240244974988,1.0,0.01622200037561735,1.0,0.01622200037561735,1.0,0.01622200037561735,1.0,0.01622200037561735
Gene8,0.01877891545615817,False,1.0,0.01877891545615817,False,0.01877891545615817,1.0,0.01877891545615817,1.0,0.01877891545615817,1.7198592716804424,0.03229709185937679,1.0,0.01877891545615817,9.878570910175442,0.1855088479498481,2.529182013072174,0.04749529519671829,3.552567464648138,0.06671336407092557,3.442167364488915,0.06464016992368413,1.0,0.01877891545615817,1.3600672814693902,0.025540588493400556
Gene9,0.07377255516153217,False,1.0,0.07377255516153217,False,0.07377255516153217,1.0,0.07377255516153217,1.0,0.07377255516153217,1.0,0.07377255516153217,2.352708255266895,0.1735652995406691,5.408627577130472,0.39900827628204183,1.0,0.07377255516153217,1.0,0.07377255516153217,1.0,0.07377255516153217,1.0,0.07377255516153217,1.0,0.07377255516153217
Gene10,0.07253402970944714,False,1.0,0.07253402970944714,False,0.07253402970944714,9.623333629759635,0.6980191674049072,1.0,0.07253402970944714,2.2129438652926328,0.16051373607047462,1.3910999057750715,0.10090208189429815,1.0,0.07253402970944714,1.0,0.07253402970944714,1.0,0.07253402970944714,1.0,0.07253402970944714,1.0,0.07253402970944714,1.0,0.07253402970944714
