,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16,mix17,mix18,mix19,mix20,mix21,mix22,mix23,mix24,mix25,mix26,mix27,mix28,mix29,mix30,mix31,mix32,mix33,mix34,mix35,mix36,mix37,mix38,mix39,mix40,mix41,mix42,mix43,mix44,mix45,mix46,mix47,mix48,mix49
Gene1,0.5481833401914731,1.4977222628748506,1.3874196343631262,0.7584634424547362,0.8728684075064461,1.3175142435867706,1.0276114547908302,0.842485974054916,1.182697843300191,1.1336292762867957,0.8116298883333577,1.432334560273944,0.5184786801725173,1.7332702679892547,1.6207731042424847,1.0602151265960935,0.6062433322165662,1.4943088230160178,1.0343341691103771,0.5524170925057313,0.45054172757454464,0.8566282413395698,1.1595023302603458,1.6122221373531627,0.7431338982856701,0.44645610437299477,1.4655522804591323,1.3380090661894462,0.6321013650318537,0.9707053979017767,0.9753969890051449,0.5184479186166242,0.6670655835812476,0.8290752067173994,1.3749795197857924,1.1837456579350238,0.8452782673376902,1.248768040950174,1.2896887737354632,1.3668891133737537,0.8052980616407922,2.0913116966290657,1.0930905459048,1.3949295325947317,0.8782549575495862,0.9564499421782338,0.7683160526840693,1.0873607740022408,0.21067968304867513,1.091907027968415
Gene2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene3,2.301649047616823,4.230951915398383,5.016714453367516,3.224617969708416,2.7265293564513735,1.6818704050344313,1.9292257507760673,0.5428608360570351,3.165755837490469,3.19523637540029,1.721239001430655,2.943962196810153,1.0665328603293527,4.276194661891737,3.8513886460978313,2.1159806019374323,2.90721441798349,2.411749261143374,3.7919140746263467,2.9719420407793793,1.9758382037638662,1.5225766198943393,2.5762439083246105,2.891460155092705,3.381873654601452,1.5229937344368119,3.5914395924460765,4.190904066955597,1.5847172850934306,6.5519172986283944,2.899014179709636,2.3130440538185253,1.987802766282727,3.4170641555212704,9.060924113270662,6.419821416166652,3.2539693658288433,3.663882106431471,1.998474225392909,3.349017825069013,1.7809773387759387,7.182916064685394,2.821361977661774,3.233978680113777,5.871647849971437,1.4060861827246747,0.8167892334798286,1.7807395322050765,1.1352667633851359,2.11755658030484
Gene4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene5,0.7498491893826644,3.9572524618688827,2.140533995528942,1.9036359168569954,1.445693519910079,1.8853817248959128,1.73127328204595,0.3089956581239035,2.6156603655776736,2.3206394649456445,0.8832300970479618,3.8233317062430294,0.3642024148878358,3.1540032052614557,1.614674403865782,1.7907367340818299,1.4957564670751546,2.167388858075951,2.431418989691297,1.2680477544038669,1.2550499989844441,0.7873813752108533,2.194970386814121,1.4671530681348575,1.2201595152865246,0.5009631982805901,3.2944828891283993,2.5180843483018696,0.7917925461015258,2.8404984921194245,1.371928608314698,1.0694032450103976,1.1791267795169698,2.004504449114711,4.628578993888843,2.566451619626009,1.1552834982573268,3.0550995977938986,1.4951921795996552,1.8751921301101309,0.4901477513586533,2.3747021840134064,1.72344999811514,2.2276734436835475,2.9247509555462914,1.5309905645471176,0.5091635515479911,1.9662888414562072,0.40140619763077656,3.102421374174393
Gene6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene7,9.645403962195582,9.325187630479846,9.70429211746913,8.708982627111027,11.703622937932401,8.321783934943383,7.841842368305441,3.2238675949327327,6.198555112125461,10.475050944100982,5.156389113000847,9.056450334582856,7.98600971236019,8.653143611984822,14.589875871002844,5.933310060355751,9.435508928827584,6.847426089801148,4.795326851051843,9.006137738037944,7.730082494961804,6.083301036746515,6.246250370927071,9.047590496246357,12.328782702713665,6.669937108375829,9.924593204101706,11.059988879510449,3.931127410850502,7.435555543032956,12.3553442356914,7.913307527495035,6.526297952209006,12.886135622220028,10.588005887909032,8.092599262280181,8.72399970118319,6.7847423904027,6.650541685415155,9.148924585942618,8.392774631110225,11.980752412511475,9.827222518596276,5.364270619247567,3.9842600927178093,3.904470511334664,6.177616615492017,5.39393641701358,3.2353226891864737,4.941909984320879
Gene8,0.09208945359325284,1.2107735843924403,1.3847908743093926,0.7992306501815766,0.5262544733059441,0.26437647699645184,0.4021161328938536,0.16515398010220544,0.6228003471021154,0.38015677857717733,0.11076925784027153,1.090682810237646,0.023338118020786617,1.1892640331849929,0.11424263272220218,0.45347694996138144,0.21831172439863933,0.3527264852357263,0.9449988906842909,0.22508166510068517,0.48360036229107467,0.10517020738064412,1.5360358391294187,0.04420722186319769,0.42071351837030546,0.16978611852834188,0.9090625452251815,0.5491611311146015,0.35056647343132497,1.7812774288934434,0.13961727671720087,0.5894956881047423,0.19335662079254856,0.4190124756439213,1.523484208643264,1.5842322916455946,0.1952250253018621,0.7643846632287239,0.02066572765040848,0.24191334900790348,0.0879297939296304,2.0583999509713022,0.07480390464418786,0.6922341879262309,1.58372462639747,0.2893344832061909,0.008186827926113678,0.3214315501995066,0.12683468301621342,0.8600246873086781
Gene9,0.30124143343080745,0.3832970879071006,0.9465286490044633,0.18075077340570792,0.49767796904860007,0.8678298973998286,0.4997343766043904,0.04563428515150706,0.7361994689287846,1.2448442185671975,0.5018954861519304,0.4865620851260958,0.028092178755065908,0.7598473885171457,2.47058700101062,0.4487686799652489,0.7354294555844295,0.5553812927279957,0.11036987831267489,0.772553671169102,0.3012801080541762,0.5486873578877434,0.09857299941815205,0.9819299985106898,0.25754200402876914,0.05414951786807367,0.46754212796819267,0.9590369650401597,0.07902480378577684,0.17769272131252373,1.4516679106620078,0.1561857982988093,0.1608986694232799,0.6808579489328176,0.6868781611525645,0.7539335626977,0.9156498977846691,0.20644772881739612,1.554681081891793,1.4457259944061824,0.744048146232208,0.18673517813639637,1.2467558209801017,0.39897540563710593,0.13832644165028724,0.2868930253274258,0.18054357633287735,0.5427319185077687,0.08500037988357215,0.22875999851826842
Gene10,0.08594018520035804,1.3822966385021884,0.7971866652644521,0.9945291359490164,0.940572571980469,0.34725473582960753,0.24460370602686618,0.1579179900448828,0.5928896323802079,0.43174323035309725,0.1469681967224459,1.088588257876859,0.025831480471243513,1.4748289427125751,0.07286558683600805,0.5777910794023879,0.3573922731420135,0.5891992675381402,0.8521592971004228,0.23342769177891765,0.14310310302294316,0.1399345006149945,0.8319315495226626,0.03187804406718841,0.72737636967675,0.17818964832464035,0.9760033299406986,0.8145357111690008,0.2620614145497991,2.9057326805116404,0.18556464576537446,0.3537764840272021,0.1318535907208974,0.5082192074735079,2.1922209637291186,1.4624046270419389,0.23842144720619818,1.0347887409920031,0.02143030263307011,0.1892067927489174,0.09262996290082408,1.4551132275763272,0.0954004064063639,0.7321045857319418,1.166676787123417,0.3292362777289303,0.009613614815898704,0.46604846436438985,0.09571245415476955,0.5257344139557749
