,group,libsize,has_program,program_usage
Cell1,1,4262.866461032551,False,0.0
Cell2,2,1299.6460464295137,False,0.0
Cell3,3,3181.1647132541157,False,0.0
Cell4,4,2840.533780775958,False,0.0
Cell5,5,12648.996999562032,False,0.0
Cell6,6,7965.795249922156,False,0.0
Cell7,7,4340.8023496740425,False,0.0
Cell8,8,501.90598759205744,False,0.0
Cell9,9,3480.144276791795,False,0.0
Cell10,10,2030.401401814465,False,0.0
Cell11,1,4093.0807364070233,False,0.0
Cell12,2,659.1247705984655,True,0.359063799598794
Cell13,3,19865.426572132583,False,0.0
Cell14,4,2121.8997100033225,False,0.0
Cell15,5,1748.250881421349,False,0.0
Cell16,6,2769.291897037461,False,0.0
Cell17,7,5340.1193801740465,False,0.0
Cell18,8,5396.70306124693,False,0.0
Cell19,9,1048.0097597771978,False,0.0
Cell20,10,3595.583864434042,False,0.0
Cell21,1,4094.7450000896806,False,0.0
Cell22,2,974.7368102908952,True,0.5294737617653729
Cell23,3,6922.704787133667,False,0.0
Cell24,4,1977.8482289172748,False,0.0
Cell25,5,1124.2996279617817,False,0.0
Cell26,6,1467.652500161559,False,0.0
Cell27,7,5764.346037763703,False,0.0
Cell28,8,1939.931370934422,False,0.0
Cell29,9,1216.237666123441,False,0.0
Cell30,10,7702.311228955068,False,0.0
Cell31,1,2328.0813777850476,True,0.1916305649795771
Cell32,2,2337.1167415468017,False,0.0
Cell33,3,568.5839538859686,False,0.0
Cell34,4,1301.2173379520088,False,0.0
Cell35,5,1819.2507941248832,False,0.0
Cell36,6,2678.42823942505,False,0.0
Cell37,7,6251.546703067304,False,0.0
Cell38,8,1480.22956501936,False,0.0
Cell39,9,1383.4909027828717,False,0.0
Cell40,10,1164.2994134325854,False,0.0
Cell41,1,3064.091358040677,True,0.27027272912098205
Cell42,2,3131.4892050228173,False,0.0
Cell43,3,3364.183589726197,False,0.0
Cell44,4,1760.5339149351184,False,0.0
Cell45,5,2014.6949419538623,False,0.0
Cell46,6,636.0415983381591,False,0.0
Cell47,7,789.7579712739401,False,0.0
Cell48,8,487.1930802890038,False,0.0
Cell49,9,2178.933731348474,False,0.0
Cell50,10,456.8065497428113,False,0.0
Cell51,1,2387.48961805386,False,0.0
Cell52,2,1489.2153725222074,False,0.0
Cell53,3,738.0301739114034,False,0.0
Cell54,4,1840.5431559471428,False,0.0
Cell55,5,2380.0547414642765,False,0.0
Cell56,6,2731.5343304158414,False,0.0
Cell57,7,1667.4301537925612,False,0.0
Cell58,8,3874.3420689440773,False,0.0
Cell59,9,391.0648100890709,False,0.0
Cell60,10,2966.1646708294443,False,0.0
Cell61,1,3339.971478413109,False,0.0
Cell62,2,3276.7182131169343,False,0.0
Cell63,3,1758.3473352389678,True,0.21611591384241638
Cell64,4,2572.9959629169425,False,0.0
Cell65,5,2661.4444817843146,False,0.0
Cell66,6,1369.040458072004,False,0.0
Cell67,7,1250.7704018144675,False,0.0
Cell68,8,1197.6460704679637,False,0.0
Cell69,9,2943.860877974454,False,0.0
Cell70,10,1804.3095521413888,False,0.0
Cell71,1,1326.1596569305068,False,0.0
Cell72,2,1372.8606258135799,True,0.3710190265635096
Cell73,3,3359.5993971269477,True,0.19322995612483984
Cell74,4,1619.9812220411034,False,0.0
Cell75,5,1622.0647447779547,False,0.0
Cell76,6,3993.1404091069003,False,0.0
Cell77,7,1493.9700394705835,False,0.0
Cell78,8,1650.116029560905,False,0.0
Cell79,9,1239.3285364564051,False,0.0
Cell80,10,1654.323890694862,False,0.0
Cell81,1,1531.2606352402327,True,0.2939388336319645
Cell82,2,9479.440976210899,False,0.0
Cell83,3,819.4569104323828,False,0.0
Cell84,4,968.3947830006803,False,0.0
Cell85,5,2037.389662770471,False,0.0
Cell86,6,1467.6238729430597,False,0.0
Cell87,7,747.0779783373468,False,0.0
Cell88,8,4648.638423513669,False,0.0
Cell89,9,1883.9604386250155,False,0.0
Cell90,10,2960.046462388428,False,0.0
Cell91,1,2652.383841451131,False,0.0
Cell92,2,2388.4566061890564,False,0.0
Cell93,3,9330.250868321737,False,0.0
Cell94,4,1326.839897359064,False,0.0
Cell95,5,3593.9146024833544,False,0.0
Cell96,6,461.2265703635557,False,0.0
Cell97,7,2600.010026354554,False,0.0
Cell98,8,3153.9647771648947,False,0.0
Cell99,9,678.9682121374677,False,0.0
Cell100,10,1948.5793884194272,False,0.0
