,group,libsize,has_program,program_usage
Cell1,1,750.2836221481125,False,0.0
Cell2,2,2499.9506963956046,False,0.0
Cell3,3,1582.075829792336,False,0.0
Cell4,4,1884.2673793202164,False,0.0
Cell5,5,1094.6269574993114,False,0.0
Cell6,6,2419.6661829959653,False,0.0
Cell7,7,776.3963216035253,False,0.0
Cell8,8,1351.2852845186676,False,0.0
Cell9,9,1485.3081329945267,False,0.0
Cell10,10,1640.4609909587325,False,0.0
Cell11,1,16211.996905677152,False,0.0
Cell12,2,5036.283665401211,True,0.5082520912552301
Cell13,3,1159.2093003670607,True,0.10449527388294033
Cell14,4,2464.5897307298515,False,0.0
Cell15,5,4415.997178591134,False,0.0
Cell16,6,1282.3891625050796,False,0.0
Cell17,7,7626.029293017031,False,0.0
Cell18,8,825.1038087093666,False,0.0
Cell19,9,2564.420531678735,False,0.0
Cell20,10,1721.8642321158507,False,0.0
Cell21,1,1816.179284724158,True,0.18303656782760316
Cell22,2,2172.988905387115,False,0.0
Cell23,3,306.4033917169215,False,0.0
Cell24,4,3805.7064599032824,False,0.0
Cell25,5,1361.30535614501,False,0.0
Cell26,6,1050.0759126675591,False,0.0
Cell27,7,706.8286744954801,False,0.0
Cell28,8,3261.508905020206,False,0.0
Cell29,9,5006.088772683239,False,0.0
Cell30,10,5899.831190811155,False,0.0
Cell31,1,1508.4806205208836,True,0.4072309650383962
Cell32,2,10613.014522529416,True,0.2530910159843667
Cell33,3,2482.1267421449916,False,0.0
Cell34,4,1041.8258538406988,False,0.0
Cell35,5,1036.7421288165544,False,0.0
Cell36,6,3006.645781602618,False,0.0
Cell37,7,1598.1794109087593,False,0.0
Cell38,8,6135.406549295975,False,0.0
Cell39,9,1685.5230183540034,False,0.0
Cell40,10,2415.989025861921,False,0.0
Cell41,1,7352.2614753004145,False,0.0
Cell42,2,7595.384160435505,False,0.0
Cell43,3,3607.3245907032647,False,0.0
Cell44,4,5665.382182307208,False,0.0
Cell45,5,1193.3075460883047,False,0.0
Cell46,6,6562.126203278904,False,0.0
Cell47,7,397.5040667683561,False,0.0
Cell48,8,1354.8686023790278,False,0.0
Cell49,9,1848.0130372205717,False,0.0
Cell50,10,701.6510876834167,False,0.0
Cell51,1,3651.2068967961372,False,0.0
Cell52,2,1719.6039863970238,True,0.31350482375316013
Cell53,3,3428.847048643182,False,0.0
Cell54,4,3733.4840754793736,False,0.0
Cell55,5,3018.049610626114,False,0.0
Cell56,6,1234.9634724736527,False,0.0
Cell57,7,3893.6685295961693,False,0.0
Cell58,8,1420.7469956111927,False,0.0
Cell59,9,3541.2568270105535,False,0.0
Cell60,10,3002.701570651923,False,0.0
Cell61,1,1769.9987841643833,True,0.6027205834265208
Cell62,2,5759.448881397954,False,0.0
Cell63,3,2483.8364992689194,False,0.0
Cell64,4,2623.7507792955694,False,0.0
Cell65,5,2184.247895822856,False,0.0
Cell66,6,500.4743681563361,False,0.0
Cell67,7,3746.166298822499,False,0.0
Cell68,8,2309.034213835325,False,0.0
Cell69,9,7257.500415437913,False,0.0
Cell70,10,1232.9446254202567,False,0.0
Cell71,1,11708.282944392053,False,0.0
Cell72,2,2156.8124808067805,False,0.0
Cell73,3,9063.49962845256,False,0.0
Cell74,4,4770.520742961632,False,0.0
Cell75,5,2635.9614088625435,False,0.0
Cell76,6,2325.551289782891,False,0.0
Cell77,7,7231.289042058048,False,0.0
Cell78,8,3222.87648847972,False,0.0
Cell79,9,1838.2966521745386,False,0.0
Cell80,10,2368.7793409415904,False,0.0
Cell81,1,2276.7514503640973,False,0.0
Cell82,2,930.3477205558147,False,0.0
Cell83,3,1677.9753337767424,False,0.0
Cell84,4,3269.3215090061312,False,0.0
Cell85,5,1005.1058774909659,False,0.0
Cell86,6,3274.878292429881,False,0.0
Cell87,7,4570.564453823803,False,0.0
Cell88,8,1812.4445259908875,False,0.0
Cell89,9,811.1161834619279,False,0.0
Cell90,10,7249.651720594639,False,0.0
Cell91,1,2683.2950293681038,False,0.0
Cell92,2,744.1710418063305,False,0.0
Cell93,3,7809.856421524462,True,0.1719668322856166
Cell94,4,3944.6533422720227,False,0.0
Cell95,5,3404.0680377229032,False,0.0
Cell96,6,4976.734050574938,False,0.0
Cell97,7,3158.036481471881,False,0.0
Cell98,8,3415.5446476380735,False,0.0
Cell99,9,8249.698795412645,False,0.0
Cell100,10,1764.8293091589514,False,0.0
