,group,libsize,has_program,program_usage
Cell1,1,6278.5883539280285,False,0.0
Cell2,2,10693.003597994779,True,0.5725547170994582
Cell3,3,7675.682814714311,False,0.0
Cell4,4,756.4614553017118,False,0.0
Cell5,5,1550.2815949314927,False,0.0
Cell6,6,3346.335006372568,False,0.0
Cell7,7,4902.39118509518,False,0.0
Cell8,8,606.7916482962227,False,0.0
Cell9,9,747.3300497285546,False,0.0
Cell10,10,5824.223668935066,False,0.0
Cell11,1,2249.5035990235497,False,0.0
Cell12,2,1946.6546847448585,False,0.0
Cell13,3,4798.901794252017,False,0.0
Cell14,4,587.5308716135378,False,0.0
Cell15,5,1920.4216346771136,False,0.0
Cell16,6,442.6736810641734,False,0.0
Cell17,7,5630.917064622304,False,0.0
Cell18,8,809.2868212431385,False,0.0
Cell19,9,1348.4975387203717,False,0.0
Cell20,10,1899.0425647063191,False,0.0
Cell21,1,984.9767999620954,True,0.49120973105876164
Cell22,2,1730.0915239537605,False,0.0
Cell23,3,2763.5904036784204,False,0.0
Cell24,4,2376.365852168147,False,0.0
Cell25,5,11238.827446902946,False,0.0
Cell26,6,1332.7114587691822,False,0.0
Cell27,7,843.2908460320017,False,0.0
Cell28,8,915.2368486750875,False,0.0
Cell29,9,1336.1085755217937,False,0.0
Cell30,10,2422.654323163126,False,0.0
Cell31,1,5252.732323910391,True,0.31162570229161723
Cell32,2,768.268816389469,False,0.0
Cell33,3,891.4137931147909,False,0.0
Cell34,4,2698.6528246654084,False,0.0
Cell35,5,2853.9931470435913,False,0.0
Cell36,6,1812.2207079568402,False,0.0
Cell37,7,6316.31414806134,False,0.0
Cell38,8,1246.227462438777,False,0.0
Cell39,9,1740.1496660073988,False,0.0
Cell40,10,2446.443259888052,False,0.0
Cell41,1,2201.7966107379516,False,0.0
Cell42,2,6969.383947879219,True,0.10520438061384617
Cell43,3,1420.3863989323177,False,0.0
Cell44,4,2736.6108817870468,False,0.0
Cell45,5,3953.7834989832827,False,0.0
Cell46,6,1502.1682161980525,False,0.0
Cell47,7,746.8221565730103,False,0.0
Cell48,8,1406.351104018205,False,0.0
Cell49,9,2234.1450634621046,False,0.0
Cell50,10,1435.4028582613907,False,0.0
Cell51,1,5779.165819763299,False,0.0
Cell52,2,3633.4286006664884,True,0.21569283482669216
Cell53,3,3698.027512154904,False,0.0
Cell54,4,2692.8149393848353,False,0.0
Cell55,5,3980.8876622618627,False,0.0
Cell56,6,5664.365133046366,False,0.0
Cell57,7,2902.4901521389947,False,0.0
Cell58,8,2256.151277775003,False,0.0
Cell59,9,3340.5042089564877,False,0.0
Cell60,10,1956.8122507281207,False,0.0
Cell61,1,2102.6113313437636,False,0.0
Cell62,2,9525.842900723466,False,0.0
Cell63,3,2416.2695809536804,True,0.157085393788871
Cell64,4,2894.054885408378,False,0.0
Cell65,5,1489.7777339842314,False,0.0
Cell66,6,1616.2569984109116,False,0.0
Cell67,7,2512.751005677448,False,0.0
Cell68,8,2326.646689110425,False,0.0
Cell69,9,1424.6836711294509,False,0.0
Cell70,10,3317.9942990683,False,0.0
Cell71,1,704.7125833832944,False,0.0
Cell72,2,2578.773988049573,True,0.5087930772755436
Cell73,3,1271.0613726898735,False,0.0
Cell74,4,1315.4051858127189,False,0.0
Cell75,5,2979.115083905742,False,0.0
Cell76,6,928.6928033764615,False,0.0
Cell77,7,725.5810923549099,False,0.0
Cell78,8,2266.248783182337,False,0.0
Cell79,9,1676.0514443223656,False,0.0
Cell80,10,1711.2591133067906,False,0.0
Cell81,1,1845.2415269906508,True,0.3072174997003084
Cell82,2,1438.5389165496729,True,0.24590855935008654
Cell83,3,766.2949269339152,True,0.4810296232533965
Cell84,4,2343.1133657231185,False,0.0
Cell85,5,1364.2346028771228,False,0.0
Cell86,6,2799.463534946715,False,0.0
Cell87,7,1036.487628540635,False,0.0
Cell88,8,6898.969997606226,False,0.0
Cell89,9,2206.2185824438798,False,0.0
Cell90,10,1142.8911798030313,False,0.0
Cell91,1,5767.168326754244,True,0.34184441452921205
Cell92,2,9138.4286029944,False,0.0
Cell93,3,2874.756776001113,True,0.30884436023867246
Cell94,4,1889.5241263081082,False,0.0
Cell95,5,3849.878270999411,False,0.0
Cell96,6,1656.5973435850763,False,0.0
Cell97,7,4498.671169910835,False,0.0
Cell98,8,7047.722317330269,False,0.0
Cell99,9,2931.35464797604,False,0.0
Cell100,10,1707.954330537169,False,0.0
