,group,libsize,has_program,program_usage
Cell1,1,6440.356658043763,False,0.0
Cell2,2,2918.5095316611387,True,0.45664497719965536
Cell3,3,315.48947974252724,False,0.0
Cell4,4,4041.0176913031805,False,0.0
Cell5,5,1350.4204290701066,False,0.0
Cell6,6,1210.0519561302372,False,0.0
Cell7,7,6126.320147288115,False,0.0
Cell8,8,1754.2970953610434,False,0.0
Cell9,9,1117.1516750479434,False,0.0
Cell10,10,3152.651042353067,False,0.0
Cell11,1,8115.738940355832,True,0.42458307885609003
Cell12,2,374.1541993395414,False,0.0
Cell13,3,2506.2203489621743,True,0.6094152416804823
Cell14,4,3443.160211203224,False,0.0
Cell15,5,1257.6826653832045,False,0.0
Cell16,6,895.0279356548491,False,0.0
Cell17,7,3175.6485659811474,False,0.0
Cell18,8,3812.631907389181,False,0.0
Cell19,9,902.208237303851,False,0.0
Cell20,10,2307.981284941513,False,0.0
Cell21,1,1233.0716683095404,True,0.413605897299262
Cell22,2,571.8768613858408,False,0.0
Cell23,3,3795.3387563277365,True,0.2156489071946383
Cell24,4,2037.4390956566212,False,0.0
Cell25,5,1553.2791791151606,False,0.0
Cell26,6,1167.3460819510944,False,0.0
Cell27,7,856.568056050409,False,0.0
Cell28,8,2034.731502764342,False,0.0
Cell29,9,542.5893788817815,False,0.0
Cell30,10,3588.7197800607137,False,0.0
Cell31,1,5430.073410481358,True,0.5841096044757418
Cell32,2,1242.8353794296002,True,0.573873929198365
Cell33,3,12054.100803935733,True,0.5022330995923496
Cell34,4,3764.6472031187714,False,0.0
Cell35,5,2119.2277149190636,False,0.0
Cell36,6,1627.2234680986683,False,0.0
Cell37,7,1376.1515795424787,False,0.0
Cell38,8,2078.337118037568,False,0.0
Cell39,9,2019.557216921634,False,0.0
Cell40,10,2106.803902250981,False,0.0
Cell41,1,1631.7175193147896,True,0.1973139947976772
Cell42,2,7289.352630346362,False,0.0
Cell43,3,1729.011072145982,False,0.0
Cell44,4,7529.0566271764355,False,0.0
Cell45,5,3035.3383306135506,False,0.0
Cell46,6,1494.2665717310836,False,0.0
Cell47,7,1164.2951958382105,False,0.0
Cell48,8,4209.55515876248,False,0.0
Cell49,9,3263.1636489211032,False,0.0
Cell50,10,1993.1753257040286,False,0.0
Cell51,1,1391.7333680835218,False,0.0
Cell52,2,563.9216476610064,False,0.0
Cell53,3,1245.4518588084434,True,0.6593474939437748
Cell54,4,2199.888286150199,False,0.0
Cell55,5,1044.3596152171256,False,0.0
Cell56,6,4693.241437872666,False,0.0
Cell57,7,4806.434483219173,False,0.0
Cell58,8,4138.766273807035,False,0.0
Cell59,9,3820.6840930723374,False,0.0
Cell60,10,2377.8870836359456,False,0.0
Cell61,1,2800.369849306221,False,0.0
Cell62,2,1477.35927530646,True,0.2145277510578722
Cell63,3,544.8599207931552,False,0.0
Cell64,4,791.0530115867575,False,0.0
Cell65,5,1125.3631663417007,False,0.0
Cell66,6,3807.913382019544,False,0.0
Cell67,7,3510.0397502802075,False,0.0
Cell68,8,1600.474398573401,False,0.0
Cell69,9,1736.7853284103562,False,0.0
Cell70,10,2077.3904004943297,False,0.0
Cell71,1,1409.320289903802,False,0.0
Cell72,2,1594.8558906285996,False,0.0
Cell73,3,4836.362822277668,False,0.0
Cell74,4,3288.2726893862728,False,0.0
Cell75,5,1011.3068409339548,False,0.0
Cell76,6,521.8169188296339,False,0.0
Cell77,7,1313.9280911786304,False,0.0
Cell78,8,1341.697352695201,False,0.0
Cell79,9,1057.4756220341023,False,0.0
Cell80,10,2207.1875335724158,False,0.0
Cell81,1,689.9461537378254,False,0.0
Cell82,2,889.4087630848719,True,0.5011246939432339
Cell83,3,9633.452050912887,False,0.0
Cell84,4,1754.2084693535394,False,0.0
Cell85,5,4603.299243598052,False,0.0
Cell86,6,460.20440473933684,False,0.0
Cell87,7,6801.426804535005,False,0.0
Cell88,8,660.0599644026786,False,0.0
Cell89,9,4982.376005984726,False,0.0
Cell90,10,522.8487153483483,False,0.0
Cell91,1,3373.93660068273,False,0.0
Cell92,2,1628.3595428111844,False,0.0
Cell93,3,4106.4669559036465,False,0.0
Cell94,4,511.8763609306925,False,0.0
Cell95,5,2755.5137279179417,False,0.0
Cell96,6,1286.4671206232804,False,0.0
Cell97,7,1579.4296202538626,False,0.0
Cell98,8,272.8799806418447,False,0.0
Cell99,9,1046.3090479817836,False,0.0
Cell100,10,1924.4645880461242,False,0.0
