,group,libsize,has_program,program_usage
Cell1,1,5754.186096506432,False,0.0
Cell2,2,5438.659934839736,False,0.0
Cell3,3,975.329173700421,False,0.0
Cell4,4,1493.4895319264158,False,0.0
Cell5,5,1158.0423374620732,False,0.0
Cell6,6,2824.4804718282394,False,0.0
Cell7,7,3217.8764764466623,False,0.0
Cell8,8,662.2103177165626,False,0.0
Cell9,9,567.4780700033855,False,0.0
Cell10,10,1672.8951214362628,False,0.0
Cell11,1,3288.6957311905708,False,0.0
Cell12,2,1712.5121349710437,False,0.0
Cell13,3,677.4301899736796,True,0.6174998494946806
Cell14,4,1411.5121994053693,False,0.0
Cell15,5,2928.512457975532,False,0.0
Cell16,6,4356.377677871594,False,0.0
Cell17,7,396.70111777263423,False,0.0
Cell18,8,2354.5439094187664,False,0.0
Cell19,9,3955.4231601623424,False,0.0
Cell20,10,1440.1895620467335,False,0.0
Cell21,1,2316.993961780005,False,0.0
Cell22,2,2214.999692967117,False,0.0
Cell23,3,1449.6420890316354,True,0.12963883736225307
Cell24,4,2676.2944291026565,False,0.0
Cell25,5,1216.9031945047423,False,0.0
Cell26,6,3084.7167492851327,False,0.0
Cell27,7,3379.316317651814,False,0.0
Cell28,8,2651.4505953971166,False,0.0
Cell29,9,1767.9901402424791,False,0.0
Cell30,10,970.2078554273606,False,0.0
Cell31,1,1196.4222365220996,True,0.3005430259626296
Cell32,2,1697.7323758497125,True,0.22100040686892503
Cell33,3,4460.432442444279,False,0.0
Cell34,4,2869.0822566944653,False,0.0
Cell35,5,1570.2337873819854,False,0.0
Cell36,6,1904.9756610639774,False,0.0
Cell37,7,5029.442977614585,False,0.0
Cell38,8,3083.317490180378,False,0.0
Cell39,9,35386.51639484161,False,0.0
Cell40,10,4042.830647163629,False,0.0
Cell41,1,14532.260286433073,True,0.6861601786358531
Cell42,2,1335.6022624651157,False,0.0
Cell43,3,911.0469570901118,False,0.0
Cell44,4,5121.618008217244,False,0.0
Cell45,5,978.9064050625597,False,0.0
Cell46,6,3544.1475335078344,False,0.0
Cell47,7,3647.9774670735515,False,0.0
Cell48,8,5825.03353218425,False,0.0
Cell49,9,5980.242938356077,False,0.0
Cell50,10,3529.284957776345,False,0.0
Cell51,1,2068.2780227970734,False,0.0
Cell52,2,2753.1314719769935,True,0.4352009012498499
Cell53,3,3924.0417290147593,False,0.0
Cell54,4,3491.8063880229083,False,0.0
Cell55,5,359.25951821342204,False,0.0
Cell56,6,3840.097607585885,False,0.0
Cell57,7,2479.054772442389,False,0.0
Cell58,8,1103.6230275983216,False,0.0
Cell59,9,2438.149805719465,False,0.0
Cell60,10,1428.5005054436888,False,0.0
Cell61,1,1080.8639097499338,False,0.0
Cell62,2,969.3271252682257,True,0.3152693872963076
Cell63,3,4978.837244360918,False,0.0
Cell64,4,2049.190557221191,False,0.0
Cell65,5,1279.659979032325,False,0.0
Cell66,6,1445.0634155391906,False,0.0
Cell67,7,709.6939261729825,False,0.0
Cell68,8,1802.466575427949,False,0.0
Cell69,9,1885.4610571671037,False,0.0
Cell70,10,3063.974770720224,False,0.0
Cell71,1,2349.9054292560695,False,0.0
Cell72,2,7037.323017344917,True,0.17207288897058987
Cell73,3,6306.478120684238,False,0.0
Cell74,4,1043.7728741938656,False,0.0
Cell75,5,1432.5029837563898,False,0.0
Cell76,6,1727.6681333081378,False,0.0
Cell77,7,1371.2241716559631,False,0.0
Cell78,8,1411.9759192750519,False,0.0
Cell79,9,2182.346652608912,False,0.0
Cell80,10,2803.5800284804995,False,0.0
Cell81,1,4507.421557649696,False,0.0
Cell82,2,1480.321675701415,True,0.4537230745561074
Cell83,3,4318.926464607836,False,0.0
Cell84,4,643.0876904825141,False,0.0
Cell85,5,5795.825305094007,False,0.0
Cell86,6,3472.0806167508345,False,0.0
Cell87,7,7610.507110526233,False,0.0
Cell88,8,1283.5285017838364,False,0.0
Cell89,9,521.9466203098235,False,0.0
Cell90,10,1337.1022693256014,False,0.0
Cell91,1,5069.517883295643,True,0.6565885682031016
Cell92,2,1193.2243948996952,False,0.0
Cell93,3,4564.038619662917,False,0.0
Cell94,4,3153.2877712033455,False,0.0
Cell95,5,3474.9223726474866,False,0.0
Cell96,6,1852.8043535756938,False,0.0
Cell97,7,3893.7624032939657,False,0.0
Cell98,8,3518.3256582935323,False,0.0
Cell99,9,1940.9803158104235,False,0.0
Cell100,10,4079.4966034307486,False,0.0
