,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,6.981706595629796e-07,False,1.0,6.981706595629796e-07,False,6.981706595629796e-07,1.4090912551887056,9.837861710195255e-07,8.162656373959523,5.69892718439328e-06,2.434673031827539,1.699817276451232e-06,1.4915940269004808,1.0413871855613096e-06,2.5005524449382857,1.7458123497543842e-06,1.7310955866150615,1.2086001474736006e-06,2.7493050787859485,1.9194841401958354e-06,1.8433715882317496,1.2869879575754178e-06,1.968474091844242,1.374330855035532e-06,7.618920157766695,5.319306511705654e-06
Gene2,0.010531016665824,False,1.0,0.010531016665824,False,0.010531016665824,1.0,0.010531016665824,19.46991709153996,0.20503802137321886,8.38880260738202,0.0883426200646479,1.0,0.010531016665824,10.560932938883193,0.11121736078602855,1.0,0.010531016665824,1.0,0.010531016665824,12.605541752555212,0.1327491702778992,1.0831163045825256,0.011406315854584282,4.94993783627989,0.052127877848656315
Gene3,0.046868937023940495,False,1.0,0.046868937023940495,False,0.046868937023940495,6.084721352223174,0.285184421865574,1.1950382495952168,0.0560101724614783,1.2667000194241358,0.059368883438614024,1.394220849887633,0.06534564921084826,1.76669561888342,0.08280314570191859,7.879418727550406,0.3692999801268173,1.0,0.046868937023940495,8.005427840013422,0.375205893283289,2.278957734553,0.10681232654098666,7.068017461361412,0.3312704652806598
Gene4,0.0414977862031543,False,1.0,0.0414977862031543,False,0.0414977862031543,1.8316417678112078,0.0760090784813971,1.0,0.0414977862031543,1.0,0.0414977862031543,1.468426471711252,0.06093644777812574,1.0,0.0414977862031543,5.719934558278329,0.23736462139546793,1.0,0.0414977862031543,1.0,0.0414977862031543,1.0537827695066921,0.04372965207355654,9.696513056218127,0.4023838257230341
Gene5,0.0005777015480532806,False,1.0,0.0005777015480532806,False,0.0005777015480532806,1.8245707447144126,0.0010540573437542433,1.0,0.0005777015480532806,7.244847342934473,0.004185359525422942,2.794976714030145,0.001614662374468086,2.7223522476027258,0.0015727071077864226,4.141819288189708,0.002392735414544131,1.0,0.0005777015480532806,1.9713941060120348,0.0011388774268662658,4.062922740734754,0.0023471567569433452,1.1498011114621867,0.0006642418820450879
Gene6,0.08806330240602514,False,1.0,0.08806330240602514,False,0.08806330240602514,1.5205526646782037,0.133904889133844,2.444043459837182,0.2152305382971097,1.0,0.08806330240602514,8.373855943839619,0.7374294082868394,16.513164378944598,1.4542037883834005,1.0,0.08806330240602514,1.1429581133182019,0.10065266597056076,3.034678304395395,0.26724379322497527,9.162353719772069,0.806867126375257,2.5621951376434593,0.22563536522954317
Gene7,0.008844237353196097,False,1.0,0.008844237353196097,False,0.008844237353196097,1.6014331054465745,0.014163454489835418,1.3346472704967505,0.011803937243068576,1.145596208153441,0.010131924775830473,2.810394451857623,0.02485579558833426,3.193746428453334,0.028246251459163603,2.84764065646022,0.025185209862345334,25.795599901340506,0.22814240819553724,1.0,0.008844237353196097,13.142312795880748,0.11623373373671554,4.848317851166912,0.04287967383945784
Gene8,0.08437407858393556,False,1.0,0.08437407858393556,False,0.08437407858393556,5.868086142589592,0.49511436133215747,1.7892011686415001,0.15096220000542726,1.0,0.08437407858393556,10.879718699075555,0.917966240486914,1.8762743317238813,0.15830891790989193,4.834689824595367,0.40792249918936313,10.340325288427056,0.8724554184692006,1.9757657223397533,0.16670341232014055,2.9412662845895916,0.24816663263224237,8.904183175287784,0.7512822509574884
Gene9,0.14619392326431552,False,1.0,0.14619392326431552,False,0.14619392326431552,1.0,0.14619392326431552,1.0,0.14619392326431552,1.0,0.14619392326431552,1.0,0.14619392326431552,3.311479904286893,0.484118239018641,4.64102878325099,0.6784902058060748,2.432080354042607,0.3555553686515542,2.0587960202362354,0.3009834673992944,1.0000646877370425,0.14620338021838086,12.059558149591508,1.7630341187229317
Gene10,0.040902978904138416,False,1.0,0.040902978904138416,False,0.040902978904138416,5.018347025130379,0.20526534250255368,8.671616157865827,0.35469493276997177,2.022561827632433,0.08272880376796504,1.601712852853603,0.06551482703075828,1.8367915527233838,0.07513024613234422,2.5264100906607614,0.10333769864149955,2.5497779798526072,0.10429351492014786,1.0,0.040902978904138416,1.3251078335903452,0.05420085776305445,15.265843743077765,0.6244184845769832
Gene11,0.0032988464868399523,False,1.0,0.0032988464868399523,False,0.0032988464868399523,4.726002922440177,0.015590358137487124,25.08522842212113,0.082752317651892,1.0,0.0032988464868399523,2.7253621026524693,0.008990551197701844,24.863629945306272,0.08202129829516223,2.611352887145627,0.008614452297659718,3.2062811861597695,0.010577029426784191,1.1348510057484205,0.0037436992533999634,8.706186291122698,0.028720372060244265,2.1073673459522078,0.006951881365675675
Gene12,1.995733775318049e-09,False,1.0,1.995733775318049e-09,False,1.995733775318049e-09,17.838876762172227,3.560164886800339e-08,4.783114510865412,9.545823180547971e-09,20.146111436031788,4.020627503420984e-08,1.0,1.995733775318049e-09,4.321030404309987,8.623626322057645e-09,8.425986256283895,1.6816025362031452e-08,1.0,1.995733775318049e-09,1.0,1.995733775318049e-09,1.0,1.995733775318049e-09,1.0,1.995733775318049e-09
Gene13,0.031092258583099233,False,1.0,0.031092258583099233,False,0.031092258583099233,4.290441438339178,0.13339951463648592,2.6843157679624854,0.08346143997618019,3.3539277288037472,0.10428118821299283,1.0,0.031092258583099233,10.092777344147828,0.3138072430058898,2.713073119934273,0.0843555709998522,6.108297683415851,0.18992077107531166,1.016606304460336,0.03160858609548967,38.835810397263565,1.2074930591559325,5.781907872850935,0.1797725746863385
Gene14,0.09975698812883492,False,1.0,0.09975698812883492,False,0.09975698812883492,2.467108289676276,0.2461112923657865,2.838850171762525,0.2831951428840552,1.7641426300743208,0.17598555540589564,9.240688750606857,0.9218232779965466,1.998324630018631,0.199346846394327,2.455583615364473,0.24496162556727527,1.9983995106385612,0.19935431625944047,63.88996849696745,6.373470828903619,2.8837698114154584,0.2876761908436644,7.776236413668097,0.7757339236053021
Gene15,0.006488882143480372,False,1.0,0.006488882143480372,False,0.006488882143480372,1.0,0.006488882143480372,5.350183282715059,0.03471670876755695,1.8381306011344782,0.011927412835086358,1.7404939344342907,0.011293860011986567,1.1755924535256403,0.007628280879692807,12.884423590447454,0.08360550616509176,2.960673280308957,0.019211459981276248,1.2785332674926946,0.00829625168927896,1.0,0.006488882143480372,1.0,0.006488882143480372
Gene16,0.11733684782210929,False,1.0,0.11733684782210929,False,0.11733684782210929,2.033564698790313,0.23861207159837247,6.668722239014273,0.7824868465271337,2.604538505415801,0.30560833825679784,23.447139706337566,2.7512134635862675,1.0513772148269365,0.12336528825978135,9.198955952213028,1.0793764946871065,1.9467221638728263,0.22842224229427313,4.052868314266574,0.47555079263414557,3.9509064470838973,0.46358690854087375,1.075477203843951,0.1261931050035853
Gene17,0.09508982611449493,False,1.0,0.09508982611449493,False,0.09508982611449493,6.898758452882111,0.656001741690462,1.6087317204581624,0.15297401956323892,2.440355763024668,0.2320530051635213,1.2177940095519055,0.11579982061156427,1.4583636010293155,0.13867554123358627,1.305279628138505,0.12411881287048306,5.87721566141792,0.5588634152816163,4.462731783122373,0.42436038925273634,3.3514772994636655,0.318691393632677,1.0,0.09508982611449493
Gene18,0.0016078165850745398,False,1.0,0.0016078165850745398,False,0.0016078165850745398,1.0,0.0016078165850745398,7.125077894237947,0.011455818408303748,2.840480721164215,0.004566972013072314,1.2972275153872903,0.002085703913854723,1.4421631709078808,0.0023187338645693787,1.0,0.0016078165850745398,1.0,0.0016078165850745398,1.0,0.0016078165850745398,22.49155456155525,0.03616229444817745,4.447274777929128,0.007150402146338143
