,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,0.08816736781469953,False,1.0,0.08816736781469953,False,0.08816736781469953,1.0,0.08816736781469953,1.5959510618692003,0.14071080428608207,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953,1.0,0.08816736781469953
Gene2,0.0015797611336987728,False,1.0,0.0015797611336987728,False,0.0015797611336987728,2.5130728758769147,0.00397005485546295,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728,1.0,0.0015797611336987728
Gene3,0.0014985287513844057,False,1.0,0.0014985287513844057,False,0.0014985287513844057,1.0,0.0014985287513844057,1.0,0.0014985287513844057,1.7588798268470802,0.002635731990760375,1.0,0.0014985287513844057,1.0,0.0014985287513844057,1.3577113642664078,0.0020345695154345583,1.0,0.0014985287513844057,1.0,0.0014985287513844057,1.0,0.0014985287513844057,4.494113571200278,0.006734558398430465
Gene4,0.0002776646491236491,False,1.0,0.0002776646491236491,False,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491,9.628608535344112,0.0026735242105152958,1.0,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491,1.0,0.0002776646491236491
Gene5,0.12656923821825217,False,1.0,0.12656923821825217,False,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217,2.8705873391886265,0.3633280527600639,1.0,0.12656923821825217,1.0,0.12656923821825217,1.0,0.12656923821825217
Gene6,0.01853690535958614,False,1.0,0.01853690535958614,False,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614,1.0,0.01853690535958614
Gene7,0.00024855424655248644,False,1.0,0.00024855424655248644,False,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644,1.0,0.00024855424655248644
Gene8,0.017504568008555967,False,1.0,0.017504568008555967,False,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.0,0.017504568008555967,1.2749417325318217,0.022317304264049445,1.0,0.017504568008555967
Gene9,0.0002681758767830934,False,1.0,0.0002681758767830934,False,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934,1.0,0.0002681758767830934
Gene10,0.016555270326934265,False,1.0,0.016555270326934265,False,0.016555270326934265,1.0,0.016555270326934265,3.1856221850851574,0.0527388364335638,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265,1.0,0.016555270326934265
