,group,libsize,has_program,program_usage
Cell1,1,1017.126561803008,True,0.2758748556890611
Cell2,2,2167.2390031997124,False,0.0
Cell3,3,1517.7441544948651,True,0.6348264390642497
Cell4,4,4091.950461649544,False,0.0
Cell5,5,3263.6791852423903,False,0.0
Cell6,6,2612.608923615057,False,0.0
Cell7,7,2076.3691655431735,False,0.0
Cell8,8,1925.4159325997114,False,0.0
Cell9,9,2242.616236019145,False,0.0
Cell10,10,1360.453178439722,False,0.0
Cell11,1,1433.2088020303756,False,0.0
Cell12,2,4186.031013580056,False,0.0
Cell13,3,4097.911747304868,True,0.14579734025315477
Cell14,4,1859.067425740218,False,0.0
Cell15,5,3764.008265117204,False,0.0
Cell16,6,453.0644918666701,False,0.0
Cell17,7,1666.1519905999833,False,0.0
Cell18,8,4144.6763209363635,False,0.0
Cell19,9,2245.656012731408,False,0.0
Cell20,10,1049.1886838376192,False,0.0
Cell21,1,1324.8676297202335,False,0.0
Cell22,2,1066.6249357549955,True,0.6745037979355024
Cell23,3,4862.108107136023,True,0.3311330335446908
Cell24,4,2671.329433055315,False,0.0
Cell25,5,3127.8461827340466,False,0.0
Cell26,6,1133.3370164133173,False,0.0
Cell27,7,6861.379616051293,False,0.0
Cell28,8,1474.8451739673988,False,0.0
Cell29,9,1984.9410293183853,False,0.0
Cell30,10,2074.1095379105186,False,0.0
Cell31,1,822.6197491961999,False,0.0
Cell32,2,3169.6470324727834,True,0.5335054683278345
Cell33,3,620.4270556783326,True,0.24182790833012066
Cell34,4,1105.7970915311762,False,0.0
Cell35,5,4235.537729379672,False,0.0
Cell36,6,1331.3221510911098,False,0.0
Cell37,7,846.9457255257372,False,0.0
Cell38,8,5021.431301338889,False,0.0
Cell39,9,2754.604580678687,False,0.0
Cell40,10,2733.0878676546045,False,0.0
Cell41,1,2330.176441953879,False,0.0
Cell42,2,1487.40182255019,False,0.0
Cell43,3,5082.528807493546,False,0.0
Cell44,4,3077.5005215652054,False,0.0
Cell45,5,7179.104335864322,False,0.0
Cell46,6,2019.7486466452929,False,0.0
Cell47,7,1021.3140157794777,False,0.0
Cell48,8,2055.8245551420678,False,0.0
Cell49,9,2519.5388617561266,False,0.0
Cell50,10,1234.3485627485345,False,0.0
Cell51,1,6085.177881192641,False,0.0
Cell52,2,2106.022220576925,False,0.0
Cell53,3,1011.0841120409401,False,0.0
Cell54,4,2856.595791547765,False,0.0
Cell55,5,1685.0853932309967,False,0.0
Cell56,6,2787.224608431353,False,0.0
Cell57,7,2478.7685401927515,False,0.0
Cell58,8,1153.152763661158,False,0.0
Cell59,9,3168.646436746088,False,0.0
Cell60,10,1671.762771803874,False,0.0
Cell61,1,697.6620362535397,True,0.4128768470435942
Cell62,2,3256.282806731423,True,0.29760407658937527
Cell63,3,3054.5160768370592,True,0.19018752677428524
Cell64,4,480.66487735403496,False,0.0
Cell65,5,823.6484693209927,False,0.0
Cell66,6,4266.61967622827,False,0.0
Cell67,7,3155.216744253898,False,0.0
Cell68,8,1205.0359002437958,False,0.0
Cell69,9,5525.403674932346,False,0.0
Cell70,10,2561.531556977205,False,0.0
Cell71,1,1761.5675285441257,False,0.0
Cell72,2,3199.711826797403,False,0.0
Cell73,3,1920.614690718342,True,0.4494377733457705
Cell74,4,5436.525686398315,False,0.0
Cell75,5,842.0335819499612,False,0.0
Cell76,6,1579.6323149270286,False,0.0
Cell77,7,5207.715826563772,False,0.0
Cell78,8,5154.495632741219,False,0.0
Cell79,9,1123.3521218696594,False,0.0
Cell80,10,1031.851435176443,False,0.0
Cell81,1,2656.7996053751112,True,0.6544559721773061
Cell82,2,6514.1680710416495,True,0.21171440505096384
Cell83,3,2476.9259164371347,False,0.0
Cell84,4,2999.650582807949,False,0.0
Cell85,5,1357.8018076477974,False,0.0
Cell86,6,2185.7762377489507,False,0.0
Cell87,7,4358.916835282534,False,0.0
Cell88,8,768.4824084084333,False,0.0
Cell89,9,965.2799140198729,False,0.0
Cell90,10,3545.34163346683,False,0.0
Cell91,1,692.6941882990559,False,0.0
Cell92,2,1564.5526074472207,False,0.0
Cell93,3,1367.0230133324617,False,0.0
Cell94,4,1431.2417721927716,False,0.0
Cell95,5,3553.525864645711,False,0.0
Cell96,6,1505.5885589208149,False,0.0
Cell97,7,3930.0257860061797,False,0.0
Cell98,8,1500.813722190462,False,0.0
Cell99,9,1025.9265089713424,False,0.0
Cell100,10,5096.765645656823,False,0.0
