,group,libsize,has_program,program_usage
Cell1,1,914.7653348810363,True,0.41320886236453447
Cell2,2,1800.1407001608993,False,0.0
Cell3,3,1120.1728775345625,False,0.0
Cell4,4,347.8332895949907,False,0.0
Cell5,5,5682.198934658627,False,0.0
Cell6,6,896.7126030558373,False,0.0
Cell7,7,3687.0038703634236,False,0.0
Cell8,8,2077.795138757542,False,0.0
Cell9,9,928.2897130422293,False,0.0
Cell10,10,6559.184379431679,False,0.0
Cell11,1,1611.5410475233678,False,0.0
Cell12,2,5104.142323014778,True,0.6661748532654383
Cell13,3,4167.237512333025,True,0.22876901647060535
Cell14,4,2422.4364588532917,False,0.0
Cell15,5,1842.2976074812798,False,0.0
Cell16,6,4110.228229017552,False,0.0
Cell17,7,2489.4165418796415,False,0.0
Cell18,8,3462.415567319522,False,0.0
Cell19,9,776.8080499236685,False,0.0
Cell20,10,2673.0712693263536,False,0.0
Cell21,1,5229.9098177998285,False,0.0
Cell22,2,457.51455780430683,False,0.0
Cell23,3,4933.784473996752,True,0.3530427938740959
Cell24,4,3788.0924262455874,False,0.0
Cell25,5,4879.763915127726,False,0.0
Cell26,6,2551.5507327961523,False,0.0
Cell27,7,3241.5277707551895,False,0.0
Cell28,8,508.8962346382576,False,0.0
Cell29,9,2971.1604866279126,False,0.0
Cell30,10,321.15386688371353,False,0.0
Cell31,1,1700.0578691645453,False,0.0
Cell32,2,7411.262730464913,True,0.2119903830846095
Cell33,3,1449.424988997502,True,0.5590609952590844
Cell34,4,3697.890997455824,False,0.0
Cell35,5,2209.8493613833566,False,0.0
Cell36,6,1362.312985561528,False,0.0
Cell37,7,817.0278521457325,False,0.0
Cell38,8,651.8736366173248,False,0.0
Cell39,9,2580.8522414228223,False,0.0
Cell40,10,3206.932777682943,False,0.0
Cell41,1,7227.374980521116,False,0.0
Cell42,2,6509.216298864422,False,0.0
Cell43,3,832.5553550381939,True,0.5289364144756761
Cell44,4,1650.5464961295247,False,0.0
Cell45,5,1410.6025041400396,False,0.0
Cell46,6,4392.726561647346,False,0.0
Cell47,7,1763.6925128656815,False,0.0
Cell48,8,1028.6960486182882,False,0.0
Cell49,9,4420.426328619902,False,0.0
Cell50,10,3888.099379891104,False,0.0
Cell51,1,1009.5931438267435,False,0.0
Cell52,2,1586.659327448029,False,0.0
Cell53,3,1348.3724773214133,False,0.0
Cell54,4,1660.66919828976,False,0.0
Cell55,5,3773.8542578667684,False,0.0
Cell56,6,2908.3861107467874,False,0.0
Cell57,7,1726.1990173914626,False,0.0
Cell58,8,8322.744557661592,False,0.0
Cell59,9,6038.684483466582,False,0.0
Cell60,10,800.9168712909282,False,0.0
Cell61,1,1270.4066401162804,False,0.0
Cell62,2,4058.856157825129,True,0.6085427181550366
Cell63,3,3666.55675945978,False,0.0
Cell64,4,2861.0236719900176,False,0.0
Cell65,5,3664.0890490700585,False,0.0
Cell66,6,5494.773056901652,False,0.0
Cell67,7,8517.668996917399,False,0.0
Cell68,8,1994.8699184965144,False,0.0
Cell69,9,10084.046014030237,False,0.0
Cell70,10,3214.9321562125047,False,0.0
Cell71,1,1291.6498201822926,False,0.0
Cell72,2,1928.479578306629,False,0.0
Cell73,3,2024.6906717410213,False,0.0
Cell74,4,3454.567367925334,False,0.0
Cell75,5,1293.4515385940401,False,0.0
Cell76,6,1890.5972708818504,False,0.0
Cell77,7,2431.721532113543,False,0.0
Cell78,8,2741.644758624251,False,0.0
Cell79,9,2644.9123069748734,False,0.0
Cell80,10,1445.712856967632,False,0.0
Cell81,1,7339.1508044866905,True,0.21448030763820203
Cell82,2,720.2216388519157,True,0.20324340748192604
Cell83,3,1639.4403777093858,False,0.0
Cell84,4,7465.291979037761,False,0.0
Cell85,5,2937.1966726597225,False,0.0
Cell86,6,1052.7825531400601,False,0.0
Cell87,7,4417.692388819535,False,0.0
Cell88,8,2154.10212810195,False,0.0
Cell89,9,2501.7164354876586,False,0.0
Cell90,10,364.8486278380788,False,0.0
Cell91,1,3391.0862275066374,True,0.23819614219701976
Cell92,2,3450.7513760905013,True,0.17736686253339476
Cell93,3,2940.526639668175,False,0.0
Cell94,4,995.2576513941577,False,0.0
Cell95,5,2117.23845453995,False,0.0
Cell96,6,1907.5222297399248,False,0.0
Cell97,7,6147.530991214511,False,0.0
Cell98,8,841.8000958397295,False,0.0
Cell99,9,1079.1241876650768,False,0.0
Cell100,10,872.7811983666542,False,0.0
