,group,libsize,has_program,program_usage
Cell1,1,1372.6114858998951,True,0.5998679000976996
Cell2,2,839.8692391855492,True,0.3574566912601037
Cell3,3,1466.8454147155778,True,0.4693623683420771
Cell4,4,2327.7410103232396,False,0.0
Cell5,5,10150.649675341501,False,0.0
Cell6,6,1193.3665881324187,False,0.0
Cell7,7,913.6811164551406,False,0.0
Cell8,8,2213.417443151559,False,0.0
Cell9,9,4053.1818501447833,False,0.0
Cell10,10,9234.30962213394,False,0.0
Cell11,1,4277.289231375935,False,0.0
Cell12,2,1388.4196063172853,False,0.0
Cell13,3,998.3646060547953,True,0.4408948273483051
Cell14,4,5573.910550677514,False,0.0
Cell15,5,2060.7164162420654,False,0.0
Cell16,6,2146.5632516556407,False,0.0
Cell17,7,4475.349130500156,False,0.0
Cell18,8,2651.998874878471,False,0.0
Cell19,9,2561.3145591647717,False,0.0
Cell20,10,2338.178634951129,False,0.0
Cell21,1,2061.8003521712753,False,0.0
Cell22,2,604.4220200089838,False,0.0
Cell23,3,6731.273570332827,False,0.0
Cell24,4,1110.499677165059,False,0.0
Cell25,5,1588.0162029581986,False,0.0
Cell26,6,2209.096137578174,False,0.0
Cell27,7,659.5859195807346,False,0.0
Cell28,8,536.4314071473498,False,0.0
Cell29,9,2159.5074377074084,False,0.0
Cell30,10,4048.738251826749,False,0.0
Cell31,1,280.3680371427588,True,0.18743795392448542
Cell32,2,1003.0471864900272,False,0.0
Cell33,3,4823.714087806063,False,0.0
Cell34,4,444.6070066020838,False,0.0
Cell35,5,2701.382533505061,False,0.0
Cell36,6,14267.024722158261,False,0.0
Cell37,7,1583.1850384125803,False,0.0
Cell38,8,1573.1272174687854,False,0.0
Cell39,9,4220.461502338005,False,0.0
Cell40,10,1426.0117215668881,False,0.0
Cell41,1,4241.284555758721,False,0.0
Cell42,2,1904.02059895757,False,0.0
Cell43,3,12637.170463913091,True,0.3170299173854203
Cell44,4,2413.495783452133,False,0.0
Cell45,5,2802.9711199687617,False,0.0
Cell46,6,3571.9704631501886,False,0.0
Cell47,7,3662.364688203068,False,0.0
Cell48,8,1526.107523722718,False,0.0
Cell49,9,3182.817079737381,False,0.0
Cell50,10,1040.8860734533803,False,0.0
Cell51,1,2554.9251407639645,False,0.0
Cell52,2,2126.3746582224267,False,0.0
Cell53,3,6665.85270285453,False,0.0
Cell54,4,1541.2653023887644,False,0.0
Cell55,5,12607.66750650853,False,0.0
Cell56,6,3970.166839972349,False,0.0
Cell57,7,2877.678760287212,False,0.0
Cell58,8,1553.4696549410876,False,0.0
Cell59,9,2923.4333583371513,False,0.0
Cell60,10,5407.813232635824,False,0.0
Cell61,1,815.8426256854032,True,0.10957773492484324
Cell62,2,2195.7251999357363,True,0.30484772708862706
Cell63,3,2001.8080853385388,False,0.0
Cell64,4,2056.6525216927425,False,0.0
Cell65,5,2002.124382818365,False,0.0
Cell66,6,1292.5940406673126,False,0.0
Cell67,7,768.8030550178103,False,0.0
Cell68,8,1937.1139008509203,False,0.0
Cell69,9,1121.2517354659356,False,0.0
Cell70,10,660.1249460953426,False,0.0
Cell71,1,474.7498359319502,False,0.0
Cell72,2,3402.377753767256,False,0.0
Cell73,3,1426.8215696483778,False,0.0
Cell74,4,1014.7169683981897,False,0.0
Cell75,5,8078.6394157936975,False,0.0
Cell76,6,4003.089626612893,False,0.0
Cell77,7,567.0688768016429,False,0.0
Cell78,8,751.4260116286049,False,0.0
Cell79,9,1499.634547201458,False,0.0
Cell80,10,3272.826719739756,False,0.0
Cell81,1,2360.649050599588,False,0.0
Cell82,2,6080.857062243751,True,0.4213235036852643
Cell83,3,1139.0394895313657,False,0.0
Cell84,4,2608.484592710374,False,0.0
Cell85,5,2261.9092516277306,False,0.0
Cell86,6,1163.1895564733295,False,0.0
Cell87,7,673.5936607173564,False,0.0
Cell88,8,2003.0894812893569,False,0.0
Cell89,9,2878.1474360833577,False,0.0
Cell90,10,1305.9076486359158,False,0.0
Cell91,1,1436.2058558173776,False,0.0
Cell92,2,2161.8776308991405,True,0.5353822186952844
Cell93,3,13010.063631037974,False,0.0
Cell94,4,2054.7650219079705,False,0.0
Cell95,5,3235.4758473576003,False,0.0
Cell96,6,3142.1971286244425,False,0.0
Cell97,7,1438.4713748098197,False,0.0
Cell98,8,2218.9943651700783,False,0.0
Cell99,9,1013.6174030745418,False,0.0
Cell100,10,7145.7455336883095,False,0.0
