,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene1,0,10,1,0,0,63,0,2,10,29,1,3,4,2,7,2,0,16,10,32,5,1,3,10,9,0,10,11,4,1,8,1,1,89,11,3,0,2,9,52,0,6,23,0,1,3,26,0,0,19,19,0,2,5,38,16,7,0,4,86,5,0,5,17,0,8,2,1,4,23,4,0,16,0,23,5,16,0,10,15,2,1,3,16,16,0,0,7,4,15,0,6,27,19,0,4,0,0,7,11
Gene2,5,0,4,1,0,8,0,0,3,3,1,4,0,2,1,0,1,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,24,6,4,2,3,0,0,2,19,0,0,3,3,0,0,1,4,0,2,0,0,0,1,0,0,1,1,1,4,0,0,0,0,1,0,5,1,1,1,0,8,0,15,1,2,3,0,4,0,0,1,0,2,2,0,2,0,2,5,1,0,0,1,1,0,3
Gene3,0,0,0,0,0,61,0,3,6,0,1,10,3,0,1,24,5,2,0,0,0,0,4,0,1,0,1,1,0,0,2,0,0,0,1,9,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,2,1,4,2,18,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,2,1,0,0,1,3,3,0,0,0,0,6,1,5,1,2,3,1,5,5,0,0,0,1,4,0,1,0,1
Gene4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Gene5,4,1,0,0,0,9,0,1,3,3,7,7,2,0,3,0,2,0,0,1,1,0,4,1,1,0,0,5,0,0,3,0,0,1,0,10,0,0,0,1,0,0,2,1,0,1,2,0,0,0,1,0,0,0,5,4,0,1,0,2,5,0,2,1,0,4,1,1,1,10,0,3,1,0,12,0,3,0,1,0,1,0,2,22,0,1,1,2,0,1,0,0,0,0,0,0,0,0,3,1
Gene6,0,0,0,0,6,3,8,0,0,4,1,4,3,2,5,0,16,2,0,0,0,0,0,1,15,0,3,0,0,0,14,0,0,1,27,3,0,0,0,7,0,0,5,0,0,0,3,0,0,9,0,1,1,0,37,0,0,0,0,10,0,2,3,0,8,1,17,6,1,4,0,0,0,0,71,0,23,0,0,1,0,0,0,4,55,0,0,1,0,5,0,4,1,0,6,0,2,0,1,3
Gene7,4,1,0,0,0,7,2,0,3,3,17,1,0,5,6,0,15,0,0,0,0,0,0,3,1,0,4,5,0,0,11,0,0,15,0,2,1,0,0,0,0,0,9,0,0,0,1,0,0,1,10,0,0,0,5,0,3,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,30,0,0,0,2,1,0,0,0,4,5,0,0,0,0,10,0,0,7,0,0,0,1,0,3,4
Gene8,0,0,0,2,0,3,0,1,0,1,3,0,1,0,9,0,1,7,0,0,0,0,0,0,0,0,3,4,0,0,2,1,0,4,2,0,2,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,9,0,0,2,0,2,4,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0
Gene9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene10,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,4,0,0,0,0,1,1,0,4,0,3,0,0,0,8,0,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,8,2,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,2
Gene11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gene13,2,0,4,0,0,51,0,3,17,1,0,0,10,1,2,21,0,14,1,0,0,0,1,2,3,3,27,7,4,0,1,0,0,5,2,21,5,2,0,1,0,0,31,0,0,0,0,0,8,9,13,0,1,0,6,17,1,0,3,0,0,1,6,0,0,30,17,1,0,7,0,1,0,0,8,4,6,0,1,0,0,0,4,1,0,4,0,8,14,2,0,0,0,1,0,4,0,0,19,4
Gene14,1,0,0,0,0,2,0,8,0,15,3,0,0,3,0,0,42,44,1,11,0,0,0,1,0,1,11,15,0,0,0,0,2,10,1,0,1,8,0,9,1,3,10,0,0,0,7,3,0,18,0,0,1,3,0,4,35,1,0,12,0,0,2,0,0,0,11,17,0,22,0,4,0,0,0,0,5,4,0,7,0,0,1,1,0,0,4,8,0,7,0,0,1,0,0,0,5,7,0,23
Gene15,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13
Gene16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene19,5,0,0,2,7,23,2,4,25,4,1,5,0,4,12,14,11,13,1,5,0,1,0,2,13,9,10,6,1,2,3,2,0,22,25,21,2,5,4,7,0,0,7,0,0,0,4,1,0,3,0,4,1,8,77,21,7,0,8,10,2,0,0,32,5,18,0,8,3,9,2,11,0,2,21,9,56,3,0,2,0,2,0,67,25,0,1,0,0,1,1,15,2,19,5,1,1,1,4,18
Gene20,4,2,0,1,11,91,102,15,17,0,12,25,1,7,1,12,453,29,4,4,2,1,0,0,2,12,356,22,0,1,12,11,3,9,4,48,13,12,3,14,0,42,75,2,2,1,130,0,11,11,9,1,1,1,32,27,197,6,1,18,0,22,6,0,0,47,48,14,3,17,6,18,0,0,12,9,206,1,8,12,2,9,0,14,9,1,58,2,11,4,0,45,7,0,0,13,79,17,11,24
Gene21,0,0,5,1,1,19,2,0,9,3,6,0,3,0,0,5,21,2,1,0,4,0,2,6,0,1,15,5,1,2,2,0,0,6,1,11,2,2,3,5,0,1,27,0,1,0,10,0,0,4,3,0,1,0,7,8,8,0,2,3,1,0,6,0,1,6,0,3,6,6,9,4,5,0,6,1,16,2,2,0,0,0,0,2,2,1,9,1,3,3,0,2,5,0,1,0,4,3,1,2
Gene22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gene25,0,0,0,0,0,3,1,1,1,1,0,2,0,0,0,0,20,2,16,0,2,0,0,0,0,0,10,4,13,0,2,0,0,2,0,0,15,0,4,0,0,4,0,0,0,0,9,0,1,0,0,0,0,0,2,0,38,1,1,0,1,0,2,0,0,3,3,0,5,4,2,2,1,0,0,2,18,0,0,4,3,2,0,0,3,0,3,0,6,0,0,6,3,0,0,0,0,0,7,1
Gene26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
