,BaseGeneMean,is_outlier,outlier_ratio,gene_mean,prog_gene,prog_genemean,group1_DEratio,group1_genemean,group2_DEratio,group2_genemean,group3_DEratio,group3_genemean,group4_DEratio,group4_genemean,group5_DEratio,group5_genemean,group6_DEratio,group6_genemean,group7_DEratio,group7_genemean,group8_DEratio,group8_genemean,group9_DEratio,group9_genemean,group10_DEratio,group10_genemean
Gene1,0.0019196175094427662,False,1.0,0.0019196175094427662,False,0.0019196175094427662,10.811301727504013,0.020753564095985527,1.6818517430953324,0.0032285120543326367,1.0,0.0019196175094427662,1.0,0.0019196175094427662,1.0,0.0019196175094427662,6.12397331393137,0.0117556864007829,12.747050748635976,0.024469461810837142,3.4252663781428896,0.006575201313988698,1.0,0.0019196175094427662,1.8291654267606532,0.0035112979808770996
Gene2,0.012829270772348158,False,1.0,0.012829270772348158,False,0.012829270772348158,15.805101791092481,0.20276793046245029,1.0,0.012829270772348158,1.0,0.012829270772348158,1.0,0.012829270772348158,2.1210225027674405,0.027211172002247066,1.0,0.012829270772348158,1.0,0.012829270772348158,6.1366288179086395,0.07872847273434473,1.0,0.012829270772348158,4.0261377304962265,0.051652411111303385
Gene3,0.011658851349822986,False,1.0,0.011658851349822986,False,0.011658851349822986,1.0,0.011658851349822986,1.0,0.011658851349822986,1.720876532517695,0.020063443684022627,21.728352405029,0.25332763076680187,1.0,0.011658851349822986,1.0,0.011658851349822986,1.7951089149331236,0.020928907995947325,1.0,0.011658851349822986,1.0,0.011658851349822986,1.0,0.011658851349822986
Gene4,0.0032373859865691625,False,1.0,0.0032373859865691625,False,0.0032373859865691625,1.0,0.0032373859865691625,4.000240121960834,0.012950321313747721,1.0,0.0032373859865691625,1.0,0.0032373859865691625,1.0,0.0032373859865691625,1.0,0.0032373859865691625,1.0146083848673781,0.0032846789670252217,1.5975740248156431,0.005171963760445058,4.030160332834293,0.013047184585144651,1.4003731419915995,0.004533548385851432
Gene5,0.026636410755792626,False,1.0,0.026636410755792626,False,0.026636410755792626,1.0,0.026636410755792626,2.797306013951536,0.0745101919972621,8.613832535218547,0.22944158158969177,1.0,0.026636410755792626,1.0,0.026636410755792626,1.0,0.026636410755792626,1.0,0.026636410755792626,6.946841292270266,0.18503891811621206,1.0,0.026636410755792626,1.0,0.026636410755792626
Gene6,0.004212936551446082,False,1.0,0.004212936551446082,False,0.004212936551446082,1.5482593866112555,0.006522718560974049,2.37625344491423,0.010011004993578829,1.0,0.004212936551446082,14.12956509895296,0.0595269612614158,1.0,0.004212936551446082,1.0,0.004212936551446082,12.129857833805206,0.05110232143188254,1.0,0.004212936551446082,2.026385170522543,0.008537032152202723,1.0,0.004212936551446082
Gene7,8.044290755344858e-05,False,1.0,8.044290755344858e-05,False,8.044290755344858e-05,1.0,8.044290755344858e-05,2.242638351748223,0.0001804043496055006,1.0,8.044290755344858e-05,1.0,8.044290755344858e-05,27.543010584065147,0.0022156398541576085,1.5843860169033397,0.00012745261788673197,1.0,8.044290755344858e-05,3.2383351287024795,0.0002605010933852986,1.0,8.044290755344858e-05,1.0,8.044290755344858e-05
Gene8,0.03052954090542907,False,1.0,0.03052954090542907,False,0.03052954090542907,2.6203080223896893,0.07999680095436996,6.569257533256331,0.2005564165798472,1.0,0.03052954090542907,13.559434449566584,0.4139633086825271,1.0,0.03052954090542907,1.0,0.03052954090542907,2.136209219385837,0.06521748674579461,1.0,0.03052954090542907,1.0,0.03052954090542907,1.0,0.03052954090542907
Gene9,0.06861409184268567,False,1.0,0.06861409184268567,False,0.06861409184268567,4.386325606835176,0.30096374803931275,1.3958746911984439,0.09577667426277053,1.0,0.06861409184268567,2.3478538725088463,0.1610958612415272,1.0,0.06861409184268567,1.8868254267330324,0.12946281312097488,1.0,0.06861409184268567,1.0,0.06861409184268567,1.0,0.06861409184268567,3.088697439032104,0.2119281697560168
Gene10,0.01289779513173759,False,1.0,0.01289779513173759,False,0.01289779513173759,1.0,0.01289779513173759,4.1775758954071796,0.05388151804624702,1.0,0.01289779513173759,7.255179207632417,0.09357581506408517,5.257778809463209,0.06781375393244764,5.072249533022296,0.06542083533397323,1.0,0.01289779513173759,1.0,0.01289779513173759,1.575337235271071,0.020318376923924176,1.0,0.01289779513173759
Gene11,0.0076728662099655245,False,1.0,0.0076728662099655245,False,0.0076728662099655245,5.807429379627849,0.04455962865370757,1.0,0.0076728662099655245,1.0,0.0076728662099655245,1.0,0.0076728662099655245,1.0,0.0076728662099655245,1.0,0.0076728662099655245,1.0,0.0076728662099655245,2.0818881342967064,0.015974049118573367,1.0,0.0076728662099655245,1.025594504152565,0.007869249416038563
Gene12,0.0027933710932127698,False,1.0,0.0027933710932127698,False,0.0027933710932127698,1.0,0.0027933710932127698,1.0,0.0027933710932127698,1.0,0.0027933710932127698,3.0031788738290137,0.008388993053901247,1.0,0.0027933710932127698,2.491516613572136,0.006959730486611776,1.0200286947370092,0.002849318670125914,2.47836066573477,0.006922981042219062,4.44121713715431,0.012405967569608023,10.145465188415477,0.028340049184516238
Gene13,0.0017101098950730574,False,1.0,0.0017101098950730574,False,0.0017101098950730574,1.0,0.0017101098950730574,1.0,0.0017101098950730574,1.0,0.0017101098950730574,5.611098856505764,0.009595595676743625,1.0,0.0017101098950730574,1.0,0.0017101098950730574,1.0,0.0017101098950730574,1.0,0.0017101098950730574,11.21193983415234,0.019173649253347688,1.0,0.0017101098950730574
Gene14,0.1433126025479708,False,1.0,0.1433126025479708,False,0.1433126025479708,1.0,0.1433126025479708,13.019050834307905,1.8657940577689962,7.011360233230131,1.0048162824255575,1.49392288711028,0.2140979769577526,1.0,0.1433126025479708,1.4237871181119333,0.20404663737089623,1.8286834308404694,0.2620733817100998,1.0,0.1433126025479708,1.0,0.1433126025479708,2.3767958963112443,0.34062480562570135
Gene15,0.006653504278830194,False,1.0,0.006653504278830194,False,0.006653504278830194,1.0,0.006653504278830194,5.395215796571494,0.0358970913877007,1.1746017496102596,0.007815217766953295,1.0,0.006653504278830194,3.6162295740003843,0.02406059894384385,1.0,0.006653504278830194,1.0,0.006653504278830194,3.8761515179023815,0.025789990709757647,6.544629150257649,0.04354471805459608,6.749054908949922,0.044904865714758234
Gene16,0.07456952904735109,False,1.0,0.07456952904735109,False,0.07456952904735109,1.0,0.07456952904735109,1.0,0.07456952904735109,1.0,0.07456952904735109,1.0,0.07456952904735109,7.168055154795116,0.5345184970785092,1.0,0.07456952904735109,9.05071536170259,0.674907582063788,1.7126929873994563,0.12771470947307828,2.530597336483478,0.18870545159005403,1.0,0.07456952904735109
Gene17,0.002019381538878849,False,1.0,0.002019381538878849,False,0.002019381538878849,21.24225277121444,0.042896213090388505,1.0,0.002019381538878849,5.280230235081577,0.01066279945775366,2.1769469320788257,0.004396086445758928,1.0,0.002019381538878849,2.6372439093542783,0.005325601664070714,3.1437190053195545,0.006348368122764886,1.0,0.002019381538878849,1.0,0.002019381538878849,1.0163062560229748,0.0020523100912598763
Gene18,0.022647171689623703,False,1.0,0.022647171689623703,False,0.022647171689623703,1.8518801470480417,0.04193984763880259,15.78830785913243,0.35756051877440737,1.0,0.022647171689623703,1.0,0.022647171689623703,1.0936473395496435,0.02476801906668097,1.0,0.022647171689623703,1.0,0.022647171689623703,1.0,0.022647171689623703,9.471959199760558,0.2145130862340881,1.0,0.022647171689623703
Gene19,3.0680754484149986e-05,False,1.0,3.0680754484149986e-05,False,3.0680754484149986e-05,6.687979217785255,0.00020519224837596688,5.822303215948491,0.00017863265550079255,5.25646028433535,0.00016127216743937807,1.2676941511581612,3.8893813012676464e-05,1.0664406542115221,3.271920388378e-05,5.063860325646559,0.00015536305539318987,4.223331331221557,0.0001295749916784269,1.0,3.0680754484149986e-05,1.0,3.0680754484149986e-05,1.0,3.0680754484149986e-05
Gene20,0.006777813619721841,False,1.0,0.006777813619721841,False,0.006777813619721841,11.699232749979709,0.07929521907310828,1.0,0.006777813619721841,1.0,0.006777813619721841,1.0,0.006777813619721841,1.0120172892436692,0.0068592645664297194,1.0,0.006777813619721841,1.0,0.006777813619721841,1.0,0.006777813619721841,1.0,0.006777813619721841,2.277881548683304,0.015439056584778777
Gene21,0.041502999508569845,False,1.0,0.041502999508569845,False,0.041502999508569845,2.2069540754898065,0.09159521391048965,1.0,0.041502999508569845,1.0,0.041502999508569845,1.0,0.041502999508569845,1.0,0.041502999508569845,2.240314537754778,0.09297977315947843,1.0,0.041502999508569845,1.0,0.041502999508569845,5.776534263826531,0.23974349871282938,1.3003980791077796,0.05397042083815535
Gene22,0.036323146785900984,False,1.0,0.036323146785900984,False,0.036323146785900984,1.357950694517654,0.04932504240498094,2.4514497158599404,0.08904436786743587,1.0,0.036323146785900984,1.0,0.036323146785900984,11.515735146319107,0.4182877380673079,3.0044608534779313,0.10913147259337225,3.44263561312589,0.12504735870594194,1.0,0.036323146785900984,1.1679446558271005,0.042423425171416375,2.1833057063651977,0.07930453365079831
Gene23,0.05025698678099552,False,1.0,0.05025698678099552,False,0.05025698678099552,1.0,0.05025698678099552,1.0,0.05025698678099552,1.0,0.05025698678099552,3.68178581867355,0.18503546121953338,1.0,0.05025698678099552,16.628419309182224,0.8356942494104217,1.0,0.05025698678099552,2.370491945534009,0.11913378237115906,2.610450008723127,0.13119335158084783,1.0,0.05025698678099552
Gene24,0.011657944075723861,False,1.0,0.011657944075723861,False,0.011657944075723861,1.0,0.011657944075723861,3.805295859832765,0.04436192632551392,1.0,0.011657944075723861,1.0,0.011657944075723861,18.953641169645547,0.22096048878706517,10.800653310809901,0.1259134122787036,1.0,0.011657944075723861,1.0,0.011657944075723861,2.246985729223486,0.026195233970237,1.0,0.011657944075723861
Gene25,0.00036845823328199604,False,1.0,0.00036845823328199604,False,0.00036845823328199604,4.821952651458164,0.0017766881549257116,1.0,0.00036845823328199604,2.1114653409332016,0.000777986789156415,1.0,0.00036845823328199604,1.0,0.00036845823328199604,1.9076343863332514,0.0007028835957363346,1.0,0.00036845823328199604,1.0,0.00036845823328199604,1.0,0.00036845823328199604,1.0,0.00036845823328199604
Gene26,0.016114854451570067,False,1.0,0.016114854451570067,False,0.016114854451570067,2.104384662592127,0.033911852547788515,1.0,0.016114854451570067,1.0,0.016114854451570067,1.0,0.016114854451570067,7.908845776055713,0.12744989856105254,4.104719419824097,0.06614695601499845,1.0,0.016114854451570067,2.6251043214076333,0.04230317405967162,1.7415713845855927,0.028065169379616183,1.0,0.016114854451570067
Gene27,0.00018354620800294363,False,1.0,0.00018354620800294363,False,0.00018354620800294363,1.6713334671889413,0.00030676692021094237,2.9501595904804128,0.0005414906058361968,1.0,0.00018354620800294363,1.0,0.00018354620800294363,10.051953139046727,0.0018449978816953126,2.6109251088490435,0.00047922540310891474,1.0,0.00018354620800294363,1.0,0.00018354620800294363,1.0,0.00018354620800294363,1.0,0.00018354620800294363
Gene28,0.01714556422517852,False,1.0,0.01714556422517852,False,0.01714556422517852,2.529354722685691,0.04336721384606612,20.596796142250724,0.353143691089869,1.0,0.01714556422517852,1.0,0.01714556422517852,1.0,0.01714556422517852,1.0,0.01714556422517852,1.1397946059497128,0.019542421619822843,5.2780647451943645,0.09049539807338047,1.0,0.01714556422517852,1.0,0.01714556422517852
Gene29,0.14331402371372584,False,1.0,0.14331402371372584,False,0.14331402371372584,1.4721661475903,0.21098205418630067,1.0,0.14331402371372584,8.783419015289796,1.2587871210448323,10.390745592303956,1.4891395602187414,1.0,0.14331402371372584,1.0,0.14331402371372584,1.8192629531202555,0.2607258940049792,1.0,0.14331402371372584,1.0,0.14331402371372584,1.0548981458174085,0.1511816978852415
Gene30,0.19018382338178852,False,1.0,0.19018382338178852,False,0.19018382338178852,1.9450842715126728,0.36992356355606093,1.3168130814133432,0.250436546502344,1.0,0.19018382338178852,1.3737911943371786,0.26127286186727827,1.0,0.19018382338178852,1.0,0.19018382338178852,1.2845877607171787,0.24430781180264313,1.0,0.19018382338178852,1.0,0.19018382338178852,1.0,0.19018382338178852
Gene31,0.0002850985892130214,False,1.0,0.0002850985892130214,False,0.0002850985892130214,1.0,0.0002850985892130214,3.2351907480310325,0.0009223483180986667,1.0,0.0002850985892130214,1.0,0.0002850985892130214,1.0,0.0002850985892130214,8.320969490951695,0.002372296662754921,8.609426024605856,0.002454535213549001,3.9694286821849323,0.0011316785172726268,4.004407958093375,0.001141651059485817,1.0,0.0002850985892130214
Gene32,0.009821896642528121,False,1.0,0.009821896642528121,False,0.009821896642528121,1.0,0.009821896642528121,1.0,0.009821896642528121,1.0,0.009821896642528121,1.0,0.009821896642528121,1.0,0.009821896642528121,4.983763325032216,0.048950008269288706,2.9861236221438685,0.029329397578508772,1.0,0.009821896642528121,2.33506787652269,0.022934795336493476,1.0,0.009821896642528121
Gene33,0.021817370658975124,False,1.0,0.021817370658975124,False,0.021817370658975124,1.0,0.021817370658975124,1.2662620058778284,0.02762650753361392,1.0,0.021817370658975124,1.0,0.021817370658975124,1.0,0.021817370658975124,1.0,0.021817370658975124,1.0,0.021817370658975124,2.3619185219537897,0.051530851859764505,1.0,0.021817370658975124,1.0,0.021817370658975124
Gene34,4.771355571023956e-06,False,1.0,4.771355571023956e-06,False,4.771355571023956e-06,1.6984457595225038,8.103888636779713e-06,8.302120292612333,3.9612367909466896e-05,1.0,4.771355571023956e-06,1.0,4.771355571023956e-06,7.6006856731057315,3.6265573929975e-05,1.0285627953452239,4.907638823718408e-06,1.0,4.771355571023956e-06,1.0,4.771355571023956e-06,5.483509469465774,2.616377345589814e-05,1.0,4.771355571023956e-06
Gene35,0.02386399883966874,False,1.0,0.02386399883966874,False,0.02386399883966874,1.0,0.02386399883966874,1.0,0.02386399883966874,1.0,0.02386399883966874,1.0,0.02386399883966874,1.0,0.02386399883966874,1.0,0.02386399883966874,2.4907863143068605,0.0594401217144817,1.0,0.02386399883966874,1.0,0.02386399883966874,7.052359529834081,0.16829749963688728
Gene36,0.024300968948186213,False,1.0,0.024300968948186213,False,0.024300968948186213,6.306435368837404,0.153252490071861,2.083937445612436,0.0506416991557903,1.0,0.024300968948186213,2.639978030374908,0.06415402414003445,1.0,0.024300968948186213,1.0,0.024300968948186213,17.554702147713545,0.4265962717862447,2.012333594923541,0.0489016562036289,1.513053448756029,0.03676866487516632,1.0,0.024300968948186213
Gene37,0.01059672200712026,False,1.0,0.01059672200712026,False,0.01059672200712026,14.320979226029712,0.15175543572798111,1.0,0.01059672200712026,1.0,0.01059672200712026,3.8780440142080086,0.041094554349939,2.015640669754262,0.02135918384363161,2.1977072003469935,0.023288492255123642,1.0575763591007172,0.011206842678692689,1.738316618429221,0.0184204579658518,1.200276582819848,0.012718997279798187,1.0,0.01059672200712026
Gene38,0.00048725253885474644,False,1.0,0.00048725253885474644,False,0.00048725253885474644,1.0,0.00048725253885474644,1.0,0.00048725253885474644,1.3177918475573611,0.0006420974234044113,1.0,0.00048725253885474644,2.7111499710953493,0.0013210147066321813,5.231265127541542,0.0025489472148169153,8.47001298386124,0.004127035330519056,1.660856504499448,0.0008092565484907758,1.2797418294784315,0.0006235574554919837,1.0,0.00048725253885474644
Gene39,0.0007827818172283372,False,1.0,0.0007827818172283372,False,0.0007827818172283372,4.6267705311699405,0.0036217518442877247,1.0,0.0007827818172283372,1.9818947784031216,0.0015513911961937482,4.796493709049698,0.00375460806189421,5.0675848818468445,0.003966813302770922,1.0,0.0007827818172283372,1.0,0.0007827818172283372,4.148019929496991,0.0032469945783110137,1.0,0.0007827818172283372,1.0,0.0007827818172283372
Gene40,0.0020356826702054584,False,1.0,0.0020356826702054584,False,0.0020356826702054584,1.8378596254630872,0.003741298989825501,1.0,0.0020356826702054584,2.8894031732355643,0.005881907966992298,3.596522164947651,0.00732137784419375,1.4169120567941713,0.002884383319221067,1.0,0.0020356826702054584,7.9947140004267405,0.01627470074391767,2.5603821628238683,0.005212125597963719,4.938210099481664,0.010052628721348395,1.0,0.0020356826702054584
