,Bcells,CD4_Tcells,CD8_Tcells,NKcells
A1BG,7.752147186,4.670193954,5.019972869,1.74261013
A1BG-AS1,0.272716439,6.747079287,11.76431366,8.921376638
A1CF,0.948320442,0.497801987,0.565376508,0.259364656
A2M,0.144347229,2.953112363,15.38639284,8.941079638
A2M-AS1,0,7.341972073,11.59128762,0.215490435
A2ML1,1.718939158,1.928827393,2.123319946,1.966481774
A2MP1,0.65510767,0.987746003,0.691566667,3.73252078
A4GALT,7.580949933,0,0.011399868,0
A4GNT,0,2.776633295,0.037016031,0
AA06,0,0.153146207,0.527020454,0
AAAS,64.36690862,44.79503748,47.3024357,70.40340542
AACS,3.454869043,6.417569579,13.37371465,28.60547874
AACSP1,0.450129709,0.544544501,0.443885208,0.558085822
AADAC,0,0,0.137898156,0
AADACL2,0.117402324,0,0.121603352,0
AADACL3,0.088543506,0.204782399,0.095909058,0
AADACL4,0,0.134483369,0.024531189,0
AADAT,0.022740803,0.40242376,0.205114843,0.092259554
AAED1,0,0.414926966,6.118110146,5.411079882
AAGAB,19.32944624,38.71360379,40.70906373,27.86965182
AAK1,3.889121917,23.01378482,17.16537145,24.50005268
AAMDC,12.57267392,16.89636281,7.663220813,1.741020532
AAMP,93.60810511,81.76153291,117.76006,160.2324987
AANAT,0.106613086,0.626555877,0.467820428,0.034193451
AAR2,42.23502113,44.72394034,48.52726859,80.89777332
AARD,7.118806345,8.564595154,7.566369158,6.474601221
AARS,47.34487712,27.72368726,43.07948886,18.56860707
AARS2,16.58485961,19.67360021,29.67955914,36.99341493
AARSD1,28.6149468,45.22389306,38.69024365,0.553876858
AASDH,5.510596465,7.093976454,14.98684581,8.294121007
AASDHPPT,27.4466336,22.46340508,51.69472207,27.49986915
AASS,7.34238608,2.404008695,6.824106748,16.72013512
AATF,79.17054785,88.39235251,111.6241064,119.5612475
AATK,0,0.864593518,0.221844194,0
AATK-AS1,0,0,0,0
ABAT,17.0679845,2.793088961,5.900804546,15.66348736
ABCA1,17.60853443,2.541379449,0.504514525,7.427824727
ABCA10,0.350473982,0.01339367,0.133125783,0.134198328
ABCA11P,6.64653715,6.73700695,10.17426194,8.617177145
ABCA12,0,0.174730823,0.074588926,0.239686449
ABCA13,0.351430436,0.4045668,0.46394286,0.921318965
ABCA17P,0,0.064786483,0.263177507,0
ABCA2,0.044836974,14.85424285,24.10086387,7.744043904
ABCA3,1.100886538,0.593151171,1.098564397,0
ABCA4,0,0.071879794,0.054614831,0.125808612
ABCA5,10.79013981,8.771750636,8.353200965,15.21860142
ABCA6,16.04956135,0.006909206,0.026822704,0.821315496
ABCA7,11.51683491,12.50951876,17.62855525,28.13224113
ABCA8,0,0.098610176,0.047158222,0
ABCA9,8.111870382,8.97211024,9.965455216,8.530581154
ABCB1,18.80459686,7.898620242,37.21816366,60.91616114
ABCB10,4.154727622,4.415803711,12.57676293,14.96596003
ABCB11,0,0.104662784,0.040625866,0
ABCB4,17.68719526,0.402389536,0.036421248,0
ABCB5,5.321600478,8.788873431,18.39372571,5.70336402
ABCB6,1.18492883,5.87635227,5.317955037,8.910244722
ABCB7,20.47504784,9.679626173,21.81175711,68.41414658
ABCB8,4.27955943,2.853024546,8.736088396,0.657748905
ABCB9,0,2.675759396,1.443983745,0
ABCC1,7.380740121,16.59726489,16.26813629,10.7505506
ABCC10,22.03205767,29.57177745,27.86638033,17.83830467
ABCC11,0.041448429,0,0.045056426,0
ABCC12,0,0.102243408,0.153212545,0
ABCC13,1.508153911,1.683237912,1.7194037,0.735500344
ABCC2,0.385800124,0.305765238,0.635220053,5.743634603
ABCC3,0.06193248,0,0.118515177,0
ABCC4,5.238607247,6.030809698,7.667283355,0.110645888
ABCC5,16.35934214,9.767238786,13.53878781,13.67343392
ABCC5-AS1,0,0.589779424,0.202508353,0
ABCC6,0,0.452341197,0.494079973,2.969627149
ABCC6P1,0,0.100001407,0.694570716,0
ABCC6P2,0,0,0.650589387,0
ABCC8,0.096928805,0,0.050527778,0
ABCC9,86.3713969,88.9685816,116.4815067,77.86769409
ABCD1,2.396733884,4.590734955,7.748520047,0
ABCD2,6.561525454,5.733527834,25.63747473,7.929001608
ABCD3,11.473226,9.067217697,21.25069023,11.56501744
ABCD4,31.22961281,25.33510926,26.0987844,20.09628583
ABCE1,12.2468509,39.17923166,41.69153805,13.1275202
ABCF1,10.45773026,41.90506102,43.21250548,17.68224439
ABCF2,29.10414612,54.5455945,39.04238637,24.78190437
ABCF3,9.909140549,35.36342028,36.02890783,40.62309846
ABCG1,40.36291892,28.68927054,45.28454051,22.35434834
ABCG2,0.084838672,0.214116233,0.168838168,0
ABCG4,0,0,0.060549876,0
ABCG5,0,0,0.107652473,0
ABCG8,0,0.241090356,0.092918121,0
ABHD1,0,2.620249355,0.353263519,8.002573432
ABHD10,25.08378935,29.71977764,26.04830625,22.6183028
ABHD11,37.43603766,32.96802889,45.53961148,27.19059351
ABHD12,0.038545444,27.81174727,27.29251628,0
ABHD12B,0.498528639,0.14139941,0.701209437,0.321947294
ABHD13,29.4236177,20.95116151,13.97062003,8.836461499
ABHD14A,20.83576629,41.69282209,60.90041238,64.4373515
ABHD14A-ACY1,0,0,0.483072716,0
ABHD14B,111.7980622,84.20179723,88.48246176,22.78219114
ABHD15,24.50872436,11.64206892,16.51711116,28.96489089
ABHD16A,79.12228007,43.51895468,70.69796458,41.46985792
ABHD16B,7.624676997,0.836514007,7.707850675,12.06136426
ABHD2,7.934243815,22.00012338,24.5222347,18.24881127
ABHD3,38.09113793,84.05992183,84.35977246,30.65797522
ABHD4,38.90255724,8.123824234,25.03994594,45.86532722
ABHD5,2.127462765,8.742123022,5.292329837,9.686305102
ABHD6,2.406345183,16.61410702,15.33815922,0
ABHD8,3.334550402,9.323082418,4.525530589,0
ABI1,62.17579285,92.26799905,119.2147893,76.37177585
ABI2,10.38593743,16.39702117,20.19689541,28.61649073
ABI3,26.19393234,18.82440406,101.9450555,241.1013651
ABI3BP,1.291091569,0.170482896,0.168151147,0.025162088
ABL1,10.25577153,9.792384455,10.31856462,10.46468727
ABL2,4.124930792,7.786259189,9.323607716,14.12807578
ABLIM1,54.91028861,53.906857,39.41413458,60.74998353
ABLIM2,0,1.050643309,0.276348399,0
ABLIM3,0,0.103516598,0.045227526,0
ABO,0,0.092121314,0.253097376,0
ABP1,0,0.176185016,0.074157763,0
ABR,22.58309509,36.83370492,32.59455277,13.75876103
ABRA,0,0.143513875,0.616996278,0.021613016
ABRACL,54.23507535,207.7220088,177.9045501,56.88581856
ABT1,47.95525271,78.43010424,80.8880459,46.79798492
ABTB1,53.29828859,50.9646378,39.07642904,159.4453435
ABTB2,0.340953554,1.190825096,1.427690982,0
ACAA1,88.08039023,101.03391,116.3370023,114.5636638
ACAA2,30.07732706,59.39105802,71.32951611,284.5124869
ACACA,5.320092038,7.889315467,7.019428354,8.191917987
ACACB,1.818726918,3.326355669,1.87722306,4.190430461
ACAD10,19.66599034,12.66883763,16.25449621,2.735938848
ACAD11,21.57507573,25.69685369,36.03070707,88.10102103
ACAD8,9.13716898,16.26332463,34.66879437,65.23614304
ACAD9,17.0449883,16.52780971,27.47788941,35.77886368
ACADL,0,0,0,0
ACADM,48.17542524,32.20838397,55.37101214,63.22042429
ACADS,11.94458267,23.86211225,33.99861045,0.122905253
ACADSB,17.29486474,24.25206278,24.45610433,18.63660403
ACADVL,75.99118378,116.582617,146.6120519,156.7574083
ACAN,0,0.207273402,0.447233392,0
ACAP1,143.4326019,192.4219336,203.8201412,166.8944248
ACAP2,22.58511959,21.51778984,29.52995298,26.8770013
ACAP3,0.494970268,1.663834852,5.758764532,0
ACAT1,45.69980264,55.66254985,26.24877968,35.95328732
ACAT2,56.76683482,43.39897163,51.18669103,144.0254246
ACBD3,2.200099835,6.453987846,13.20036629,5.172215431
ACBD4,11.15477418,18.66843391,21.87778584,28.28382574
ACBD5,12.61733773,20.18996429,25.31296555,9.225405898
ACBD6,38.04568109,39.99216641,47.04269102,9.659549553
ACBD7,31.57959101,38.34215138,40.65960637,29.3175646
ACCS,19.94174318,15.82754416,11.01982463,1.340968516
ACCSL,0,0.097393966,0.109590566,0
ACD,21.55595065,20.21808854,29.05202517,8.25459738
ACE,0.03790114,1.444029284,0.406872935,0
ACE2,0,0,0.210103516,0
ACER1,0,5.327248818,1.697090917,0
ACER2,4.680733793,8.089580065,0.570685292,0
ACER3,0.647207094,0.587666432,4.072505721,6.690313605
ACHE,0,0,0.393482643,0
ACIN1,23.50635918,33.74984915,37.38932218,15.11577951
ACLY,34.07499256,58.38906334,83.03579281,111.3127901
ACMSD,0.046448345,0.137880313,0.045574646,0.26129803
ACN9,6.187791437,11.6958768,16.66275254,5.088329057
ACO1,6.862859074,1.966052817,4.81239333,7.4941677
ACO2,122.6363796,56.38622151,86.40503264,35.41617274
ACOT1,0,3.907380104,4.505025232,8.599843326
ACOT11,0.074350716,0.877133623,0.113475381,0.072259445
ACOT12,0,0,0,0
ACOT13,20.34941982,21.22510996,19.85706065,4.933069449
ACOT2,11.52653599,14.52811642,29.87279014,64.79103971
ACOT4,2.512229914,13.78967185,6.669723613,43.5462112
ACOT6,0,0,0,0
ACOT7,10.52872865,59.4203359,43.41695025,38.89358328
ACOT8,50.74835066,42.30774404,51.83395333,0
ACOT9,41.61179177,69.97693477,46.76660648,17.18412882
ACOX1,10.31206062,11.23158565,16.21438824,4.77212148
ACOX2,0.552554924,0.11120703,0.08583137,0
ACOX3,14.40098983,15.36646072,23.0931949,4.185261607
ACOXL,0.315146492,0,0.096653586,0
ACP1,60.81490272,83.75815601,117.9909215,200.2953009
ACP2,5.491846196,24.30637477,30.03630513,1.948749745
ACP5,315.0231441,204.4228682,146.0824938,74.74951742
ACP6,10.81867738,4.139723209,17.69172576,0
ACPL2,0.08080071,2.634393102,14.73168865,47.23153058
ACPP,0.510457376,0.781469062,0.532462335,0.435816506
ACPT,0,0.466959959,0.098607709,0
ACR,0,0,0.084163059,0
ACRBP,2.486956032,0.448679062,2.218601474,0
ACRC,8.292361852,2.707446578,3.138383745,0
ACRV1,0,0,1.382166122,0
ACSBG1,0,0.064052772,0.366864975,0
ACSBG2,1.840788618,0,0.10664359,0
ACSF2,12.4444717,9.754808015,11.70470901,0
ACSF3,39.58961496,26.09828724,17.80189898,33.03073352
ACSL1,30.42730609,2.823424094,21.74527517,8.858530887
ACSL3,19.70557057,12.69293179,21.59876439,6.782588563
ACSL4,8.609711789,20.7399392,32.30099224,5.927847109
ACSL5,46.28426948,61.92928521,110.4057668,52.45936199
ACSL6,2.610484969,7.715846724,9.177147773,6.555628352
ACSM1,0.476109295,0.012969989,0.04942189,0
ACSM2A,0,0.062303386,0.117225593,0
ACSM2B,0,0,0.035630663,0
ACSM3,1.435544367,11.10738361,3.540084046,0.785199644
ACSM4,0.347577229,0,0.194770343,0
ACSM5,0.643827696,0.08848537,0.244022704,0
ACSS1,54.94810036,13.70753294,20.82176167,5.637526106
ACSS2,0,12.66689726,0.484156194,0
ACSS3,0.150314319,0.375390642,0.757313006,0.381300522
ACTA1,0.025483577,0.292059941,0.294626684,0
ACTA2,15.7086187,41.62228397,78.76228325,10.96765015
ACTB,6780.707161,10631.28946,11849.16083,13484.78289
ACTBL2,0.132734267,0.025096634,0.021156514,0.336779115
ACTC1,0.064188155,0.354437433,0.384025858,0
ACTG1,2247.26532,3200.535816,3392.754688,4312.905368
ACTG1P4,0.301275304,1.161752582,1.891816111,0.424875688
ACTG2,0.031449295,8.423169736,0.215657616,1.199723349
ACTL10,8.811898134,0.053757209,2.141363629,0
ACTL6A,115.0418234,41.32331243,83.62591518,49.87779034
ACTL6B,0,0.018666413,0.002430267,0
ACTL7A,0,0.17502541,0.208145395,0
ACTL7B,0,0,0,0
ACTL8,0.758184719,0.140179296,0.887980276,0
ACTL9,0,0.549154272,0.004010099,0
ACTN1,2.114580152,26.18164829,9.487968461,20.25665464
ACTN1-AS1,0,0,0.079031851,0
ACTN2,0,0.141795205,0.042475718,0
ACTN3,0,0,0.047941749,0
ACTN4,35.74663176,93.86084073,119.8777834,173.8830591
ACTR10,40.71305268,59.59130094,70.89909877,42.61846126
ACTR1A,33.70676413,72.13329621,64.10917221,159.4459472
ACTR1B,35.28853094,121.5229841,55.90303471,28.43534537
ACTR2,138.1875093,143.368686,188.1421232,258.4091166
ACTR3,300.6871564,395.2744818,434.7900584,406.0840875
ACTR3B,4.991937292,0.123739172,4.87194577,0
ACTR3BP2,0,2.581987519,0.88069794,0
ACTR3BP5,0,6.283934685,1.447201995,0
ACTR3C,16.10321521,8.171363758,11.92362786,0
ACTR5,10.1289387,10.92278699,21.36852273,30.35212369
ACTR6,31.38640242,34.6285295,52.48779959,18.18203509
ACTR8,10.77786772,11.94767851,15.54340142,22.9586154
ACTRT1,0,0,0.179236851,0
ACTRT2,0,0,0,0
ACTRT3,0,0,7.513389126,47.22407291
ACVR1,0.03386945,10.58500152,5.940415642,4.904771484
ACVR1B,1.383384277,1.93710015,1.500306238,7.775692226
ACVR1C,0,1.00450322,0.558380156,0
ACVR2A,3.528248135,11.98153197,1.437284648,4.910769832
ACVR2B,2.895011086,0.140465077,0.911865235,0
ACVR2B-AS1,2.339088447,3.808684259,2.862644164,2.521027076
ACVRL1,0.76656658,0.911702978,0.761906287,0.942286155
ACY1,29.11386065,8.228474865,15.18931078,0
ACY3,15.0146317,0,3.828205786,0
ACYP1,11.64219868,33.30797709,31.05317765,8.952012287
ACYP2,23.4845485,14.6407368,8.032801279,0.768737336
ADA,25.86627723,32.6661134,84.39117296,75.37233885
ADAD1,0,0,0.111170229,0
ADAD2,0.175633398,4.261939122,0.012199306,0
ADAL,0.806055679,11.98060684,12.60783409,8.259733226
ADAM10,37.91793837,64.67748007,48.19305546,59.10869831
ADAM11,0,0.100246508,0.034153058,0
ADAM12,0.069352061,4.59887429,1.183187425,0
ADAM15,6.183815735,12.73531341,9.333793379,3.395223089
ADAM17,46.42472151,29.09398418,22.50149319,16.36575374
ADAM18,0,0.213938662,0.635082659,0
ADAM19,83.53791583,62.65194379,12.25774831,3.806854747
ADAM1A,8.96512946,8.23130997,2.831880057,2.804824692
ADAM2,0,0.134971318,0.065937816,0
ADAM20,0,2.355886858,1.02758525,0
ADAM20P1,3.108785884,0.40133771,1.17638303,0
ADAM21,0,0,0.390613189,0
ADAM21P1,0,0,0.195593372,0
ADAM22,0.09660708,1.868618443,2.40136494,0
ADAM23,0,1.592849966,0.086892752,0
ADAM28,385.8931235,0.087358635,40.19106592,40.8059844
ADAM29,0,0.85787274,0.083010118,0
ADAM30,0,0.655396183,0.441067221,0
ADAM32,0,0,0.019799759,0
ADAM33,0.850927999,1.198617618,0.845851954,1.366169111
ADAM3A,0,0.221637793,0.226241197,0.140647184
ADAM5,0,0.101027713,0.046674148,0
ADAM6,0,0.537419357,0.483796797,0
ADAM7,0,0,0.44990689,0
ADAM8,49.32145228,75.55271093,87.81514431,159.7469998
ADAM9,5.312138222,0.251886805,1.378003369,16.32169731
ADAMDEC1,1.798263308,0.562493164,0.855622514,0
ADAMTS1,0.061287953,0.056909179,0.0977197,23.82319289
ADAMTS10,0,2.270353144,0.457425386,7.257265381
ADAMTS12,0.629850353,0.212062201,0.26736768,0
ADAMTS13,0,0.188006946,1.723161695,0.627742303
ADAMTS14,0,0,0.389381172,4.825191703
ADAMTS15,0,0,0.01994977,0
ADAMTS16,0.480140935,0.041151438,0.324292369,0
ADAMTS17,2.495038209,1.854546981,2.4092967,2.021716365
ADAMTS18,0,0.327147693,0.045289327,0
ADAMTS19,0.088383889,1.025724301,0.046929006,0
ADAMTS2,1.318451566,1.090643634,1.474573061,1.571642447
ADAMTS20,0,0.04739422,0.113079165,0
ADAMTS3,0,0.126845308,4.53510797,0
ADAMTS4,9.818002387,14.04201472,17.56430476,13.49031544
ADAMTS5,0.099028327,0.641794055,0.223914863,0
ADAMTS6,2.285497345,0.069639926,1.358377415,0
ADAMTS7,3.522195867,0.104004859,0.139936917,0
ADAMTS8,0,0.347998841,0.19368646,0
ADAMTS9,0.004515911,0.258972056,0.030721741,0
ADAMTS9-AS2,0,0,0.240108033,0
ADAMTSL1,0,0.366127499,0.158380161,0
ADAMTSL2,1.057683154,2.311187649,2.772090784,1.936187499
ADAMTSL3,0,0.053515029,0.251541167,0.126129301
ADAMTSL4,0.025803801,2.554234407,0.918444403,0
ADAMTSL5,0.552390584,3.569327766,2.403826039,0.425817831
ADAP1,5.31551739,11.82851499,12.98025429,37.02341196
ADAP2,1.106383365,0.746816043,0.514909293,0.296459436
ADAR,57.70543629,96.28542605,104.7917017,111.1555842
ADARB1,4.596915045,4.513346865,7.665203777,17.71998459
ADARB2,0.126768276,0.637302101,0.32879614,0.336459384
ADARB2-AS1,0,0.402317788,0.011384964,0
ADAT1,24.11029013,39.93238503,47.57158364,24.95547103
ADAT2,6.186689185,17.85841888,15.58719185,1.111346268
ADAT3,7.695379482,9.940317315,6.434619364,1.773308756
ADC,0,4.686093911,5.077778782,0
ADCK1,6.337237097,0.174967966,4.797615239,0
ADCK2,8.640102669,7.687073526,3.544108853,0
ADCK3,30.63312312,20.00985006,24.84214815,28.46181029
ADCK4,5.932961658,34.8417783,20.54338851,21.80372109
ADCK5,0.282245576,15.67456621,17.59850394,0
ADCY1,0.482718345,0.949422924,1.235288003,0.581953478
ADCY10,0,0.081816628,0.124198629,0
ADCY10P1,0.386098291,1.504235937,1.115802508,9.334273554
ADCY2,0.91397821,1.614969909,1.352210946,1.74489615
ADCY3,24.24381562,1.55702102,6.887223279,0.519696307
ADCY4,0,0.417037473,3.357759266,0.267111072
ADCY5,0,0.400368064,0.193712737,0
ADCY6,2.380690023,2.357965489,2.851661992,2.222325548
ADCY7,23.25467219,31.58900909,36.28980382,50.12393791
ADCY8,0,0.312371116,0.109155162,0
ADCY9,0,0.132254779,0.506968542,0
ADCYAP1,0,0,0.028500457,0
ADCYAP1R1,0,2.026927268,0.35982932,0.451953802
ADD1,26.37295693,46.78431017,33.58430482,109.0891037
ADD2,9.369838701,0.023514983,0.183211848,0.396112029
ADD3,62.40381627,129.9790571,54.53975983,179.03033
ADGB,0.34790369,0.05078907,0.046351697,0
ADH1A,0.893642787,0.105152471,0.045691923,0
ADH1B,0.319963129,0,0.047557143,0
ADH1C,0,0.061754449,0.020732555,0
ADH4,4.400170916,6.896873272,5.899264274,5.545995345
ADH5,95.89552906,69.20424819,66.94726732,44.40105704
ADH6,0,0.332312928,0.506981741,0
ADH7,0,0.11733991,0.02803323,0
ADHFE1,6.660277744,11.42552614,22.54452085,30.267376
ADI1,24.84558971,74.04121439,30.73119451,71.03920005
ADIG,0,0,0.09551516,0
ADIPOQ,3.079659622,3.669913999,4.402031988,5.168820259
ADIPOQ-AS1,1.08653803,2.371195492,1.350185554,1.729115731
ADIPOR1,135.8756938,93.49108579,92.4953699,16.25289224
ADIPOR2,10.87280124,8.746445328,6.127838377,0.227106699
ADIRF,0,1.267021431,0.287599037,0
ADK,37.67805316,26.95646505,20.40390852,19.00457234
ADM,38.0803704,18.09974021,0.779019543,0
ADM2,3.949444281,4.64251009,3.772686515,3.771384663
ADM5,4.357578629,2.217053128,0.242048904,0
ADNP,29.80626176,14.83764871,22.77903947,31.89034815
ADNP2,2.1110941,3.859857628,7.715659867,2.746633959
ADO,1.036539077,4.258684385,6.263346212,0.669726773
ADORA1,0,0.421462609,0.164516444,0
ADORA2A,23.63997351,46.18913363,120.2053459,2.428777595
ADORA2A-AS1,1.489142473,0.39030166,2.130089053,0.032902421
ADORA2B,0.198698012,2.060698625,2.424846826,1.2397322
ADORA3,0,0.709702403,0.513571094,0
ADPGK,82.82841258,62.76204315,77.10251319,106.8593282
ADPGK-AS1,22.21505851,7.610700797,5.06806072,4.212267264
ADPRH,36.8479321,19.0125131,14.0657666,0
ADPRHL1,0.011128356,0,0.047101122,0
ADPRHL2,96.66471958,49.83639834,53.65123547,78.67775036
ADPRM,71.0193433,27.22829759,32.64084609,0
ADRA1A,21.89996014,27.68138475,33.86442943,28.8143949
ADRA1B,0,1.362863675,0.005961103,0
ADRA1D,0,0,0.020715764,0
ADRA2A,0,0,0.279279602,0
ADRA2B,0,2.419651573,1.117915578,0
ADRA2C,0,0,0.021311563,0
ADRB1,0,0,0.893429829,0
ADRB2,71.39128334,23.67241459,36.03352008,182.1257657
ADRB3,0,0.043211989,1.765275601,0
ADRBK1,39.42010742,51.68434602,43.22293033,55.76861316
ADRBK2,24.1820795,7.301222862,5.398868307,1.335843106
ADRM1,115.6182593,148.3894896,132.2273816,193.9246302
ADSL,37.91276831,178.3860208,95.99381937,69.73347663
ADSS,68.16868344,70.65691479,99.27637288,57.89084877
ADSSL1,0.565750322,0,1.892666833,0
ADTRP,4.967443402,34.52064691,6.339515204,0
AEBP1,0.686560012,5.741348784,1.82598856,0
AEBP2,8.471707835,28.13816283,28.63615686,4.149780494
AEN,34.32316361,35.45628808,20.75413431,41.29440726
AES,28.61604374,100.5960193,38.26243028,145.9065334
AFAP1,0,7.550982592,5.919377962,0.197102933
AFAP1-AS1,0.294663376,0.993775414,0.186141103,0.027741443
AFAP1L1,0.150156014,0.800539098,0.717697831,0.222587477
AFAP1L2,0,2.69044183,33.24297888,7.235848836
AFF1,7.961578794,23.46976629,16.96611488,15.04914548
AFF2,0.040159415,0.139580119,0.2058192,0
AFF3,60.85937155,4.467957046,5.321780012,7.005968789
AFF4,37.63618978,15.02456741,23.11445755,38.44562365
AFG3L1P,26.60278777,27.256084,42.82915897,6.223205888
AFG3L2,11.70798488,14.78453325,20.10214353,72.28014374
AFM,0,0,0.061042935,0
AFMID,25.30078449,30.32338093,45.5525151,22.44293873
AFP,0,0,0.084874705,0
AFTPH,86.96611444,37.25898479,55.2547786,31.24420239
AGA,33.3553667,31.82445229,30.70279402,0
AGAP1,0.186438419,2.216483324,1.51077988,0.34677878
AGAP11,0.135315841,0.533751059,0.896009497,0.957791621
AGAP2,2.854643669,17.74697054,11.858797,13.81989026
AGAP3,0.036771227,5.102372908,5.825099034,10.50380139
AGAP4,0,0.875052556,6.214833064,2.075480233
AGAP5,0.74285797,2.178076473,8.895970127,11.52625022
AGAP6,12.02458613,15.68011205,10.28908014,2.254951352
AGAP7,0.757218909,6.531304822,6.190555293,0.367408043
AGAP8,2.006468584,10.01056431,8.951364358,11.4020681
AGAP9,0.261600846,2.537115898,6.189605097,2.059480168
AGBL1,0.032418079,0.148240605,0.128593447,0
AGBL2,1.063341844,0.696184691,4.034686834,0.224845598
AGBL3,0.119992112,0.664299785,1.291664532,1.296502373
AGBL4,0.124669306,0.476066116,0.016005394,0
AGBL5,16.0231375,8.571670636,10.25703192,41.26870475
AGER,2.226071294,16.32383272,5.047485882,4.493630126
AGFG1,1.814741551,7.147436533,8.632728744,1.29456041
AGFG2,2.439443076,8.678864442,15.83076806,12.02383017
AGGF1,36.15393844,22.35313291,23.23341011,20.88395111
AGK,14.03188447,26.75450199,57.08939004,83.274838
AGL,10.60852239,11.36754487,12.68792906,17.15128104
AGMAT,25.11235808,31.27481219,39.62501397,32.97740397
AGMO,4.818078153,3.05177801,4.329014826,3.322338486
AGO1,11.7230754,0.98931756,9.785774041,3.700863531
AGO2,0.139988042,17.48625757,16.85343656,5.450643025
AGO3,17.43235677,21.13264417,31.30794572,24.01664785
AGO4,1.36620007,2.408608392,7.294018884,29.51129132
AGPAT1,16.79906145,32.08019618,32.53439116,57.37926975
AGPAT2,9.322724201,19.66546632,28.71921043,96.31926854
AGPAT3,4.453529822,8.40320403,4.420183509,2.924495679
AGPAT4,0,1.665628575,0.971555743,27.41900102
AGPAT4-IT1,0,3.928820672,1.247614149,22.59984372
AGPAT5,12.54093856,4.422685608,12.59903757,0
AGPAT6,12.8755081,25.30317868,22.26676145,18.32334278
AGPAT9,0,2.629454013,1.831239356,0
AGPHD1,0,1.918475535,2.15574502,0
AGPS,3.304311081,5.509875954,9.91909697,10.1983185
AGR2,0,0,0.027405419,0
AGR3,0,0,0,0
AGRN,0.110475456,0.741294199,2.37761868,1.140364716
AGRP,0,0,1.009374745,0
AGSK1,0.291116686,0.038666819,0.693390561,3.949015469
AGT,0,0,0.356072764,0
AGTPBP1,3.473085978,16.40223842,21.14150206,46.75624285
AGTR1,0,0,0.07500048,0
AGTR2,0,0,0.161708603,0
AGTRAP,68.74494517,77.88305524,90.51983362,161.0259512
AGXT,0,0.111028251,0.130292633,0
AGXT2,0,0.148602179,0.11048884,0
AGXT2L1,0.101775322,0,0,0
AGXT2L2,67.35108637,67.8261175,78.82031785,39.74392455
AHCTF1,4.813854336,3.565735543,13.97598322,9.550922141
AHCTF1P1,0,0.168364373,0.3533995,0
AHCY,51.38394516,17.07341713,43.15737488,83.42541592
AHCYL1,21.95125782,18.65015489,15.91504121,21.90000164
AHCYL2,0.446749322,3.422611853,3.251924711,2.16840295
AHDC1,0.071771019,0.959997453,0.87042515,0.51164516
AHI1,8.508235749,14.10947914,35.84985637,11.20976869
AHNAK,54.92977026,172.5283022,125.2480433,245.9682645
AHNAK2,0.898023384,0.122146977,1.471673158,0
AHR,5.241934267,19.39557157,15.87386853,4.770409624
AHRR,0.255955422,2.207220253,1.720468443,0.235488322
AHSA1,88.74087975,131.8205234,139.4751894,74.6735127
AHSA2,21.41587754,19.89043386,12.34588856,17.47225353
AHSG,0,0.192605231,0.65076026,0
AHSP,0,0,0,0
AICDA,29.48713503,11.93206855,11.61865227,6.641909327
AIDA,44.11202571,10.98151216,14.92398974,32.04166441
AIF1,12.92164035,11.36727137,26.93341287,0
AIF1L,0,0.973313276,2.669639481,0
AIFM1,48.5762765,43.48509129,37.99271967,16.93052033
AIFM2,4.954515679,9.360584677,15.75126321,11.98890432
AIFM3,0,0.463901262,0.059138211,0
AIG1,10.47812688,3.827790697,5.393584031,35.49688684
AIM1,25.89940098,41.84683788,25.20911322,38.69219147
AIM1L,2.885007636,4.760427436,1.459195966,0
AIM2,145.7112229,24.81638043,38.51750246,0.164199375
AIMP1,27.73099918,14.00454929,23.68423171,38.07033216
AIMP2,20.41229705,22.22143125,34.66514781,53.85533185
AIP,196.9297336,341.1672727,227.3451985,240.4150934
AIPL1,10.0319061,9.694053418,11.38155254,14.31444494
AIRE,1.440576299,1.601296895,1.044513574,0.519046037
AIRN,0.219666563,0.205642788,0.953466256,0
AJAP1,0.054352557,0.290542477,0.181452841,0.077743915
AJUBA,0.134190259,0.753060339,1.4110289,1.417796465
AK1,11.57136361,29.68352983,34.163658,25.17843674
AK2,58.01477195,77.11544596,80.48490664,86.52655101
AK3,21.02839375,43.28007213,62.53703616,22.66727951
AK4,0.188387534,9.284344203,6.09216675,5.355622899
AK5,0.096770113,0.055587564,0.089518193,5.843629576
AK7,1.042987089,1.048242617,1.012464334,0
AK8,0,0.100246978,0.128132759,0
AKAP1,6.550032544,5.25713773,8.34018894,0.577451591
AKAP10,29.75005669,35.28603456,32.74812861,6.419265443
AKAP11,10.08335594,10.54785324,16.7211051,10.83780021
AKAP12,3.897201088,0.222000458,0.669640363,0.105808492
AKAP13,61.03010993,92.09454989,89.90368384,173.1653436
AKAP14,0,0,0,0
AKAP17A,20.9340137,5.981824356,10.57535821,1.331932414
AKAP2,87.82596103,17.03014979,10.26636359,21.00203778
AKAP3,0.044191552,0,0.525677478,0
AKAP4,0,0,0.022559529,0
AKAP5,8.275776634,13.42625047,40.51833397,21.07172209
AKAP6,0.661750912,0.002354034,0.327374159,0
AKAP7,0.164180579,15.36461828,13.67407079,8.631238779
AKAP8,36.30083255,23.82825156,35.79138658,30.4683921
AKAP8L,2.746133391,16.98806662,24.67228904,9.400316976
AKAP9,30.47230621,32.17640235,31.64824037,32.32475689
AKD1,29.96857475,10.17993235,11.58705819,10.26190597
