# normalize enrichment scores by using the entire data set
# as indicated by Barbie et al., 2009, online methods, pg. 2
Term|NES	SUB134264	SUB134282	SUB134283	SUB134259	SUB134285	SUB134266	SUB134240	SUB134244	SUB134242	SUB134286	SUB134257	SUB134274	SUB134288	SUB134275	SUB134237	SUB134256	SUB134315	SUB134293	SUB134287	SUB134304	SUB134297	SUB134325	SUB134312	SUB134290	SUB134322	SUB134276	SUB134300	SUB134323	SUB134289	SUB134260	SUB134238	SUB134295	SUB134254	SUB134262	SUB134318	SUB134308	SUB134296	SUB134294	SUB134272	SUB134281	SUB134301	SUB134280	SUB134321	SUB134273	SUB134248	SUB116449	SUB134251	SUB134258	SUB134309	SUB134267	SUB134261	SUB134310	SUB134279	SUB134307	SUB134249	SUB134241	SUB134252	SUB134243	SUB134292	SUB134326	SUB134298	SUB134242.1	SUB134283.1	SUB134278	SUB134281.1	SUB134259.1	SUB134297.1	SUB134320	SUB134309.1	SUB134308.1	SUB134296.1	SUB134295.1	SUB134315.1
Astrocytes%ENCODE%1.txt	-0.21070331202217363	-0.1791395361107345	-0.2051998039125938	-0.20399434142738143	-0.142262949109086	-0.21566862197063702	-0.1667234653499238	-0.16199349741116978	-0.16209493231721883	-0.13274979897443998	-0.20585257658134082	-0.21304894575956337	-0.15837846336051015	-0.19076328844983265	-0.2002527285887324	-0.16079327411513053	-0.14815333460540067	-0.1194232661329351	-0.1855269341016877	-0.16826423969987844	-0.22127788839894186	-0.20430799317980297	-0.19111028194554078	-0.20611580285852887	-0.2336513887808261	-0.14878002581084318	-0.20501988178722064	-0.22171486695489545	-0.2369011060279293	-0.17950431646045512	-0.15640769611368194	-0.20244086893224578	-0.2125344608786065	-0.2150281975161307	-0.1961541916820685	-0.20375539153377767	-0.16184555932122502	-0.20250394783853007	-0.2037874538518865	-0.1659084380847451	-0.1695499841459731	-0.20238719165060323	-0.20361837338061084	-0.16855188743903843	-0.21097609038905532	-0.18979058160209805	-0.20130146486447134	-0.2292811891621763	-0.20758727795998658	-0.22517202335978329	-0.1475949299217278	-0.2254025216908559	-0.20808519477255655	-0.2137592412740864	-0.20524829249708684	-0.2182617671786368	-0.21274903199686535	-0.19650718100268608	-0.21663880787861656	-0.2420912172435744	-0.19991610571112167	-0.21101514933570995	-0.12227949227156641	-0.1727188019003226	-0.21317323032831148	-0.2118326150314239	-0.2083706592844774	-0.20539508354989858	-0.17356563245465279	-0.15380325344318446	-0.14798111762726285	-0.1954223522669807	-0.17629485460894398
Astrocytes%ENCODE%2.txt	-0.24505990960282306	-0.2177752896645007	-0.2666031705592869	-0.27238300756699785	-0.2048820068065202	-0.2606724331106515	-0.18239208964652678	-0.2189518214274042	-0.20368884147486704	-0.17894996051840556	-0.24112267689611347	-0.23084478638449243	-0.2048555065284989	-0.22401625274125408	-0.22522284564964518	-0.17600509304511416	-0.2236574436962146	-0.1762886134983054	-0.22221296367835888	-0.21208727459699286	-0.24965248576800406	-0.24498019283304032	-0.2305618373326531	-0.2164885473754465	-0.22845802803082343	-0.19699290372854134	-0.2595267494184185	-0.2561191291622765	-0.27675051205172724	-0.25581940655715313	-0.18176598671282113	-0.20753676407897279	-0.2471905544402929	-0.25817849667506987	-0.24338757601300567	-0.2582349123716675	-0.2058133658542168	-0.23311107986985136	-0.2253301719135842	-0.215823780446625	-0.22345338979613716	-0.24305462922170049	-0.24745337535238607	-0.20622087881345622	-0.24918106921058217	-0.22586735466182054	-0.22749960275844971	-0.27383163317962705	-0.24154460737138425	-0.22539615485820275	-0.19733691361364694	-0.24348415340945828	-0.23951156536076823	-0.24060623927327227	-0.24546249900984102	-0.24001428742665734	-0.25119684748031723	-0.22892755602795772	-0.2646217670584609	-0.25239964154743594	-0.24400446657126398	-0.24064448376930178	-0.20681596081404957	-0.23414391092875456	-0.23726593319792197	-0.2631736910427892	-0.2350999701297338	-0.23756300261597552	-0.21030485850637773	-0.21022945616320934	-0.20403421084635592	-0.21728583937151047	-0.1653276181573276
Astrocytes%ENCODE%3.txt	-0.29841921596645743	-0.24289674239725564	-0.314625573026212	-0.33679213740229236	-0.22099958247388574	-0.3300473944362335	-0.24385081592340646	-0.2485910191101398	-0.282892995194943	-0.24839052408353085	-0.31785338825330706	-0.3131282762175895	-0.22478218666007455	-0.266962821784175	-0.2843083144207897	-0.2742642996705607	-0.27965023121412025	-0.2500904679306786	-0.268314404444658	-0.2334853399211256	-0.2867191648872281	-0.3065923768722287	-0.27245279633511255	-0.334218926071133	-0.3215707792806816	-0.21614052899389585	-0.3120435210367484	-0.33925275510741254	-0.3323917929715703	-0.31108048362092816	-0.22875022399036826	-0.2472456490853842	-0.3041683182069319	-0.2815006239587785	-0.2828011013121495	-0.2898408297763329	-0.24777867666460945	-0.3105574527100218	-0.2439436949897431	-0.23102678627451706	-0.2921088017280206	-0.28820141931868504	-0.3129532590263406	-0.2827997838391835	-0.28863101486711484	-0.27300062650386275	-0.322179971228604	-0.3391467206312276	-0.3111834051993059	-0.32647175694982805	-0.19758390794645167	-0.27548885999522693	-0.3182516118460236	-0.3535171281086172	-0.3230194248236027	-0.32259836915852774	-0.29999636329874135	-0.28703416863019604	-0.32469669792567213	-0.3081666489067727	-0.27716867487020797	-0.2671155333427902	-0.22306756293807692	-0.23685806827885597	-0.280701569979755	-0.33756629211867334	-0.24073981994165203	-0.28296409161394653	-0.2469474538742442	-0.23107350421251593	-0.24855991899461494	-0.3091515393246631	-0.2808302612339437
Astrocytes%FANTOM%1.txt	-0.18658717163458868	-0.1752948523147504	-0.17415821165773554	-0.18990984378348527	-0.15824126915518213	-0.21472450809640595	-0.18039043024929285	-0.1560527721827185	-0.17992018436723137	-0.1598267654144383	-0.19035977864946116	-0.2269576245731483	-0.1835965277326742	-0.22288883515799884	-0.2305282614996969	-0.14446662307168043	-0.12306583586538236	-0.13104571419461666	-0.1259466061618294	-0.1700598239379854	-0.2240039768758602	-0.17640021148510443	-0.2257147371717457	-0.18396684986579104	-0.21210351581011924	-0.15707046744891162	-0.1676600273673059	-0.1988045007116654	-0.15719873913426294	-0.193304696928388	-0.14760655596386751	-0.16818835690828507	-0.1836594365050671	-0.18023072145124103	-0.20058131193425544	-0.18404245408614112	-0.16709726898845065	-0.17012972827123143	-0.17410392566233177	-0.18894499959973438	-0.11693113889674694	-0.18394852678793844	-0.2136468300386729	-0.16449815963245285	-0.16827120607583473	-0.22819559089244243	-0.20546467191428847	-0.19289909807293334	-0.22745317556788253	-0.2100283150137135	-0.1635984801291285	-0.18636703565108356	-0.2034344612666583	-0.17937250076514324	-0.20120104190701427	-0.1968976703934834	-0.21109082488123063	-0.18681045421379358	-0.1892011223097124	-0.19760346356385292	-0.18189026021059276	-0.23563890807621818	-0.08351821793331818	-0.14468240718949713	-0.1751584555381016	-0.1902601855619576	-0.22834581455445077	-0.17464209126263894	-0.18318262136298205	-0.1418832321899946	-0.14100236012581552	-0.16525947020335294	-0.12492283154949951
Astrocytes%FANTOM%2.txt	-0.18611800279693075	-0.16500402649567233	-0.159433446280675	-0.18598138214678925	-0.15461231116837956	-0.22091631865875946	-0.1935948164785037	-0.14163260081620432	-0.1931062883126497	-0.1556487342009421	-0.18583836197460074	-0.2630051508876586	-0.19150537771726572	-0.228319551252669	-0.23651575614961806	-0.13226440471839102	-0.09292635896662761	-0.11830318957398073	-0.12028380139859035	-0.1677011916263311	-0.22967269511344351	-0.1756787603564424	-0.22843520670655826	-0.17242439294784434	-0.1986033536543733	-0.14784965788579954	-0.16457577506412052	-0.19715604435279108	-0.1476938079765792	-0.203481714076944	-0.140608073908261	-0.16137184282416808	-0.1872908311498586	-0.1837961419310182	-0.19262619601271416	-0.1782619966071777	-0.18431116992731544	-0.16195810246387102	-0.18961890879046422	-0.1906510890248405	-0.1119560144976429	-0.18642539598823832	-0.22182820366739855	-0.15844821059558445	-0.1575389575343808	-0.22151856200691478	-0.21319608454543507	-0.19909457306744674	-0.23839230155374555	-0.18765665718666796	-0.16954454199282953	-0.18420364957509522	-0.2024608846378162	-0.1706112346838009	-0.21029669390353764	-0.209769682117664	-0.22038579493054222	-0.19276390797901372	-0.19054561223433936	-0.19174908388990317	-0.17800689881892742	-0.2575428951411945	-0.0658318472404481	-0.14047411678918229	-0.15868443151406667	-0.18872278444032184	-0.23222386826179556	-0.17772930516685814	-0.2014559059122219	-0.12697771651626677	-0.13656354326005368	-0.15684605880040864	-0.11901882102884609
Astrocytes%FANTOM%3.txt	-0.2282988458243713	-0.2078659369719066	-0.21333511408929356	-0.22797572026755775	-0.18926359480043603	-0.2596424104161489	-0.2204315983635361	-0.1831732116447734	-0.21857044829806307	-0.19296730331732548	-0.22833845107613301	-0.2822790435198831	-0.22143306907048393	-0.2625465031858999	-0.2746899066609342	-0.18120066410429253	-0.1399159126737724	-0.15661707381360734	-0.17071139058524826	-0.20243329809234253	-0.25937607614894853	-0.21277828483372083	-0.26632120710467216	-0.2258656702931888	-0.2484771769715953	-0.18991975094179342	-0.1948153364634565	-0.23634285315634082	-0.19431351682725018	-0.2377349551647721	-0.17973346702894621	-0.19831624992229321	-0.2198466800174038	-0.2138063942885409	-0.23629559455857055	-0.22428722478706986	-0.22009724091279234	-0.20939963435840434	-0.2117739452461829	-0.22409805025997892	-0.1446520310082866	-0.21666706192531981	-0.2649089724602315	-0.1954972815927675	-0.20156132173389418	-0.2615262293913944	-0.24919595861412253	-0.22934082621743127	-0.26961348898042786	-0.240497062985395	-0.19391749466065958	-0.2276164858084661	-0.24448707646417112	-0.21474281524338007	-0.23565019963297232	-0.24304665715151444	-0.2546338648731644	-0.2290193837170579	-0.2236140683137299	-0.23144065384840856	-0.21412592915557158	-0.2778827525746133	-0.11282665328422843	-0.17867400909811187	-0.21055414192174116	-0.22599738110160827	-0.26608954064329776	-0.21376280982920515	-0.23250436194434035	-0.17743896313415186	-0.17876007430473573	-0.19828941525851368	-0.14129500905912712
B-cells%FANTOM%1.txt	0.21378290401561537	0.1847648511433649	0.2618071274284984	0.21140350777723033	0.20528347187742224	0.301205218247374	0.30365781026828953	0.20424800936771717	0.2848185590950447	0.19105738161820343	0.14653768827644886	0.16647691133066214	0.06571659356770726	0.14218360064741153	0.2900006158244004	0.1848817993939182	0.1685598316933942	0.26561192327946165	0.15817322406783552	0.31943830512480714	0.2609966583342394	0.24099370281973623	0.30742208242488456	0.2403638576610529	0.2672455323277003	0.14608136552305545	0.2618114844317693	0.2746454780065499	0.14062650161980486	0.24965705675755595	0.1886843293598977	0.10716880968832794	0.18388834173269844	0.2063561979817972	0.2800193041172901	0.3055353271898827	0.1817255219615701	0.216388402421902	0.14919547484673074	0.19564696557776498	0.21491325358390587	0.2267947071929434	0.3175965737897505	0.22649222763791912	0.2313177968833441	0.25032686934276366	0.24806120372829496	0.15461235217622735	0.209499671567987	0.34105114188733193	0.21139750282038827	0.17034015809862296	0.22413478869536843	0.2802946261317438	0.32190916277145276	0.21188062847820363	0.3289974376516755	0.25779195211037964	0.3036657322291432	0.270374859648172	0.1616478976992942	0.2934242681763704	0.29228439536663015	0.21898783841787664	0.18535928952335862	0.24894874974615447	0.2832616217050237	0.21590303705553227	0.26934620538999693	0.2510525332924568	0.14870460696503304	0.20480269074301796	0.16109015656170597
B-cells%FANTOM%3.txt	0.166293334386495	0.1479773328842705	0.19944011952793708	0.16916624616632853	0.13649290392211963	0.24550763388555916	0.23870199351055	0.14401803934419657	0.21100137076740413	0.1529553936477478	0.11528812493512991	0.14100896713828381	0.0510881285418823	0.11494177347111145	0.23056023664045863	0.15604485495081452	0.1255385005206877	0.19179188178074127	0.12068348678609438	0.2453618499401664	0.21365677009203798	0.18880535734985104	0.25087827897586323	0.18179795486231626	0.1978193949976559	0.11515227095359831	0.20066425984175187	0.21316298264051578	0.10221303299905268	0.18834654793725422	0.13460356856984562	0.08716325990500885	0.14343880713997068	0.16289454523521504	0.2208549194038445	0.23318494778721408	0.14645844291350352	0.17688038578663587	0.11484836726949976	0.1553150709915993	0.16510294748675353	0.18291247579404935	0.2509773176942075	0.18070141480180588	0.1818401498887916	0.19842609883265838	0.19940911299328168	0.13032604393829805	0.16426406961447446	0.2704470341113275	0.15980188509231819	0.1342357225310229	0.18640332166512527	0.23330682416934673	0.25212542480767985	0.16874028408976513	0.2565483668787675	0.2158677067121112	0.24086217269549978	0.21178900618272994	0.13201967135571088	0.23302414973536492	0.22548837144934708	0.1717217532827798	0.13995737197074207	0.19842440603623485	0.22959957905882386	0.16329785846505795	0.20692926867001724	0.19761609631296317	0.11708290685035072	0.1519620397035839	0.11801937632805634
B-cells%HPCA%1.txt	0.13563584733374645	0.1412189312458286	0.15425381496426285	0.14100510744742942	0.10767679741677388	0.20032914774682825	0.17623350666218596	0.11333928570244103	0.15162577870269184	0.12235070547895999	0.11636598676808618	0.13233319140661487	0.09968217323014247	0.1161006963710839	0.19224878325348987	0.1438050328215287	0.10134826314003599	0.15366240040591234	0.12154978846340954	0.18988386493381715	0.1816128805208056	0.14916475897620946	0.19023333743039778	0.14961795427913224	0.1393996507061481	0.10882809029002682	0.1500032298223526	0.17559254202103208	0.09467006299346821	0.13422500560724607	0.14040334299636684	0.07895290862303778	0.13724200516098936	0.14697374961376633	0.16891270051978285	0.19499147490631175	0.13432633786642234	0.14085504643576355	0.10530303607043333	0.12348250470496479	0.12917917039234697	0.14525615285703797	0.1933748557555966	0.1504135629968268	0.16216901205363235	0.1477831320031906	0.1579350512902191	0.13692748955898582	0.14866630253609364	0.21118627073232732	0.13744195652741326	0.1107030929413044	0.15924925238373544	0.18629349545897594	0.1819404342063555	0.14449497760160052	0.20279423552784898	0.1651251646889264	0.16742183032599883	0.17343208908932797	0.1350664401720685	0.18287328616290074	0.1427625477183415	0.1321018367385472	0.13892794290082358	0.1541152193606296	0.17519078043556738	0.1431334736050495	0.1558501453692281	0.15463796213403566	0.10833286083069776	0.12868470332913018	0.09751474189008401
B-cells%NOVERSHTERN%1.txt	0.04869548631768188	0.04318777077113598	0.08754268284120989	0.035824715467981647	0.03985675790853746	0.09736867573327365	0.10164824205596257	0.05769528099297242	0.08660774592888207	0.043760739034576446	0.008967864598556008	0.0005580741107597503	-0.04703378884303829	-0.0034233935681942627	0.08200549091910062	0.01825564386962703	0.01190982013337297	0.10058572269245124	0.018197526768351395	0.09198769254602253	0.05253634499673063	0.087627346137976	0.08907731099049598	0.05155920799816476	0.08109566067024478	0.001715343981111797	0.06738337740729068	0.0944522569724908	-0.022615570344771792	0.05280762369628156	0.043117091610607755	-0.001403452908046873	0.0239095303455907	0.03576633565011777	0.08095187190482989	0.10590767191855378	-0.004090937339105568	0.04237694709831742	0.016305208224112966	0.0200113083494959	0.0702215682901978	0.06311202938563418	0.11142041950244734	0.04062619015542976	0.08442559742652632	0.07325765184859241	0.048662380032032874	0.024796751339861825	0.05176756550907575	0.08596863171398958	0.056417081336765616	0.02198400412820654	0.05515244406909427	0.09145690872368592	0.10392778092045668	0.018532342488840444	0.12946341538722692	0.0664474565246975	0.11601570979368728	0.0838954369962584	0.02858534371991198	0.11859925297026117	0.12335536552873384	0.053600146542804344	0.02653233325652601	0.07862597669936014	0.08193243743230323	0.05399866632934796	0.08829557297120671	0.10014250609444218	0.02010045548224681	0.05116206157026494	0.06461898893756803
