GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
A1BG,0.7310147,0.7310147,0.7310147,0.7310147,0.7310147,2.613144939
AAK1,1.697295323,1.590299766,0.600317444,0.600317444,0.600317444,0.600317444
ABHD17A,0.704296848,0.704296848,0.704296848,0.704296848,3.655701488,0.704296848
ABI3,0.746214637,0.746214637,0.746214637,0.746214637,0.746214637,0.746214637
ABRACL,0.517765293,1.318591908,0.517765293,1.435610154,1.25392193,1.588287493
AC023590.1,0.880738035,0.880738035,0.880738035,0.880738035,0.880738035,10.53863169
AC090498.1,1.296067919,1.29784176,1.204141325,0.94443551,0.795188312,0.996308983
AC092580.4,0.783718131,0.783718131,0.783718131,0.783718131,0.783718131,0.783718131
ACAA1,0.72430343,0.72430343,0.72430343,0.72430343,0.72430343,0.72430343
ACADVL,0.707994001,0.707994001,0.707994001,0.707994001,0.707994001,2.213353462
ACAP1,1.330516442,1.329001502,0.479043076,0.479043076,1.602434255,1.008305673
ACP1,0.651674445,0.651674445,0.651674445,0.651674445,0.651674445,1.521261759
ACRBP,0.928596632,0.928596632,0.928596632,0.928596632,0.928596632,0.928596632
ACTB,0.721736483,0.793046591,0.711891783,1.858086909,1.908699302,1.053588938
ACTG1,1.029391871,1.272717065,0.760124271,0.988645459,1.939246492,1.226758096
ACTN1,0.721934238,0.721934238,0.721934238,0.721934238,0.721934238,0.721934238
ACTN4,0.758237451,0.758237451,0.758237451,0.758237451,0.758237451,2.52534669
ACTR2,0.520674321,0.520674321,0.520674321,1.613118877,0.520674321,1.422534182
ACTR3,1.076290997,1.180954005,1.188635726,1.231893341,1.613850156,1.019777696
ADA,0.793441603,0.793441603,0.793441603,0.793441603,0.793441603,3.745724748
ADGRE5,0.67319706,0.67319706,0.67319706,0.67319706,0.67319706,0.67319706
ADI1,0.72291154,0.72291154,0.72291154,0.72291154,0.72291154,2.384482748
ADIPOR1,0.743333644,0.743333644,0.743333644,0.743333644,0.743333644,0.743333644
ADRBK1,0.739670644,0.739670644,0.739670644,0.739670644,0.739670644,0.739670644
ADRM1,0.678915675,0.678915675,0.678915675,0.678915675,0.678915675,0.678915675
AES,1.542662513,1.406206766,1.184676746,0.408169606,1.352344872,0.854521242
AGTRAP,0.727952509,0.727952509,0.727952509,2.294199791,0.727952509,0.727952509
AHNAK,0.630512143,0.630512143,0.630512143,1.979993525,0.630512143,0.630512143
AIF1,0.623534199,0.623534199,0.623534199,3.613281808,0.623534199,0.623534199
AKAP13,0.628141892,0.628141892,0.628141892,0.628141892,0.628141892,1.438599276
AKAP9,0.666978755,0.666978755,0.666978755,0.666978755,0.666978755,1.717719662
AKIRIN2,0.725396661,0.725396661,0.725396661,0.725396661,0.725396661,2.081272591
AKR1A1,0.705425254,0.705425254,0.705425254,0.705425254,0.705425254,2.053611862
AKR7A2,0.733822115,0.733822115,0.733822115,0.733822115,0.733822115,2.333731403
ALDH2,0.797945349,0.797945349,0.797945349,0.797945349,0.797945349,3.201242081
ALDOA,0.989617932,1.029561575,0.913689954,1.686675568,1.191509087,1.023345607
ALOX5AP,0.65025704,0.65025704,0.65025704,0.65025704,1.608070348,8.41156434
AMD1,0.660630231,0.660630231,0.660630231,0.660630231,0.660630231,0.660630231
ANAPC11,0.616343411,0.616343411,0.616343411,1.547696542,0.616343411,1.780810767
ANAPC16,1.237726196,1.183454366,1.435380367,0.966718181,1.322333108,1.193641335
ANKRD12,0.555353859,0.555353859,0.555353859,0.555353859,0.555353859,1.296127893
ANP32A,0.65187009,0.65187009,0.65187009,0.65187009,0.65187009,1.666769077
ANP32B,1.449745339,1.364434468,0.488090172,1.130451935,0.488090172,1.076132637
ANXA1,0.523860522,0.523860522,0.523860522,1.75183995,1.518803057,0.523860522
ANXA11,0.520944453,1.307210262,0.520944453,0.520944453,1.721850838,1.204090046
ANXA2,0.587642472,0.587642472,0.587642472,2.301656331,0.587642472,1.438574919
ANXA5,0.633416462,0.633416462,0.633416462,2.333655,0.633416462,0.633416462
ANXA6,0.513585068,1.22828591,1.540157668,0.513585068,2.002250529,0.513585068
AP001189.4,0.956534317,0.956534317,0.956534317,0.956534317,0.956534317,0.956534317
AP1S2,0.607455187,0.607455187,0.607455187,3.23992504,0.607455187,1.72219132
AP2A1,0.780526458,0.780526458,0.780526458,0.780526458,0.780526458,0.780526458
AP2M1,0.588616384,0.588616384,0.588616384,0.588616384,0.588616384,1.48307519
AP2S1,0.573050775,0.573050775,0.573050775,2.304106414,0.573050775,1.560589173
AP3S1,0.667065314,0.667065314,0.667065314,0.667065314,0.667065314,2.063179361
APBB1IP,0.658519316,0.658519316,0.658519316,0.658519316,0.658519316,1.836690364
APEX1,0.621336707,0.621336707,0.621336707,0.621336707,0.621336707,1.981651296
APH1A,0.648515923,0.648515923,0.648515923,0.648515923,0.648515923,1.809368831
APLP2,0.684695532,0.684695532,0.684695532,2.160870583,0.684695532,0.684695532
APMAP,0.746816929,0.746816929,0.746816929,0.746816929,4.890919473,0.746816929
APOBEC3G,0.700261486,0.700261486,0.700261486,0.700261486,3.413599921,0.700261486
APP,0.800777535,0.800777535,0.800777535,0.800777535,0.800777535,24.15274865
AQP3,0.727499053,0.727499053,0.727499053,0.727499053,0.727499053,0.727499053
ARF1,0.497289783,0.497289783,0.497289783,1.140065792,1.786451153,1.799221736
ARF4,0.698335622,0.698335622,0.698335622,0.698335622,0.698335622,2.12233616
ARF5,0.608789297,0.608789297,0.608789297,1.656964996,0.608789297,1.544985917
ARF6,0.461459655,0.461459655,1.461764956,1.243500413,1.662321471,1.00392346
ARGLU1,0.534253851,1.297512725,0.534253851,0.534253851,1.227527672,1.269649198
ARHGAP15,0.597994228,0.597994228,0.597994228,0.597994228,0.597994228,0.597994228
ARHGAP24,0.808574751,0.808574751,0.808574751,0.808574751,0.808574751,0.808574751
ARHGAP30,0.575986634,0.575986634,0.575986634,0.575986634,1.865746246,0.575986634
ARHGAP9,0.671397648,0.671397648,0.671397648,0.671397648,0.671397648,1.870302185
ARHGDIA,0.552453689,0.552453689,0.552453689,1.156885018,1.660670125,1.332278841
ARHGDIB,1.179188357,1.171775616,1.159921051,0.844460346,1.632414112,0.675992938
ARHGEF1,1.317239107,1.396244653,0.538225112,0.538225112,1.78311221,0.538225112
ARID3A,0.825906974,0.825906974,0.825906974,0.825906974,0.825906974,5.394984143
ARL4A,0.681310352,0.681310352,0.681310352,0.681310352,0.681310352,0.681310352
ARL4C,0.618128668,0.618128668,0.618128668,0.618128668,2.368992939,1.779624016
ARL6IP1,0.623093492,0.623093492,0.623093492,0.623093492,0.623093492,1.62434623
ARL6IP4,1.175693871,1.122727468,0.419841756,1.408825308,1.3748389,1.233700611
ARL6IP5,1.178144526,1.086106553,0.467795781,1.210397526,1.477058606,1.039743697
ARPC1B,0.866881995,0.940962083,1.001874899,1.685432873,1.341007575,1.981865343
ARPC2,0.799341859,0.934302299,0.926428799,1.501776915,2.004336773,1.442124662
ARPC3,0.776809913,0.792609652,1.503540259,1.732485013,1.344224787,1.729108494
ARPC4,0.509015137,0.509015137,0.509015137,1.42823978,1.828771274,1.586431158
ARPC5,1.150042663,1.121426317,0.428029787,1.542080318,1.464455594,1.302136164
ARPC5L,0.675222944,0.675222944,0.675222944,0.675222944,3.095748387,0.675222944
ARRB2,0.626527082,0.626527082,0.626527082,1.752414619,0.626527082,0.626527082
ASAH1,0.653593732,0.653593732,0.653593732,2.406868267,0.653593732,0.653593732
ASGR1,0.803770449,0.803770449,0.803770449,2.989924323,0.803770449,0.803770449
ASIP,0.956551045,0.956551045,0.956551045,0.956551045,0.956551045,1024
ATG101,0.78714458,0.78714458,0.78714458,0.78714458,0.78714458,3.672222205
ATG3,0.679997467,0.679997467,0.679997467,1.991918995,0.679997467,0.679997467
ATM,0.576379827,1.611550398,0.576379827,0.576379827,0.576379827,0.576379827
ATOX1,0.731157138,0.731157138,0.731157138,0.731157138,0.731157138,0.731157138
ATP1A1,0.610363759,0.610363759,0.610363759,0.610363759,0.610363759,0.610363759
ATP1B3,0.712861773,0.712861773,0.712861773,0.712861773,0.712861773,0.712861773
ATP2B1,0.714237525,0.714237525,0.714237525,0.714237525,0.714237525,0.714237525
ATP5A1,1.317200293,1.317663619,0.493273218,1.148556335,1.599182242,1.560002719
ATP5B,0.51670137,0.51670137,0.51670137,1.332583636,1.691226187,2.405842232
ATP5C1,0.577076604,0.577076604,0.577076604,1.531585063,0.577076604,1.439070334
ATP5D,1.141973869,1.111983041,1.096254246,1.542685456,1.36906859,1.322296555
ATP5E,0.919790107,0.938282153,0.875682262,1.933557817,1.084248454,2.158605963
ATP5F1,0.540448196,0.540448196,0.540448196,1.557011994,0.540448196,1.290457902
ATP5G1,0.623473049,0.623473049,0.623473049,0.623473049,0.623473049,1.654445126
ATP5G2,1.051014846,1.007986864,1.070087287,1.708322922,1.126414294,1.202049261
ATP5G3,0.504075066,1.270271972,0.504075066,1.426110725,1.671424652,2.114831569
ATP5H,0.559055525,0.559055525,0.559055525,1.371739309,0.559055525,1.228371589
ATP5I,1.070234786,1.061620546,1.038065689,1.716938199,1.355108375,1.486196093
ATP5J,0.526708929,0.526708929,0.526708929,1.315220357,1.346188917,1.854283521
ATP5J2,0.476119254,1.129333493,0.476119254,1.530413714,1.549623288,1.727910183
ATP5L,1.161531533,1.155005188,0.887341955,1.438000468,1.085811892,1.530813443
ATP6AP2,0.592730765,0.592730765,0.592730765,1.69227454,0.592730765,0.592730765
ATP6V0B,0.59503884,0.59503884,0.59503884,2.123629041,0.59503884,2.191018209
ATP6V0D1,0.686653183,0.686653183,0.686653183,1.987133965,0.686653183,0.686653183
ATP6V0E1,1.063007773,1.073852038,1.217782612,1.521389719,1.43505858,1.700735102
ATP6V1F,0.551509002,0.551509002,0.551509002,1.786628238,0.551509002,1.280679663
ATP6V1G1,1.072850868,1.123008134,1.392380653,1.237868106,1.093309291,1.193469493
ATPIF1,0.527231183,0.527231183,0.527231183,0.527231183,1.775122086,1.279771606
ATRAID,0.64868223,0.64868223,0.64868223,0.64868223,0.64868223,1.777889166
AURKAIP1,0.602064115,0.602064115,0.602064115,1.565329098,0.602064115,1.476420899
B2M,0.832110734,0.886542192,0.440700552,0.980615008,2.806158002,0.724251313
B4GALT1,0.772987913,0.772987913,0.772987913,0.772987913,0.772987913,2.708215284
BAG1,0.7038424,0.7038424,0.7038424,0.7038424,0.7038424,2.12256283
BANF1,0.609930675,0.609930675,0.609930675,0.609930675,0.609930675,0.609930675
BANK1,0.770761408,0.770761408,4.048059268,0.770761408,0.770761408,0.770761408
BAX,0.594772245,0.594772245,0.594772245,1.41679662,0.594772245,1.456364184
BAZ1A,0.65994351,0.65994351,0.65994351,0.65994351,0.65994351,0.65994351
BCAP31,0.610197689,0.610197689,0.610197689,0.610197689,0.610197689,1.818099275
BCL11A,0.803808588,0.803808588,0.803808588,0.803808588,0.803808588,11.21786933
BCL2A1,0.75004171,0.75004171,0.75004171,0.75004171,0.75004171,0.75004171
BCL7A,0.829147616,0.829147616,0.829147616,0.829147616,0.829147616,3.397618069
BEX4,0.700887599,0.700887599,0.700887599,0.700887599,0.700887599,1.829223094
BID,0.729855088,0.729855088,0.729855088,0.729855088,0.729855088,0.729855088
BIN1,0.614922054,0.614922054,0.614922054,0.614922054,0.614922054,0.614922054
BIN2,0.530524595,1.315416512,0.530524595,0.530524595,2.152784068,0.530524595
BIRC3,0.681852578,0.681852578,2.411860095,0.681852578,0.681852578,0.681852578
BLK,0.827325075,0.827325075,0.827325075,0.827325075,0.827325075,0.827325075
BLNK,0.840878409,0.840878409,0.840878409,0.840878409,0.840878409,5.071963814
BLOC1S1,0.562587101,0.562587101,0.562587101,1.657310809,0.562587101,1.200552986
BLVRA,0.774081098,0.774081098,0.774081098,0.774081098,0.774081098,0.774081098
BLVRB,0.724289713,0.724289713,0.724289713,3.133530184,0.724289713,0.724289713
BNIP2,0.685379796,0.685379796,0.685379796,0.685379796,0.685379796,0.685379796
BNIP3L,0.682120848,0.682120848,0.682120848,2.188813433,0.682120848,0.682120848
BRD2,0.657031408,0.657031408,0.657031408,0.657031408,0.657031408,1.749393425
BRI3,0.703482526,0.703482526,0.703482526,2.454496712,0.703482526,2.382948224
BRK1,1.069380773,1.117570356,1.26189237,1.557416823,1.489126925,1.603392661
BSG,0.612909848,0.612909848,0.612909848,0.612909848,2.324085728,1.559695944
BST2,0.602043822,0.602043822,0.602043822,1.593123499,2.042012703,2.129768368
BTF3,1.245754286,1.325578779,0.958312481,1.218771295,0.863777032,0.896362101
BTG1,1.433854574,1.382228568,1.465104707,0.649551828,1.139029858,0.541137296
BTG2,1.367036338,1.246020866,0.4720717,0.4720717,1.339343276,0.990099185
BZW1,0.611570146,0.611570146,0.611570146,0.611570146,1.573050525,0.611570146
C10orf54,0.544687243,0.544687243,0.544687243,1.928159801,0.544687243,1.090385813
C11orf31,1.244272182,1.274936373,1.566021258,1.291883041,0.469371743,1.665994932
C11orf58,1.164853585,1.316029654,0.94003004,0.496144655,1.550680023,1.773942289
C12orf45,0.837312693,0.837312693,0.837312693,0.837312693,0.837312693,6.675844498
C12orf57,1.433923718,1.366796066,0.510736233,0.510736233,0.510736233,1.494998034
C12orf75,0.708125357,0.708125357,0.708125357,0.708125357,3.258982186,10.43312339
C14orf2,0.977355327,0.97941516,0.986207991,2.037779346,1.136876863,1.605136164
C17orf62,0.69201407,0.69201407,0.69201407,0.69201407,0.69201407,0.69201407
C19orf38,0.796823494,0.796823494,0.796823494,0.796823494,0.796823494,0.796823494
C1orf162,0.559951395,0.559951395,0.559951395,2.150770496,1.823554009,1.098907585
C1orf186,0.925890146,0.925890146,0.925890146,0.925890146,0.925890146,53.32552648
C1orf43,0.66891315,0.66891315,0.66891315,0.66891315,0.66891315,1.763169325
C1QBP,0.561732804,1.512297391,0.561732804,0.561732804,0.561732804,1.386139917
C20orf24,0.669685312,0.669685312,0.669685312,1.740038966,0.669685312,1.692423
C20orf27,0.729628815,0.729628815,0.729628815,0.729628815,0.729628815,0.729628815
C2orf88,0.955995034,0.955995034,0.955995034,0.955995034,0.955995034,0.955995034
C4orf48,0.659403344,0.659403344,0.659403344,2.254175114,0.659403344,1.470702426
C5AR1,0.825692384,0.825692384,0.825692384,0.825692384,0.825692384,0.825692384
C6orf48,1.477907981,1.651982924,1.348948013,0.456039298,0.456039298,1.013149117
C6orf62,0.664552153,0.664552153,0.664552153,0.664552153,0.664552153,1.05716648
C7orf73,0.598637641,0.598637641,0.598637641,1.756266681,0.598637641,0.598637641
C8orf59,0.627629124,0.627629124,0.627629124,0.627629124,0.627629124,1.605119514
C9orf142,0.626218206,0.626218206,0.626218206,0.626218206,2.336707244,3.171026318
C9orf16,0.509903597,1.168625877,0.509903597,1.249734095,1.69293821,1.087293554
C9orf78,0.592865346,0.592865346,0.592865346,0.592865346,0.592865346,0.592865346
CA2,0.905277576,0.905277576,0.905277576,0.905277576,0.905277576,0.905277576
CALM1,1.20658275,1.20204752,0.878692494,0.80393508,2.008872147,0.950829264
CALM2,0.909156254,0.925963616,0.989373077,2.033969906,1.031075538,1.964852803
CALM3,0.542285337,1.127996454,0.542285337,1.07525917,1.773444981,0.542285337
CALR,0.542415642,0.542415642,0.542415642,1.11309705,1.907491663,1.873839305
CAMK1,0.840427125,0.840427125,0.840427125,0.840427125,0.840427125,0.840427125
CANX,0.624497513,0.624497513,0.624497513,1.637900837,0.624497513,1.816523867
CAP1,0.45146887,1.061477665,0.45146887,1.382792917,1.676366573,1.359809399
CAPG,0.699169374,0.699169374,0.699169374,2.503336356,0.699169374,4.303123588
CAPN2,0.652438282,0.652438282,0.652438282,0.652438282,0.652438282,0.652438282
CAPNS1,0.706032595,0.706032595,0.706032595,0.706032595,0.706032595,0.706032595
CAPZA1,0.595829848,0.595829848,0.595829848,1.555935594,0.595829848,1.409332446
CAPZA2,0.604524709,0.604524709,0.604524709,1.756577364,0.604524709,1.365674783
CAPZB,1.154297997,1.149434859,1.126054138,1.038511523,1.522748049,1.264868547
CARD16,0.599200678,0.599200678,0.599200678,2.172181621,0.599200678,0.599200678
CARD19,0.753468391,0.753468391,0.753468391,0.753468391,0.753468391,0.753468391
CASP1,0.667180142,0.667180142,0.667180142,2.228952312,0.667180142,0.667180142
CASP4,0.621313164,0.621313164,0.621313164,0.621313164,0.621313164,0.621313164
CAST,0.584052469,0.584052469,0.584052469,1.718193202,0.584052469,0.584052469
CAT,0.677926148,0.677926148,0.677926148,0.677926148,0.677926148,3.006490932
CBX6,0.724508208,0.724508208,0.724508208,0.724508208,0.724508208,1.205187519
CCDC109B,0.563988165,1.165996086,0.563988165,0.563988165,0.563988165,0.563988165
CCDC12,0.639718381,0.639718381,0.639718381,0.639718381,0.639718381,0.639718381
CCDC186,0.771631614,0.771631614,0.771631614,0.771631614,0.771631614,3.206711962
CCDC50,0.828222841,0.828222841,0.828222841,0.828222841,0.828222841,58.95362651
CCDC69,0.677607627,0.677607627,0.677607627,0.677607627,0.677607627,1.753246617
CCDC85B,0.55434013,1.361459973,0.55434013,1.156168784,1.817919859,1.252151717
CCDC88A,0.82554902,0.82554902,0.82554902,0.82554902,0.82554902,1.814152419
CCL3,0.751341617,0.751341617,0.751341617,2.456063269,0.751341617,0.751341617
CCL3L3,0.772913338,0.772913338,0.772913338,2.29808403,0.772913338,0.772913338
CCL4,0.764939852,0.764939852,0.764939852,0.764939852,5.879538723,0.764939852
CCL5,0.648409556,0.648409556,0.648409556,0.648409556,2.852395,0.648409556
CCND3,1.336680441,1.397376145,0.532684489,0.532684489,2.518540927,1.167456993
CCNI,1.242292545,1.248402666,1.347565055,1.174998147,0.87587746,1.094890707
CCNL1,0.489961629,1.147344078,0.489961629,1.40537354,0.489961629,1.313874416
CCR7,2.064838137,1.965191673,0.646625235,0.646625235,0.646625235,0.646625235
CCT7,0.660046371,0.660046371,0.660046371,0.660046371,0.660046371,1.6992949
CD14,0.740130492,0.740130492,0.740130492,3.714141864,0.740130492,0.740130492
CD160,0.830362631,0.830362631,0.830362631,0.830362631,7.585670922,0.830362631
CD164,0.54639872,0.54639872,0.54639872,0.54639872,2.113752424,2.655528727
CD2,1.52197296,1.401214399,0.577588785,0.577588785,0.577588785,0.577588785
CD22,0.780470613,0.780470613,4.671887585,0.780470613,0.780470613,0.780470613
CD24,0.836896537,0.836896537,0.836896537,0.836896537,0.836896537,0.836896537
CD247,0.625948429,0.625948429,0.625948429,0.625948429,3.95637669,0.625948429
CD27,1.627837741,1.640344074,0.564525507,0.564525507,0.564525507,0.564525507
CD2AP,0.841529228,0.841529228,0.841529228,0.841529228,0.841529228,5.927033812
CD300A,0.770557607,0.770557607,0.770557607,0.770557607,5.00565804,0.770557607
CD300E,0.81837196,0.81837196,0.81837196,0.81837196,0.81837196,0.81837196
CD300LF,0.843587937,0.843587937,0.843587937,0.843587937,0.843587937,0.843587937
CD302,0.76545188,0.76545188,0.76545188,3.384359132,0.76545188,0.76545188
CD33,0.824405726,0.824405726,0.824405726,0.824405726,0.824405726,0.824405726
CD36,0.760922807,0.760922807,0.760922807,3.175333703,0.760922807,2.243850545
CD37,0.917162012,0.915322505,2.813349082,1.051057243,0.881998008,1.114122457
CD3D,1.604210634,1.624418787,0.438445015,0.438445015,0.438445015,0.438445015
CD3E,1.660496729,1.713094257,0.453485687,0.453485687,0.453485687,0.453485687
CD3G,1.639968177,1.549398457,0.572096648,0.572096648,0.572096648,0.572096648
CD4,0.732840723,0.732840723,0.732840723,2.376994736,0.732840723,4.287415449
CD44,1.138198238,1.079578328,0.395670337,1.541984012,0.395670337,0.802034418
CD47,0.575329783,0.575329783,0.575329783,0.575329783,1.275560489,1.25750161
CD48,1.13782887,1.330295256,1.023754167,1.182074747,1.089548106,0.328722615
CD52,0.940810126,0.813448446,1.856826978,1.106809429,0.448180697,0.288234146
CD53,0.930783386,1.043769552,1.445474884,0.987941885,1.868137558,1.485725181
CD55,0.640228432,0.640228432,0.640228432,0.640228432,0.640228432,0.640228432
CD63,0.619015831,0.619015831,0.619015831,1.9453324,3.241036636,1.40164125
CD68,0.72908613,0.72908613,0.72908613,3.301631344,0.72908613,3.819122436
CD69,1.489376673,1.2895729,1.30617779,0.428976172,1.283212058,0.428976172
CD7,1.435885484,1.784685524,0.528269639,0.528269639,3.559027314,0.528269639
CD74,0.613725109,0.638043952,3.161787441,1.753723633,0.84682463,2.907907191
CD79A,0.705139501,0.705139501,4.883967629,0.705139501,0.705139501,0.705139501
CD79B,0.66825276,0.66825276,4.502418095,0.66825276,0.66825276,0.66825276
CD83,0.764939618,0.764939618,0.764939618,0.764939618,0.764939618,0.764939618
CD8A,0.717423004,2.575724437,0.717423004,0.717423004,0.717423004,0.717423004
CD8B,0.698641192,3.712569855,0.698641192,0.698641192,0.698641192,0.698641192
CD9,0.889274591,0.889274591,0.889274591,0.889274591,0.889274591,0.889274591
CD99,0.517475543,0.517475543,0.517475543,1.174382238,2.195947802,1.815331817
CDA,0.784272547,0.784272547,0.784272547,2.403761066,0.784272547,0.784272547
CDC37,0.607465167,0.607465167,0.607465167,0.607465167,0.607465167,1.501818948
CDC42,0.985079561,0.939428447,1.030050825,1.480425228,1.502918883,0.903013572
CDC42EP3,0.693804965,0.693804965,0.693804965,0.693804965,0.693804965,0.693804965
CDC42SE1,0.579663337,0.579663337,0.579663337,0.579663337,1.710176659,0.579663337
CDC42SE2,0.560921719,1.514793159,0.560921719,0.560921719,0.560921719,1.188237291
CDK2AP2,0.690893768,0.690893768,0.690893768,0.690893768,0.690893768,3.70343665
CDKN1C,0.903954182,0.903954182,0.903954182,0.903954182,0.903954182,0.903954182
CDKN2D,0.680024134,0.680024134,0.680024134,0.680024134,0.680024134,2.678870167
CDV3,0.701284149,0.701284149,0.701284149,0.701284149,0.701284149,1.136323467
CEBPA,0.855427179,0.855427179,0.855427179,0.855427179,0.855427179,0.855427179
CEBPB,0.61417807,0.61417807,0.61417807,2.524355464,0.61417807,0.61417807
CEBPD,0.737797663,0.737797663,0.737797663,2.752664243,0.737797663,0.737797663
CECR1,0.737614496,0.737614496,0.737614496,2.64865314,0.737614496,2.050197388
CFD,0.709837349,0.709837349,0.709837349,3.554843088,0.709837349,0.709837349
CFL1,0.910179622,1.013767706,0.909094649,1.209762887,2.053803412,1.547305659
CFP,0.712750026,0.712750026,0.712750026,3.507337474,0.712750026,0.712750026
CH17-373J23.1,0.667980762,0.667980762,0.667980762,1.638053703,0.667980762,1.656982292
CHCHD10,0.59987962,0.59987962,0.59987962,1.43403563,0.59987962,1.514725851
CHCHD2,1.002846793,1.013008001,1.10102918,1.283391785,1.214722703,2.43406637
CHD9,0.736550881,0.736550881,0.736550881,0.736550881,0.736550881,2.319662102
CHMP1B,0.604985898,0.604985898,0.604985898,1.591041724,0.604985898,1.287613759
CHMP2A,0.64056315,0.64056315,0.64056315,0.64056315,0.64056315,1.559842379
CHMP4A,0.608550353,0.608550353,0.608550353,0.608550353,0.608550353,1.532393219
CHMP4B,0.672033597,0.672033597,0.672033597,0.672033597,0.672033597,1.949208575
CHMP5,0.713122115,0.713122115,0.713122115,0.713122115,0.713122115,2.217590953
CHP1,0.726027427,0.726027427,0.726027427,1.997794221,0.726027427,0.726027427
CHPT1,0.748760498,0.748760498,0.748760498,0.748760498,0.748760498,0.748760498
CHST12,0.695811146,0.695811146,0.695811146,0.695811146,3.516483626,1.886252264
CIB1,0.53424983,0.53424983,0.53424983,0.53424983,1.77103049,0.53424983
CIRBP,1.203241461,1.155452724,1.482282883,0.786372751,1.494446752,1.164124117
CKLF,0.617728509,0.617728509,0.617728509,1.72015776,0.617728509,0.617728509
CLDN5,0.95546074,0.95546074,0.95546074,0.95546074,0.95546074,0.95546074
CLEC10A,0.903480255,0.903480255,0.903480255,0.903480255,0.903480255,0.903480255
CLEC12A,0.795889742,0.795889742,0.795889742,0.795889742,0.795889742,0.795889742
CLEC2B,0.590405501,0.590405501,0.590405501,0.590405501,2.125771667,0.590405501
CLEC2D,1.467965381,1.43606202,1.630247119,0.522420951,0.522420951,0.522420951
CLEC4A,0.772409196,0.772409196,0.772409196,3.479100422,0.772409196,0.772409196
CLEC4C,0.935747024,0.935747024,0.935747024,0.935747024,0.935747024,723.1755836
CLEC7A,0.744613981,0.744613981,0.744613981,3.72400919,0.744613981,0.744613981
CLIC1,0.435664865,0.435664865,1.252458609,1.568384356,2.2910892,1.373280409
CLIC3,0.818558444,0.818558444,0.818558444,0.818558444,10.77507248,10.55005024
CLTA,0.634968266,0.634968266,0.634968266,1.93569616,0.634968266,1.614421956
CLTB,0.684347761,0.684347761,0.684347761,0.684347761,0.684347761,0.684347761
CLU,0.920698039,0.920698039,0.920698039,0.920698039,0.920698039,0.920698039
CMC1,0.731386618,0.731386618,0.731386618,0.731386618,4.410353855,0.731386618
CMPK1,1.459145174,1.322030446,0.478498554,0.478498554,0.478498554,1.028389498
CMTM3,0.723953308,0.723953308,0.723953308,0.723953308,0.723953308,2.218122606
CMTM5,0.958532838,0.958532838,0.958532838,0.958532838,0.958532838,0.958532838
CMTM6,0.653819651,0.653819651,0.653819651,1.745082787,0.653819651,1.500847282
CNBP,1.162851937,1.070203314,1.231620688,1.126015261,1.204201994,0.809646506
CNDP2,0.730591954,0.730591954,0.730591954,0.730591954,0.730591954,2.295998719
CNIH4,0.754997267,0.754997267,0.754997267,0.754997267,0.754997267,0.754997267
CNN2,0.590172687,0.590172687,0.590172687,0.590172687,0.590172687,0.590172687
CNPY3,0.61438707,0.61438707,0.61438707,2.052895022,0.61438707,3.183956443
COMMD3,0.7377526,0.7377526,0.7377526,0.7377526,0.7377526,2.356000472
COMMD6,1.268494103,1.333345849,1.092660596,1.065723339,0.959179902,2.170581638
COMMD8,0.711214747,0.711214747,0.711214747,0.711214747,0.711214747,0.711214747
COMT,0.712767415,0.712767415,0.712767415,0.712767415,0.712767415,3.66955118
COPE,0.500702735,0.500702735,0.500702735,1.425832767,1.702434882,2.27161362
COPZ1,0.68804356,0.68804356,0.68804356,0.68804356,0.68804356,1.948878037
CORO1A,1.029117173,1.131297473,1.001648972,1.111007091,1.796741008,1.216327377
CORO1B,0.725037091,0.725037091,0.725037091,0.725037091,0.725037091,0.725037091
CORO1C,0.827966272,0.827966272,0.827966272,0.827966272,0.827966272,4.499350911
COTL1,0.865763809,0.902523486,0.421526597,2.349604581,0.421526597,0.421526597
COX14,0.619136483,0.619136483,0.619136483,0.619136483,0.619136483,1.590200137
COX17,0.647220783,0.647220783,0.647220783,0.647220783,0.647220783,1.776959945
COX5A,0.579790883,0.579790883,0.579790883,1.608884879,0.579790883,1.965046713
COX5B,1.107518428,1.06104456,1.046055024,1.622591133,1.322197052,1.363896036
COX6A1,1.138431627,1.114335847,1.062897016,1.310064003,1.48180074,1.736220501
COX6B1,1.014680868,1.010312004,1.046531932,1.670478825,1.191747664,1.334096425
COX6C,1.304608862,1.328508335,1.060784629,1.038875523,1.302124762,1.697472215
COX7A2,1.081710807,1.046816529,1.101299007,1.405301781,1.272715338,1.811097195
COX7A2L,1.29952626,1.312029123,0.482158133,1.388453767,1.132295016,1.534774331
COX7B,1.118938024,1.166234871,0.457129541,1.695509755,1.392457132,1.508447694
COX7C,1.326821511,1.300574113,1.094979347,1.012201265,0.853824975,1.1698356
COX8A,0.48150051,0.990119771,0.48150051,1.736239105,1.58625526,1.837906424
CPPED1,0.782359709,0.782359709,0.782359709,2.853887143,0.782359709,0.782359709
CPVL,0.762587077,0.762587077,0.762587077,4.178606152,0.762587077,0.762587077
CRELD2,0.767295625,0.767295625,0.767295625,0.767295625,0.767295625,1.40493975
CRIP1,0.58881508,0.58881508,0.58881508,1.396818496,0.58881508,1.416528963
