,0,1,2,3,4,5,6
0,msigdb,10x,,cell1,0.9166023347994704,0.8567058737562387,0.0015459279892205582
1,msigdb,10x,,cell2,0.7763403935924312,0.6210338067047952,0.055329184169790664
2,msigdb,10x,,cell3,0.7678016499314436,0.4822553024132208,0.1580722689811541
3,msigdb,10x,,cell4,0.41250566408916794,0.38511034940911887,0.2717863559009111
4,msigdb,10x,,cell5,0.5702380331700483,0.248850568624199,0.48811571187542846
0,nnls_deconv_constrained,10x,,cell1,0.9264932450476613,0.8152626917723008,0.00405065030072368
1,nnls_deconv_constrained,10x,,cell2,0.7890259352393825,0.4822553024132208,0.1580722689811541
2,nnls_deconv_constrained,10x,,cell3,0.8053670581231709,0.6210338067047952,0.055329184169790664
3,nnls_deconv_constrained,10x,,cell4,0.8131038587982495,0.6210338067047952,0.055329184169790664
4,nnls_deconv_constrained,10x,,cell5,0.8963913803997785,0.7699703200071729,0.009181533254450269
