,0,1,2,3,4,5
0,a,b,c,0.0,0.0,0.0
1,a,b,c,0.0,0.0,0.0
0,107019_RNASeq.csv,RNASeq,naive.B.cells,0.9872716314234627,0.9714285714285714,1.0864095402975106e-12
1,107019_RNASeq.csv,RNASeq,memory.B.cells,0.9925340759466554,0.9729323308270676,6.714944202233509e-13
2,107019_RNASeq.csv,RNASeq,naive.CD4.T.cells,0.9836042854242221,0.9548872180451128,6.237876047979233e-11
3,107019_RNASeq.csv,RNASeq,naive.CD8.T.cells,0.9920393483021365,0.9609022556390976,1.759049358343184e-11
4,107019_RNASeq.csv,RNASeq,memory.CD8.T.cells,0.991715268089222,0.9804511278195487,3.6893592442965844e-14
5,107019_RNASeq.csv,RNASeq,regulatory.T.cells,0.9838498517249378,0.9744360902255638,4.0365222137155066e-13
6,107019_RNASeq.csv,RNASeq,monocytes,0.9725870046177223,0.9834586466165413,8.293403515243347e-15
7,107019_RNASeq.csv,RNASeq,NK.cells,0.9926069916700707,0.993984962406015,9.57798144168789e-19
8,107019_RNASeq.csv,RNASeq,myeloid.dendritic.cells,0.986497689508617,0.9864661654135337,1.3775681209191945e-15
9,107019_RNASeq.csv,RNASeq,neutrophils,0.993475198781342,0.9714285714285714,1.0864095402975106e-12
0,115736.csv,RNASeq,macrophages,0.9994518952800386,0.9969924812030074,1.891102426799577e-21
1,115736.csv,RNASeq,naive.B.cells,0.9990460729849856,0.9894736842105262,1.450570213696417e-16
2,115736.csv,RNASeq,NK.cells,0.9995559200240736,0.9969924812030074,1.891102426799577e-21
0,118165.csv,RNASeq,memory.CD8.T.cells,0.9784006580525474,0.9664825930372148,5.349401918491694e-30
1,118165.csv,RNASeq,naive.CD8.T.cells,0.9968643107929588,0.9928931572629051,4.8965224228960174e-46
2,118165.csv,RNASeq,myeloid.dendritic.cells,0.9998833757578003,0.9995198079231692,4.319512346476316e-74
3,118165.csv,RNASeq,monocytes,0.9999912936458768,0.9999039615846338,7.277743227728901e-91
4,118165.csv,RNASeq,naive.B.cells,0.9999911954733829,0.9996158463385355,2.041996373726414e-76
5,118165.csv,RNASeq,NK.cells,0.9992264923813802,0.9978871548619447,1.1761597581932614e-58
6,118165.csv,RNASeq,memory.B.cells,0.9999970330604298,0.9999999999999999,0.0
7,118165.csv,RNASeq,regulatory.T.cells,0.9976225466754138,0.9922208883553421,4.253363636833208e-45
0,97861-10.csv,RNASeq,memory.B.cells,0.9926096792920817,0.9900120048019206,1.6720826093122064e-42
1,97861-10.csv,RNASeq,naive.B.cells,0.9932793492464635,0.996062424969988,3.55118579366516e-52
2,97861-10.csv,RNASeq,naive.CD4.T.cells,0.984542345397822,0.9889555822328931,1.8455076132363985e-41
3,97861-10.csv,RNASeq,memory.CD4.T.cells,0.9910308977540303,0.9875150060024009,3.444001277617941e-40
4,97861-10.csv,RNASeq,fibroblasts,0.9911493500215086,0.9862665066026409,3.345531572735923e-39
5,97861-10.csv,RNASeq,endothelial.cells,0.9853977273735243,0.9884753901560623,5.098039000832596e-41
6,97861-10.csv,RNASeq,monocytes,0.9721960386732506,0.9831932773109243,4.115983028324063e-37
7,97861-10.csv,RNASeq,naive.CD8.T.cells,0.9828898527721497,0.9899159663865545,2.101542359916872e-42
8,97861-10.csv,RNASeq,memory.CD8.T.cells,0.9899064515369113,0.993469387755102,6.476075894784369e-47
9,97861-10.csv,RNASeq,macrophages,0.9911242486912607,0.9905882352941175,4.042580405524488e-43
10,97861-10.csv,RNASeq,myeloid.dendritic.cells,0.9878655139787449,0.9927010804321729,9.266776182773866e-46
0,112101.csv,RNASeq,B.cells,0.9968117574676294,0.9879699248120299,4.798484273727158e-16
